STNAME,CTYNAME,YEAR,POPULATION,Deaths,Death Rate (%),Indicator
Texas,Callahan County,2003,12887,6.0,0.046558547373321955,Treatment
Texas,Cameron County,2003,357097,2.0,0.0005600719132336593,Treatment
Texas,Camp County,2003,11698,8.0,0.06838775859121217,Treatment
Texas,Carson County,2003,6355,7.0,0.11014948859166011,Treatment
Texas,Cass County,2003,29676,1.0,0.0033697263782180888,Treatment
Texas,Castro County,2003,7764,2.0,0.02575991756826378,Treatment
Texas,Chambers County,2003,27227,5.0,0.01836412384765123,Treatment
Texas,Cherokee County,2003,47121,1.0,0.002122196048470958,Treatment
Texas,Childress County,2003,7562,7.0,0.09256810367627612,Treatment
Texas,Clay County,2003,11309,5.0,0.04421257405606154,Treatment
Texas,Cochran County,2003,3434,7.0,0.203843913803145,Treatment
Texas,Coke County,2003,3712,1.0,0.02693965517241379,Treatment
Texas,Coleman County,2003,8715,8.0,0.09179575444635686,Treatment
Texas,Collin County,2003,596599,26.0,0.004358036134824229,Treatment
Texas,Collingsworth County,2003,3030,4.0,0.132013201320132,Treatment
Texas,Colorado County,2003,20502,9.0,0.043898156277436345,Treatment
Texas,Comal County,2003,86955,10.0,0.011500201253521936,Treatment
Texas,Comanche County,2003,13400,1.0,0.007462686567164179,Treatment
Texas,Concho County,2003,3783,7.0,0.18503832936822628,Treatment
Texas,Cooke County,2003,37685,7.0,0.01857502985272655,Treatment
Texas,Coryell County,2003,73573,0.0,0.0,Treatment
Texas,Cottle County,2003,1710,0.0,0.0,Treatment
Texas,Crane County,2003,3804,4.0,0.10515247108307045,Treatment
Texas,Crockett County,2003,3875,9.0,0.23225806451612904,Treatment
Texas,Crosby County,2003,6719,4.0,0.05953266855186784,Treatment
Texas,Culberson County,2003,2754,2.0,0.07262164124909223,Treatment
Texas,Dallam County,2003,6046,0.0,0.0,Treatment
Texas,Dallas County,2003,2287070,181.0,0.007914055975549502,Treatment
Texas,Dawson County,2003,14325,0.0,0.0,Treatment
Texas,Deaf Smith County,2003,18171,8.0,0.04402619558637389,Treatment
Texas,Delta County,2003,5390,7.0,0.12987012987012986,Treatment
Texas,Denton County,2003,512229,18.0,0.003514053284761308,Treatment
Texas,DeWitt County,2003,19947,9.0,0.04511956685215822,Treatment
Texas,Dickens County,2003,2681,9.0,0.3356956359567326,Treatment
Texas,Dimmit County,2003,10068,5.0,0.049662296384584824,Treatment
Texas,Donley County,2003,3921,0.0,0.0,Treatment
Texas,Duval County,2003,12611,8.0,0.06343668226151772,Treatment
Texas,Eastland County,2003,18213,6.0,0.03294350189425136,Treatment
Texas,Ector County,2003,122021,15.0,0.012292965964874898,Treatment
Texas,Edwards County,2003,1983,9.0,0.45385779122541603,Treatment
Texas,Ellis County,2003,123679,9.0,0.0072769023035438515,Treatment
Texas,El Paso County,2003,694672,52.0,0.007485547135914503,Treatment
Texas,Erath County,2003,33641,8.0,0.023780505930263665,Treatment
Texas,Falls County,2003,17765,1.0,0.005629045876723895,Treatment
Texas,Fannin County,2003,32062,7.0,0.021832699145405775,Treatment
Texas,Fayette County,2003,22315,8.0,0.035850324893569346,Treatment
Texas,Fisher County,2003,4129,8.0,0.19375151368370067,Treatment
Texas,Floyd County,2003,7362,3.0,0.040749796251018745,Treatment
Texas,Foard County,2003,1527,8.0,0.5239030779305829,Treatment
Texas,Fort Bend County,2003,416208,11.0,0.0026429093145734824,Treatment
Texas,Franklin County,2003,9699,8.0,0.08248273017836891,Treatment
Texas,Freestone County,2003,18333,5.0,0.02727322314951181,Treatment
Texas,Frio County,2003,16204,0.0,0.0,Treatment
Texas,Gaines County,2003,14178,6.0,0.04231908590774439,Treatment
Texas,Galveston County,2003,265136,27.0,0.010183453020336733,Treatment
Texas,Garza County,2003,4943,1.0,0.020230629172567266,Treatment
Texas,Gillespie County,2003,22032,6.0,0.027233115468409588,Treatment
Texas,Glasscock County,2003,1324,5.0,0.3776435045317221,Treatment
Texas,Goliad County,2003,7067,7.0,0.09905193151266449,Treatment
Texas,Gonzales County,2003,19122,5.0,0.02614789247986612,Treatment
Texas,Gray County,2003,21511,3.0,0.013946353028682999,Treatment
Texas,Grayson County,2003,114358,4.0,0.00349778764931181,Treatment
Texas,Gregg County,2003,113152,4.0,0.0035350678733031674,Treatment
Texas,Grimes County,2003,24853,2.0,0.008047318231199453,Treatment
Texas,Guadalupe County,2003,96445,6.0,0.0062211623204935455,Treatment
Texas,Hale County,2003,35342,9.0,0.025465451870295964,Treatment
Texas,Hall County,2003,3692,1.0,0.027085590465872156,Treatment
Texas,Hamilton County,2003,8060,9.0,0.11166253101736973,Treatment
Texas,Hansford County,2003,5140,9.0,0.17509727626459143,Treatment
Texas,Hardeman County,2003,4458,5.0,0.11215791834903545,Treatment
Texas,Hardin County,2003,49158,5.0,0.010171284429797795,Treatment
Texas,Harris County,2003,3615199,313.0,0.008657891308334617,Treatment
Texas,Harrison County,2003,61836,2.0,0.003234361860404942,Treatment
Texas,Hartley County,2003,5398,8.0,0.14820303816228234,Treatment
Texas,Haskell County,2003,5585,5.0,0.08952551477170993,Treatment
Texas,Hays County,2003,116379,3.0,0.002577784651870183,Treatment
Texas,Hemphill County,2003,3268,2.0,0.06119951040391677,Treatment
Texas,Henderson County,2003,76703,7.0,0.009126109800138196,Treatment
Texas,Hidalgo County,2003,627164,3.0,0.0004783437824875152,Treatment
Texas,Hill County,2003,34058,5.0,0.01468083856949909,Treatment
Texas,Hockley County,2003,22676,4.0,0.01763979537837361,Treatment
Texas,Hood County,2003,44760,2.0,0.004468275245755138,Treatment
Texas,Hopkins County,2003,32493,3.0,0.009232757824762256,Treatment
Texas,Houston County,2003,22914,1.0,0.004364144191324081,Treatment
Texas,Howard County,2003,32599,3.0,0.009202736280253995,Treatment
Texas,Hudspeth County,2003,3224,0.0,0.0,Treatment
Texas,Hunt County,2003,80179,0.0,0.0,Treatment
Texas,Hutchinson County,2003,22603,1.0,0.0044241914790072116,Treatment
Texas,Irion County,2003,1729,0.0,0.0,Treatment
Texas,Jack County,2003,8798,3.0,0.03409865878608775,Treatment
Texas,Jackson County,2003,14134,9.0,0.06367624168671289,Treatment
Texas,Jasper County,2003,35239,0.0,0.0,Treatment
Texas,Jeff Davis County,2003,2205,0.0,0.0,Treatment
Texas,Jefferson County,2003,247251,16.0,0.006471156840619451,Treatment
Texas,Jim Hogg County,2003,5051,1.0,0.019798059790140567,Treatment
Texas,Jim Wells County,2003,40147,5.0,0.012454230702169528,Treatment
Texas,Johnson County,2003,138175,5.0,0.0036185996019540436,Treatment
Texas,Jones County,2003,19902,7.0,0.035172344487991156,Treatment
Texas,Karnes County,2003,15184,4.0,0.026343519494204427,Treatment
Texas,Kaufman County,2003,81493,7.0,0.008589694820414023,Treatment
Texas,Kendall County,2003,26206,2.0,0.007631840036632832,Treatment
Texas,Kenedy County,2003,414,0.0,0.0,Treatment
Texas,Kent County,2003,771,3.0,0.38910505836575876,Treatment
Texas,Kerr County,2003,44897,1.0,0.0022273203109339154,Treatment
Texas,Kimble County,2003,4473,3.0,0.0670690811535882,Treatment
Texas,King County,2003,312,1.0,0.32051282051282054,Treatment
Texas,Kinney County,2003,3294,8.0,0.24286581663630843,Treatment
Texas,Kleberg County,2003,31105,9.0,0.02893425494293522,Treatment
Texas,Knox County,2003,3884,9.0,0.23171987641606592,Treatment
Texas,Lamar County,2003,49009,5.0,0.010202207757758779,Treatment
Texas,Lamb County,2003,14472,3.0,0.020729684908789386,Treatment
Texas,Lampasas County,2003,19014,6.0,0.031555695803092455,Treatment
Texas,La Salle County,2003,5854,3.0,0.05124701059104886,Treatment
Texas,Lavaca County,2003,18887,8.0,0.042357176894160006,Treatment
Texas,Lee County,2003,16218,3.0,0.01849796522382538,Treatment
Texas,Leon County,2003,15813,8.0,0.050591285651046605,Treatment
Texas,Liberty County,2003,73712,3.0,0.004069893640112871,Treatment
Texas,Limestone County,2003,22393,7.0,0.03125976867771178,Treatment
Texas,Lipscomb County,2003,3024,9.0,0.2976190476190476,Treatment
Texas,Live Oak County,2003,11685,4.0,0.03423192126658109,Treatment
Texas,Llano County,2003,17881,2.0,0.011185056764163079,Treatment
Texas,Loving County,2003,60,9.0,15.0,Treatment
Texas,Lubbock County,2003,252427,14.0,0.0055461578991153875,Treatment
Texas,Lynn County,2003,6142,7.0,0.11396939107782482,Treatment
Texas,McCulloch County,2003,7895,4.0,0.0506649778340722,Treatment
Texas,McLennan County,2003,219485,2.0,0.0009112240016402032,Treatment
Texas,McMullen County,2003,844,0.0,0.0,Treatment
Texas,Madison County,2003,12939,1.0,0.007728572532653219,Treatment
Texas,Marion County,2003,10976,9.0,0.08199708454810496,Treatment
Texas,Martin County,2003,4522,6.0,0.13268465280849182,Treatment
Texas,Mason County,2003,3779,5.0,0.13231013495633764,Treatment
Texas,Matagorda County,2003,37832,6.0,0.01585958976527807,Treatment
Texas,Maverick County,2003,48959,8.0,0.01634020302702261,Treatment
Texas,Medina County,2003,41187,0.0,0.0,Treatment
Texas,Menard County,2003,2285,9.0,0.3938730853391685,Treatment
Texas,Midland County,2003,117957,4.0,0.003391066236001255,Treatment
Texas,Milam County,2003,24793,4.0,0.01613358609284879,Treatment
Texas,Mills County,2003,4982,9.0,0.18065034122842233,Treatment
Texas,Mitchell County,2003,9342,4.0,0.04281738385784629,Treatment
Texas,Montague County,2003,19286,8.0,0.04148086695011926,Treatment
Texas,Montgomery County,2003,341928,57.0,0.016670176177440866,Treatment
Texas,Moore County,2003,19906,9.0,0.04521249874409726,Treatment
Texas,Morris County,2003,13036,8.0,0.0613685179502915,Treatment
Texas,Motley County,2003,1344,7.0,0.5208333333333334,Treatment
Texas,Nacogdoches County,2003,59900,5.0,0.008347245409015025,Treatment
Texas,Navarro County,2003,47036,3.0,0.006378093375287015,Treatment
Texas,Newton County,2003,14663,5.0,0.03409943394939644,Treatment
Texas,Nolan County,2003,15010,5.0,0.033311125916055964,Treatment
Texas,Nueces County,2003,312938,37.0,0.011823428282918661,Treatment
Texas,Ochiltree County,2003,8838,0.0,0.0,Treatment
Texas,Oldham County,2003,2142,3.0,0.1400560224089636,Treatment
Texas,Orange County,2003,83621,17.0,0.02032982145633274,Treatment
Texas,Palo Pinto County,2003,27145,4.0,0.014735678762202983,Treatment
Texas,Panola County,2003,22864,2.0,0.00874737578726382,Treatment
Texas,Parker County,2003,96742,13.0,0.013437803642678464,Treatment
Texas,Parmer County,2003,9842,9.0,0.09144482828693355,Treatment
Texas,Pecos County,2003,15932,9.0,0.056490082852121516,Treatment
Texas,Polk County,2003,45072,9.0,0.019968051118210862,Treatment
Texas,Potter County,2003,117549,9.0,0.007656381594058648,Treatment
Texas,Presidio County,2003,7519,1.0,0.013299640909695438,Treatment
Texas,Rains County,2003,10384,9.0,0.08667180277349769,Treatment
Texas,Randall County,2003,106834,5.0,0.0046801580021341525,Treatment
Texas,Reagan County,2003,3022,1.0,0.03309066843150232,Treatment
Texas,Real County,2003,2986,4.0,0.13395847287340926,Treatment
Texas,Red River County,2003,13693,7.0,0.05112101073541225,Treatment
Texas,Reeves County,2003,12031,1.0,0.00831186102568365,Treatment
Texas,Refugio County,2003,7511,4.0,0.053255225669018774,Treatment
Texas,Roberts County,2003,804,3.0,0.373134328358209,Treatment
Texas,Robertson County,2003,15777,1.0,0.0063383406224250495,Treatment
Texas,Rockwall County,2003,54472,1.0,0.0018358055514759877,Treatment
Texas,Runnels County,2003,10741,2.0,0.018620240201098596,Treatment
Texas,Rusk County,2003,47302,5.0,0.010570377573886939,Treatment
Texas,Sabine County,2003,10336,2.0,0.01934984520123839,Treatment
Texas,San Augustine County,2003,8856,9.0,0.1016260162601626,Treatment
Texas,San Jacinto County,2003,23707,4.0,0.01687265364660227,Treatment
Texas,San Patricio County,2003,67136,7.0,0.010426596758817921,Treatment
Texas,San Saba County,2003,5991,5.0,0.08345852111500585,Treatment
Texas,Schleicher County,2003,2763,8.0,0.2895403546869345,Treatment
Texas,Scurry County,2003,15728,4.0,0.0254323499491353,Treatment
Texas,Shackelford County,2003,3246,6.0,0.18484288354898337,Treatment
Texas,Shelby County,2003,25823,2.0,0.007745033497269876,Treatment
Texas,Sherman County,2003,3076,2.0,0.06501950585175553,Treatment
Texas,Smith County,2003,183345,1.0,0.0005454198369194687,Treatment
Texas,Somervell County,2003,7232,3.0,0.041482300884955754,Treatment
Texas,Starr County,2003,57317,1.0,0.0017446830783188233,Treatment
Texas,Stephens County,2003,9370,9.0,0.096051227321238,Treatment
Texas,Sterling County,2003,1327,1.0,0.07535795026375283,Treatment
Texas,Stonewall County,2003,1429,7.0,0.489853044086774,Treatment
Texas,Sutton County,2003,4022,1.0,0.02486325211337643,Treatment
Texas,Swisher County,2003,7958,5.0,0.06282985674792661,Treatment
Texas,Tarrant County,2003,1552186,140.0,0.009019537606962053,Treatment
Texas,Taylor County,2003,125264,15.0,0.011974709413718226,Treatment
Texas,Terrell County,2003,1007,7.0,0.6951340615690169,Treatment
Texas,Terry County,2003,12411,2.0,0.016114736926919667,Treatment
Texas,Throckmorton County,2003,1693,6.0,0.3544004725339634,Treatment
Texas,Titus County,2003,28457,9.0,0.03162666479249394,Treatment
Texas,Tom Green County,2003,104666,12.0,0.011465041178606233,Treatment
Texas,Travis County,2003,862463,79.0,0.009159813232567657,Treatment
Texas,Trinity County,2003,14019,3.0,0.02139952921035737,Treatment
Texas,Tyler County,2003,20397,0.0,0.0,Treatment
Texas,Upshur County,2003,36899,5.0,0.013550502723651048,Treatment
Texas,Upton County,2003,3137,3.0,0.09563277016257571,Treatment
Texas,Uvalde County,2003,26391,9.0,0.03410253495509833,Treatment
Texas,Val Verde County,2003,46298,0.0,0.0,Treatment
Texas,Van Zandt County,2003,50218,2.0,0.003982635708311761,Treatment
Texas,Victoria County,2003,85031,0.0,0.0,Treatment
Texas,Walker County,2003,62762,8.0,0.012746566393677702,Treatment
Texas,Waller County,2003,34735,9.0,0.025910464948898804,Treatment
Texas,Ward County,2003,10209,4.0,0.03918111470271329,Treatment
Texas,Washington County,2003,30909,9.0,0.029117732699213823,Treatment
Texas,Webb County,2003,210229,10.0,0.0047567176745358635,Treatment
Texas,Wharton County,2003,41005,1.0,0.0024387269845140835,Treatment
Texas,Wheeler County,2003,4750,8.0,0.16842105263157894,Treatment
Texas,Wichita County,2003,130564,16.0,0.012254526515731749,Treatment
Texas,Wilbarger County,2003,14084,8.0,0.05680204487361545,Treatment
Texas,Willacy County,2003,19857,7.0,0.035252052173037215,Treatment
Texas,Williamson County,2003,302458,11.0,0.00363686859001911,Treatment
Texas,Wilson County,2003,34999,1.0,0.0028572244921283465,Treatment
Texas,Winkler County,2003,6640,9.0,0.1355421686746988,Treatment
Texas,Wise County,2003,53819,3.0,0.005574239580817183,Treatment
Texas,Wood County,2003,39316,0.0,0.0,Treatment
Texas,Yoakum County,2003,7171,6.0,0.0836703388648724,Treatment
Texas,Young County,2003,17748,5.0,0.028172188415596124,Treatment
Texas,Zapata County,2003,12708,2.0,0.015738117721120555,Treatment
Texas,Zavala County,2003,11480,8.0,0.06968641114982578,Treatment
Texas,Anderson County,2004,55573,11.0,0.019793784751588002,Treatment
Texas,Andrews County,2004,12794,7.0,0.05471314678755667,Treatment
Texas,Angelina County,2004,80926,8.0,0.009885574475446704,Treatment
Texas,Aransas County,2004,23748,6.0,0.025265285497726123,Treatment
Texas,Archer County,2004,8987,5.0,0.05563591854901524,Treatment
Texas,Armstrong County,2004,2094,7.0,0.3342884431709647,Treatment
Texas,Atascosa County,2004,42079,5.0,0.011882411654269351,Treatment
Texas,Austin County,2004,25518,4.0,0.015675209655929147,Treatment
Texas,Bailey County,2004,6557,3.0,0.045752630776269634,Treatment
Texas,Bandera County,2004,19294,7.0,0.03628070902871359,Treatment
Texas,Bastrop County,2004,67559,1.0,0.001480187687798813,Treatment
Texas,Baylor County,2004,3932,9.0,0.2288911495422177,Treatment
Texas,Bee County,2004,32635,2.0,0.006128389765589092,Treatment
Texas,Bell County,2004,255529,9.0,0.003522105123097574,Treatment
Texas,Bexar County,2004,1487463,127.0,0.00853802750051598,Treatment
Texas,Blanco County,2004,8856,9.0,0.1016260162601626,Treatment
Texas,Borden County,2004,664,9.0,1.355421686746988,Treatment
Texas,Bosque County,2004,17716,3.0,0.01693384511176338,Treatment
Texas,Bowie County,2004,89652,3.0,0.0033462722527104805,Treatment
Texas,Brazoria County,2004,267879,19.0,0.007092754564560865,Treatment
Texas,Brazos County,2004,161181,7.0,0.004342943647204075,Treatment
Texas,Brewster County,2004,9182,0.0,0.0,Treatment
Texas,Briscoe County,2004,1662,3.0,0.18050541516245489,Treatment
Texas,Brooks County,2004,7617,5.0,0.06564264145989235,Treatment
Texas,Brown County,2004,37960,1.0,0.0026343519494204425,Treatment
Texas,Burleson County,2004,16723,8.0,0.047838306523949055,Treatment
Texas,Burnet County,2004,39869,8.0,0.02006571521733678,Treatment
Texas,Caldwell County,2004,36076,9.0,0.02494733340725136,Treatment
Texas,Calhoun County,2004,20347,7.0,0.0344031061090087,Treatment
Texas,Callahan County,2004,13105,1.0,0.007630675314765357,Treatment
Texas,Cameron County,2004,364330,16.0,0.004391622979167238,Treatment
Texas,Camp County,2004,11865,8.0,0.067425200168563,Treatment
Texas,Carson County,2004,6329,9.0,0.14220255964607362,Treatment
Texas,Cass County,2004,29545,5.0,0.016923337282112032,Treatment
Texas,Castro County,2004,7592,0.0,0.0,Treatment
Texas,Chambers County,2004,27682,9.0,0.032512101726753846,Treatment
Texas,Cherokee County,2004,47384,1.0,0.0021104170184028364,Treatment
Texas,Childress County,2004,7587,7.0,0.092263081586925,Treatment
Texas,Clay County,2004,11321,9.0,0.07949827753732003,Treatment
Texas,Cochran County,2004,3306,3.0,0.09074410163339383,Treatment
Texas,Coke County,2004,3604,2.0,0.05549389567147614,Treatment
Texas,Coleman County,2004,8656,3.0,0.03465804066543438,Treatment
Texas,Collin County,2004,627748,40.0,0.0063719836622338905,Treatment
Texas,Collingsworth County,2004,3028,9.0,0.29722589167767505,Treatment
Texas,Colorado County,2004,20413,7.0,0.034291872826140206,Treatment
Texas,Comal County,2004,90995,2.0,0.002197922962800154,Treatment
Texas,Comanche County,2004,13482,9.0,0.06675567423230974,Treatment
Texas,Concho County,2004,3742,3.0,0.08017103153393906,Treatment
Texas,Cooke County,2004,37918,9.0,0.02373542908381244,Treatment
Texas,Coryell County,2004,72666,9.0,0.01238543472875898,Treatment
Texas,Cottle County,2004,1702,3.0,0.1762632197414806,Treatment
Texas,Crane County,2004,3801,8.0,0.2104709287029729,Treatment
Texas,Crockett County,2004,3870,5.0,0.12919896640826872,Treatment
Texas,Crosby County,2004,6627,1.0,0.01508978421608571,Treatment
Texas,Culberson County,2004,2665,6.0,0.225140712945591,Treatment
Texas,Dallam County,2004,6071,9.0,0.1482457585241311,Treatment
Texas,Dallas County,2004,2297435,186.0,0.008095985305351402,Treatment
Texas,Dawson County,2004,14011,4.0,0.02854899721647277,Treatment
Texas,Deaf Smith County,2004,18311,1.0,0.005461198186882202,Treatment
Texas,Delta County,2004,5508,2.0,0.03631082062454612,Treatment
Texas,Denton County,2004,533323,18.0,0.003375065391891968,Treatment
Texas,DeWitt County,2004,20044,8.0,0.039912193175014966,Treatment
Texas,Dickens County,2004,2652,2.0,0.07541478129713423,Treatment
Texas,Dimmit County,2004,9942,5.0,0.05029169181251257,Treatment
Texas,Donley County,2004,3941,1.0,0.02537427048972342,Treatment
Texas,Duval County,2004,12583,7.0,0.05563061273146309,Treatment
Texas,Eastland County,2004,18281,9.0,0.0492314424812647,Treatment
Texas,Ector County,2004,123243,11.0,0.008925456212523226,Treatment
Texas,Edwards County,2004,1952,6.0,0.3073770491803279,Treatment
Texas,Ellis County,2004,127171,5.0,0.003931713991397409,Treatment
Texas,El Paso County,2004,702433,26.0,0.003701420633711685,Treatment
Texas,Erath County,2004,34226,9.0,0.026295798515748262,Treatment
Texas,Falls County,2004,17636,8.0,0.04536176003628941,Treatment
Texas,Fannin County,2004,32247,8.0,0.024808509318696312,Treatment
Texas,Fayette County,2004,22332,0.0,0.0,Treatment
Texas,Fisher County,2004,4046,0.0,0.0,Treatment
Texas,Floyd County,2004,7131,6.0,0.08413967185527976,Treatment
Texas,Foard County,2004,1507,9.0,0.59721300597213,Treatment
Texas,Fort Bend County,2004,437642,6.0,0.0013709835893264358,Treatment
Texas,Franklin County,2004,9859,1.0,0.01014301653311695,Treatment
Texas,Freestone County,2004,18484,0.0,0.0,Treatment
Texas,Frio County,2004,16161,3.0,0.018563207722294413,Treatment
Texas,Gaines County,2004,14226,9.0,0.06326444538169548,Treatment
Texas,Galveston County,2004,269569,29.0,0.010757913558309747,Treatment
Texas,Garza County,2004,5007,3.0,0.05991611743559017,Treatment
Texas,Gillespie County,2004,22321,1.0,0.0044800860176515385,Treatment
Texas,Glasscock County,2004,1283,6.0,0.4676539360872954,Treatment
Texas,Goliad County,2004,6987,3.0,0.042936882782310004,Treatment
Texas,Gonzales County,2004,19299,3.0,0.0155448468832582,Treatment
Texas,Gray County,2004,21220,6.0,0.02827521206409048,Treatment
Texas,Grayson County,2004,114908,9.0,0.007832352838792774,Treatment
Texas,Gregg County,2004,113735,9.0,0.007913131401943113,Treatment
Texas,Grimes County,2004,24989,4.0,0.016007043098963544,Treatment
Texas,Guadalupe County,2004,99038,7.0,0.007067994103273491,Treatment
Texas,Hale County,2004,35971,2.0,0.0055600344722137275,Treatment
Texas,Hall County,2004,3658,9.0,0.24603608529250956,Treatment
Texas,Hamilton County,2004,7965,0.0,0.0,Treatment
Texas,Hansford County,2004,5111,1.0,0.019565642731363724,Treatment
Texas,Hardeman County,2004,4372,4.0,0.09149130832570906,Treatment
Texas,Hardin County,2004,49812,9.0,0.018067935437244036,Treatment
Texas,Harris County,2004,3670543,355.0,0.00967159354896537,Treatment
Texas,Harrison County,2004,62371,8.0,0.012826473842009908,Treatment
Texas,Hartley County,2004,5293,7.0,0.1322501416965804,Treatment
Texas,Haskell County,2004,5465,5.0,0.09149130832570906,Treatment
Texas,Hays County,2004,120364,1.0,0.000830813199960121,Treatment
Texas,Hemphill County,2004,3281,0.0,0.0,Treatment
Texas,Henderson County,2004,78224,9.0,0.011505420331356106,Treatment
Texas,Hidalgo County,2004,646523,11.0,0.0017014089212603418,Treatment
Texas,Hill County,2004,34443,7.0,0.02032343291815463,Treatment
Texas,Hockley County,2004,22564,3.0,0.013295514979613544,Treatment
Texas,Hood County,2004,45768,1.0,0.0021849327040727147,Treatment
Texas,Hopkins County,2004,32881,6.0,0.01824762020619811,Treatment
Texas,Houston County,2004,23017,3.0,0.01303384454968067,Treatment
Texas,Howard County,2004,32385,0.0,0.0,Treatment
Texas,Hudspeth County,2004,3189,1.0,0.03135779241141424,Treatment
Texas,Hunt County,2004,81013,1.0,0.001234369792502438,Treatment
Texas,Hutchinson County,2004,22242,5.0,0.022479992806402303,Treatment
Texas,Irion County,2004,1702,4.0,0.23501762632197415,Treatment
Texas,Jack County,2004,8813,0.0,0.0,Treatment
Texas,Jackson County,2004,14126,8.0,0.0566331587144273,Treatment
Texas,Jasper County,2004,35024,8.0,0.02284148012791229,Treatment
Texas,Jeff Davis County,2004,2202,3.0,0.1362397820163488,Treatment
Texas,Jefferson County,2004,246834,17.0,0.0068872197509257235,Treatment
Texas,Jim Hogg County,2004,5045,1.0,0.019821605550049554,Treatment
Texas,Jim Wells County,2004,40504,1.0,0.002468891961287774,Treatment
Texas,Johnson County,2004,141338,0.0,0.0,Treatment
Texas,Jones County,2004,19713,9.0,0.045655151422918885,Treatment
Texas,Karnes County,2004,15180,2.0,0.013175230566534914,Treatment
Texas,Kaufman County,2004,84564,3.0,0.003547608911593586,Treatment
Texas,Kendall County,2004,27086,9.0,0.033227497600236286,Treatment
Texas,Kenedy County,2004,423,1.0,0.2364066193853428,Treatment
Texas,Kent County,2004,759,1.0,0.13175230566534915,Treatment
Texas,Kerr County,2004,45571,6.0,0.013166268021329355,Treatment
Texas,Kimble County,2004,4509,0.0,0.0,Treatment
Texas,King County,2004,317,1.0,0.31545741324921134,Treatment
Texas,Kinney County,2004,3261,8.0,0.24532352039251762,Treatment
Texas,Kleberg County,2004,30890,5.0,0.01618646811265782,Treatment
Texas,Knox County,2004,3771,6.0,0.15910898965791567,Treatment
Texas,Lamar County,2004,49015,3.0,0.006120575334081404,Treatment
Texas,Lamb County,2004,14320,4.0,0.027932960893854747,Treatment
Texas,Lampasas County,2004,20217,1.0,0.004946332294603551,Treatment
Texas,La Salle County,2004,5901,2.0,0.03389256058295204,Treatment
Texas,Lavaca County,2004,18784,1.0,0.005323679727427598,Treatment
Texas,Lee County,2004,16167,2.0,0.012370878950949465,Treatment
Texas,Leon County,2004,15852,7.0,0.04415846580873076,Treatment
Texas,Liberty County,2004,74333,8.0,0.010762380100359195,Treatment
Texas,Limestone County,2004,22513,7.0,0.031093146182205836,Treatment
Texas,Lipscomb County,2004,2933,3.0,0.10228435049437436,Treatment
Texas,Live Oak County,2004,11569,8.0,0.06915031549831446,Treatment
Texas,Llano County,2004,17857,9.0,0.05040040320322563,Treatment
Texas,Loving County,2004,45,0.0,0.0,Treatment
Texas,Lubbock County,2004,254466,17.0,0.006680656747856295,Treatment
Texas,Lynn County,2004,6052,7.0,0.11566424322538003,Treatment
Texas,McCulloch County,2004,7986,3.0,0.037565740045078885,Treatment
Texas,McLennan County,2004,222335,11.0,0.004947489149256752,Treatment
Texas,McMullen County,2004,789,3.0,0.38022813688212925,Treatment
Texas,Madison County,2004,13079,3.0,0.022937533450569616,Treatment
Texas,Marion County,2004,10818,0.0,0.0,Treatment
Texas,Martin County,2004,4352,8.0,0.18382352941176472,Treatment
Texas,Mason County,2004,3829,0.0,0.0,Treatment
Texas,Matagorda County,2004,37571,1.0,0.0026616273189428016,Treatment
Texas,Maverick County,2004,49408,5.0,0.01011981865284974,Treatment
Texas,Medina County,2004,41868,6.0,0.014330753797649757,Treatment
Texas,Menard County,2004,2229,8.0,0.35890533871691344,Treatment
Texas,Midland County,2004,119145,3.0,0.002517940324814302,Treatment
Texas,Milam County,2004,24980,3.0,0.01200960768614892,Treatment
Texas,Mills County,2004,4989,7.0,0.14030867909400682,Treatment
Texas,Mitchell County,2004,9240,8.0,0.08658008658008658,Treatment
Texas,Montague County,2004,19314,3.0,0.015532774153463809,Treatment
Texas,Montgomery County,2004,358333,28.0,0.007813960757172797,Treatment
Texas,Moore County,2004,19980,6.0,0.03003003003003003,Treatment
Texas,Morris County,2004,12852,7.0,0.054466230936819175,Treatment
Texas,Motley County,2004,1301,6.0,0.4611837048424289,Treatment
Texas,Nacogdoches County,2004,60525,8.0,0.01321767864518794,Treatment
Texas,Navarro County,2004,47692,0.0,0.0,Treatment
Texas,Newton County,2004,14208,0.0,0.0,Treatment
Texas,Nolan County,2004,14871,6.0,0.040346984062941293,Treatment
Texas,Nueces County,2004,315324,29.0,0.009196889548527864,Treatment
Texas,Ochiltree County,2004,8962,1.0,0.01115822361080116,Treatment
Texas,Oldham County,2004,2116,9.0,0.42533081285444235,Treatment
Texas,Orange County,2004,83678,18.0,0.021511030378355122,Treatment
Texas,Palo Pinto County,2004,27086,7.0,0.02584360924462822,Treatment
Texas,Panola County,2004,22677,5.0,0.022048771883406093,Treatment
Texas,Parker County,2004,98903,10.0,0.01011091675682234,Treatment
Texas,Parmer County,2004,9759,2.0,0.020493903063838508,Treatment
Texas,Pecos County,2004,15846,3.0,0.01893222264293828,Treatment
Texas,Polk County,2004,45714,3.0,0.006562541015881349,Treatment
Texas,Potter County,2004,118324,7.0,0.005915959568642034,Treatment
Texas,Presidio County,2004,7475,2.0,0.026755852842809364,Treatment
Texas,Rains County,2004,10568,7.0,0.06623769871309614,Treatment
