YEAR,STNAME,CTYNAME,Death Rate (%),POPULATION,Indicator
2007,Oklahoma,Wagoner County,0.025290092234454033,67220,Control
2007,Oklahoma,Washington County,0.017222766562305137,49903,Control
2007,Oklahoma,Washita County,0.017222766562305137,11630,Control
2007,Oklahoma,Woods County,0.017222766562305137,8471,Control
2007,Oklahoma,Woodward County,0.017222766562305137,19595,Control
2008,Oklahoma,Adair County,0.01746920541589255,21857,Control
2008,Oklahoma,Alfalfa County,0.01746920541589255,5565,Control
2008,Oklahoma,Atoka County,0.01746920541589255,14573,Control
2008,Oklahoma,Beaver County,0.01746920541589255,5242,Control
2008,Oklahoma,Beckham County,0.01746920541589255,21494,Control
2008,Oklahoma,Blaine County,0.01746920541589255,12668,Control
2008,Oklahoma,Bryan County,0.01746920541589255,40463,Control
2008,Oklahoma,Caddo County,0.01746920541589255,29329,Control
2008,Oklahoma,Canadian County,0.01746920541589255,106755,Control
2008,Oklahoma,Carter County,0.01746920541589255,47716,Control
2008,Oklahoma,Cherokee County,0.01746920541589255,45667,Control
2008,Oklahoma,Choctaw County,0.01746920541589255,14885,Control
2008,Oklahoma,Cimarron County,0.01746920541589255,2585,Control
2008,Oklahoma,Cleveland County,0.012470486515247249,240568,Control
2008,Oklahoma,Coal County,0.01746920541589255,5672,Control
2008,Oklahoma,Comanche County,0.01746920541589255,112249,Control
2008,Oklahoma,Cotton County,0.01746920541589255,6267,Control
2008,Oklahoma,Craig County,0.01746920541589255,15101,Control
2008,Oklahoma,Creek County,0.024455505365825587,69514,Control
2008,Oklahoma,Custer County,0.01746920541589255,26272,Control
2008,Oklahoma,Delaware County,0.01746920541589255,40463,Control
2008,Oklahoma,Dewey County,0.01746920541589255,4416,Control
2008,Oklahoma,Ellis County,0.01746920541589255,3877,Control
2008,Oklahoma,Garfield County,0.01746920541589255,58053,Control
2008,Oklahoma,Garvin County,0.01746920541589255,27128,Control
2008,Oklahoma,Grady County,0.01746920541589255,51099,Control
2008,Oklahoma,Grant County,0.01746920541589255,4448,Control
2008,Oklahoma,Greer County,0.01746920541589255,5820,Control
2008,Oklahoma,Harmon County,0.01746920541589255,2834,Control
2008,Oklahoma,Harper County,0.01746920541589255,3385,Control
2008,Oklahoma,Haskell County,0.01746920541589255,12266,Control
2008,Oklahoma,Hughes County,0.01746920541589255,13630,Control
2008,Oklahoma,Jackson County,0.01746920541589255,25336,Control
2008,Oklahoma,Jefferson County,0.01746920541589255,6231,Control
2008,Oklahoma,Johnston County,0.01746920541589255,10428,Control
2008,Oklahoma,Kay County,0.01746920541589255,45886,Control
2008,Oklahoma,Kingfisher County,0.01746920541589255,14264,Control
2008,Oklahoma,Kiowa County,0.01746920541589255,9246,Control
2008,Oklahoma,Latimer County,0.01746920541589255,10576,Control
2008,Oklahoma,Le Flore County,0.01746920541589255,49806,Control
2008,Oklahoma,Lincoln County,0.01746920541589255,32070,Control
2008,Oklahoma,Logan County,0.01746920541589255,38424,Control
2008,Oklahoma,Love County,0.01746920541589255,9097,Control
2008,Oklahoma,McClain County,0.01746920541589255,32487,Control
2008,Oklahoma,McCurtain County,0.01746920541589255,33489,Control
2008,Oklahoma,McIntosh County,0.01746920541589255,19629,Control
2008,Oklahoma,Major County,0.01746920541589255,7132,Control
2008,Oklahoma,Marshall County,0.01746920541589255,14958,Control
2008,Oklahoma,Mayes County,0.01746920541589255,40084,Control
2008,Oklahoma,Murray County,0.01746920541589255,12787,Control
2008,Oklahoma,Muskogee County,0.022614840989399292,70750,Control
2008,Oklahoma,Noble County,0.01746920541589255,11000,Control
2008,Oklahoma,Nowata County,0.01746920541589255,10725,Control
2008,Oklahoma,Okfuskee County,0.01746920541589255,11107,Control
2008,Oklahoma,Oklahoma County,0.014303598842116592,706116,Control
2008,Oklahoma,Okmulgee County,0.01746920541589255,39100,Control
2008,Oklahoma,Osage County,0.01746920541589255,45203,Control
2008,Oklahoma,Ottawa County,0.01746920541589255,31644,Control
2008,Oklahoma,Pawnee County,0.01746920541589255,16310,Control
2008,Oklahoma,Payne County,0.01746920541589255,78733,Control
2008,Oklahoma,Pittsburg County,0.01746920541589255,44776,Control
2008,Oklahoma,Pontotoc County,0.01746920541589255,36948,Control
2008,Oklahoma,Pottawatomie County,0.015835540711735575,69464,Control
2008,Oklahoma,Pushmataha County,0.01746920541589255,11672,Control
2008,Oklahoma,Roger Mills County,0.01746920541589255,3370,Control
2008,Oklahoma,Rogers County,0.013023299867399129,84464,Control
2008,Oklahoma,Seminole County,0.01746920541589255,24110,Control
2008,Oklahoma,Sequoyah County,0.01746920541589255,41089,Control
2008,Oklahoma,Stephens County,0.01746920541589255,43351,Control
2008,Oklahoma,Texas County,0.01746920541589255,20573,Control
2008,Oklahoma,Tillman County,0.01746920541589255,7928,Control
2008,Oklahoma,Tulsa County,0.019581165619524447,592406,Control
2008,Oklahoma,Wagoner County,0.01746920541589255,69040,Control
2008,Oklahoma,Washington County,0.01746920541589255,50556,Control
2008,Oklahoma,Washita County,0.01746920541589255,11691,Control
2008,Oklahoma,Woods County,0.01746920541589255,8379,Control
2008,Oklahoma,Woodward County,0.01746920541589255,19729,Control
2009,Oklahoma,Adair County,0.023176824162654014,21857,Control
2009,Oklahoma,Alfalfa County,0.023176824162654014,5481,Control
2009,Oklahoma,Atoka County,0.023176824162654014,14498,Control
2009,Oklahoma,Beaver County,0.023176824162654014,5270,Control
2009,Oklahoma,Beckham County,0.023176824162654014,21116,Control
2009,Oklahoma,Blaine County,0.023176824162654014,12609,Control
2009,Oklahoma,Bryan County,0.023176824162654014,40783,Control
2009,Oklahoma,Caddo County,0.023176824162654014,30393,Control
2009,Oklahoma,Canadian County,0.023176824162654014,109668,Control
2009,Oklahoma,Carter County,0.02276207424574763,48326,Control
2009,Oklahoma,Cherokee County,0.023897977362097807,46029,Control
2009,Oklahoma,Choctaw County,0.023176824162654014,14872,Control
2009,Oklahoma,Cimarron County,0.023176824162654014,2630,Control
2009,Oklahoma,Cleveland County,0.015127417831545982,244589,Control
2009,Oklahoma,Coal County,0.023176824162654014,5856,Control
2009,Oklahoma,Comanche County,0.023176824162654014,113228,Control
2009,Oklahoma,Cotton County,0.023176824162654014,6281,Control
2009,Oklahoma,Craig County,0.023176824162654014,15158,Control
2009,Oklahoma,Creek County,0.02277774614201925,70244,Control
2009,Oklahoma,Custer County,0.023176824162654014,26717,Control
2009,Oklahoma,Delaware County,0.023176824162654014,40555,Control
2009,Oklahoma,Dewey County,0.023176824162654014,4404,Control
2009,Oklahoma,Ellis County,0.023176824162654014,3925,Control
2009,Oklahoma,Garfield County,0.023176824162654014,58928,Control
2009,Oklahoma,Garvin County,0.023176824162654014,27113,Control
2009,Oklahoma,Grady County,0.025169896803423106,51649,Control
2009,Oklahoma,Grant County,0.023176824162654014,4317,Control
2009,Oklahoma,Greer County,0.023176824162654014,5830,Control
2009,Oklahoma,Harmon County,0.023176824162654014,2843,Control
2009,Oklahoma,Harper County,0.023176824162654014,3377,Control
2009,Oklahoma,Haskell County,0.023176824162654014,12393,Control
2009,Oklahoma,Hughes County,0.023176824162654014,13819,Control
2009,Oklahoma,Jackson County,0.023176824162654014,25369,Control
2009,Oklahoma,Jefferson County,0.023176824162654014,6319,Control
2009,Oklahoma,Johnston County,0.023176824162654014,10468,Control
2009,Oklahoma,Kay County,0.023176824162654014,46110,Control
2009,Oklahoma,Kingfisher County,0.023176824162654014,14384,Control
2009,Oklahoma,Kiowa County,0.023176824162654014,9101,Control
2009,Oklahoma,Latimer County,0.023176824162654014,10621,Control
2009,Oklahoma,Le Flore County,0.020034057898427327,49915,Control
2009,Oklahoma,Lincoln County,0.023176824162654014,32199,Control
2009,Oklahoma,Logan County,0.023176824162654014,39301,Control
2009,Oklahoma,Love County,0.023176824162654014,9124,Control
2009,Oklahoma,McClain County,0.023176824162654014,33168,Control
2009,Oklahoma,McCurtain County,0.029967036260113874,33370,Control
2009,Oklahoma,McIntosh County,0.023176824162654014,19801,Control
2009,Oklahoma,Major County,0.023176824162654014,7189,Control
2009,Oklahoma,Marshall County,0.023176824162654014,15014,Control
2009,Oklahoma,Mayes County,0.023176824162654014,40065,Control
2009,Oklahoma,Murray County,0.023176824162654014,12960,Control
2009,Oklahoma,Muskogee County,0.02100487313056629,71412,Control
2009,Oklahoma,Noble County,0.023176824162654014,10950,Control
2009,Oklahoma,Nowata County,0.023176824162654014,10528,Control
2009,Oklahoma,Okfuskee County,0.023176824162654014,10924,Control
2009,Oklahoma,Oklahoma County,0.015068982453007099,716704,Control
2009,Oklahoma,Okmulgee County,0.023176824162654014,39292,Control
2009,Oklahoma,Osage County,0.023176824162654014,45051,Control
2009,Oklahoma,Ottawa County,0.023176824162654014,31629,Control
2009,Oklahoma,Pawnee County,0.023176824162654014,16419,Control
2009,Oklahoma,Payne County,0.012542802312892747,79727,Control
2009,Oklahoma,Pittsburg County,0.028754064276392915,45211,Control
2009,Oklahoma,Pontotoc County,0.03741114852225964,37422,Control
2009,Oklahoma,Pottawatomie County,0.028460027890827334,70274,Control
2009,Oklahoma,Pushmataha County,0.023176824162654014,11812,Control
2009,Oklahoma,Roger Mills County,0.023176824162654014,3407,Control
2009,Oklahoma,Rogers County,0.012842365797277419,85654,Control
2009,Oklahoma,Seminole County,0.023176824162654014,24296,Control
2009,Oklahoma,Sequoyah County,0.036203026573021505,41433,Control
2009,Oklahoma,Stephens County,0.023176824162654014,43487,Control
2009,Oklahoma,Texas County,0.023176824162654014,21135,Control
2009,Oklahoma,Tillman County,0.023176824162654014,7796,Control
2009,Oklahoma,Tulsa County,0.02209445462413678,601961,Control
2009,Oklahoma,Wagoner County,0.019888058641361478,70394,Control
2009,Oklahoma,Washington County,0.023176824162654014,50706,Control
2009,Oklahoma,Washita County,0.023176824162654014,11813,Control
2009,Oklahoma,Woods County,0.023176824162654014,8418,Control
2009,Oklahoma,Woodward County,0.023176824162654014,19959,Control
2010,Oklahoma,Adair County,0.019718017128084842,22760,Control
2010,Oklahoma,Alfalfa County,0.019718017128084842,5627,Control
2010,Oklahoma,Atoka County,0.019718017128084842,14214,Control
2010,Oklahoma,Beaver County,0.019718017128084842,5631,Control
2010,Oklahoma,Beckham County,0.019718017128084842,22056,Control
2010,Oklahoma,Blaine County,0.019718017128084842,9911,Control
2010,Oklahoma,Bryan County,0.019718017128084842,42579,Control
2010,Oklahoma,Caddo County,0.019718017128084842,29711,Control
2010,Oklahoma,Canadian County,0.010312822275696116,116360,Control
2010,Oklahoma,Carter County,0.02300773896674336,47810,Control
2010,Oklahoma,Cherokee County,0.019718017128084842,47126,Control
2010,Oklahoma,Choctaw County,0.019718017128084842,15234,Control
2010,Oklahoma,Cimarron County,0.019718017128084842,2472,Control
2010,Oklahoma,Cleveland County,0.01205784654639937,257094,Control
2010,Oklahoma,Coal County,0.019718017128084842,5911,Control
2010,Oklahoma,Comanche County,0.010366743486894044,125401,Control
2010,Oklahoma,Cotton County,0.019718017128084842,6167,Control
2010,Oklahoma,Craig County,0.019718017128084842,15057,Control
2010,Oklahoma,Creek County,0.022778070412710162,70243,Control
2010,Oklahoma,Custer County,0.019718017128084842,27583,Control
2010,Oklahoma,Delaware County,0.019718017128084842,41564,Control
2010,Oklahoma,Dewey County,0.019718017128084842,4809,Control
2010,Oklahoma,Ellis County,0.019718017128084842,4158,Control
2010,Oklahoma,Garfield County,0.019718017128084842,60771,Control
2010,Oklahoma,Garvin County,0.019718017128084842,27576,Control
2010,Oklahoma,Grady County,0.019718017128084842,52434,Control
2010,Oklahoma,Grant County,0.019718017128084842,4536,Control
2010,Oklahoma,Greer County,0.019718017128084842,6211,Control
2010,Oklahoma,Harmon County,0.019718017128084842,2922,Control
2010,Oklahoma,Harper County,0.019718017128084842,3695,Control
2010,Oklahoma,Haskell County,0.019718017128084842,12779,Control
2010,Oklahoma,Hughes County,0.019718017128084842,14027,Control
2010,Oklahoma,Jackson County,0.019718017128084842,26485,Control
2010,Oklahoma,Jefferson County,0.019718017128084842,6436,Control
2010,Oklahoma,Johnston County,0.019718017128084842,11003,Control
2010,Oklahoma,Kay County,0.019718017128084842,46428,Control
2010,Oklahoma,Kingfisher County,0.019718017128084842,15076,Control
2010,Oklahoma,Kiowa County,0.019718017128084842,9442,Control
2010,Oklahoma,Latimer County,0.019718017128084842,11158,Control
2010,Oklahoma,Le Flore County,0.019718017128084842,50527,Control
2010,Oklahoma,Lincoln County,0.019718017128084842,34355,Control
2010,Oklahoma,Logan County,0.019718017128084842,42045,Control
2010,Oklahoma,Love County,0.019718017128084842,9411,Control
2010,Oklahoma,McClain County,0.019718017128084842,34737,Control
2010,Oklahoma,McCurtain County,0.019718017128084842,33204,Control
2010,Oklahoma,McIntosh County,0.019718017128084842,20267,Control
2010,Oklahoma,Major County,0.019718017128084842,7519,Control
2010,Oklahoma,Marshall County,0.019718017128084842,15838,Control
2010,Oklahoma,Mayes County,0.02662535702183279,41314,Control
2010,Oklahoma,Murray County,0.019718017128084842,13526,Control
2010,Oklahoma,Muskogee County,0.022496871528803027,71121,Control
2010,Oklahoma,Noble County,0.019718017128084842,11565,Control
2010,Oklahoma,Nowata County,0.019718017128084842,10524,Control
2010,Oklahoma,Okfuskee County,0.019718017128084842,12231,Control
2010,Oklahoma,Oklahoma County,0.021227033529001262,720779,Control
2010,Oklahoma,Okmulgee County,0.019718017128084842,40082,Control
2010,Oklahoma,Osage County,0.019718017128084842,47487,Control
2010,Oklahoma,Ottawa County,0.019718017128084842,31860,Control
2010,Oklahoma,Pawnee County,0.019718017128084842,16588,Control
2010,Oklahoma,Payne County,0.019718017128084842,77420,Control
2010,Oklahoma,Pittsburg County,0.019718017128084842,45799,Control
2010,Oklahoma,Pontotoc County,0.019718017128084842,37594,Control
2010,Oklahoma,Pottawatomie County,0.019718017128084842,69653,Control
2010,Oklahoma,Pushmataha County,0.019718017128084842,11593,Control
2010,Oklahoma,Roger Mills County,0.019718017128084842,3647,Control
2010,Oklahoma,Rogers County,0.01149213937666636,87016,Control
2010,Oklahoma,Seminole County,0.019718017128084842,25487,Control
2010,Oklahoma,Sequoyah County,0.025874438407075484,42513,Control
2010,Oklahoma,Stephens County,0.019718017128084842,45105,Control
2010,Oklahoma,Texas County,0.019718017128084842,20800,Control
2010,Oklahoma,Tillman County,0.019718017128084842,7983,Control
2010,Oklahoma,Tulsa County,0.02313957793409848,605024,Control
2010,Oklahoma,Wagoner County,0.027237566051097672,73428,Control
2010,Oklahoma,Washington County,0.019718017128084842,51071,Control
2010,Oklahoma,Washita County,0.019718017128084842,11544,Control
2010,Oklahoma,Woods County,0.019718017128084842,8904,Control
2010,Oklahoma,Woodward County,0.019718017128084842,19996,Control
2011,Oklahoma,Adair County,0.01978093396247002,22668,Control
2011,Oklahoma,Alfalfa County,0.01978093396247002,5645,Control
2011,Oklahoma,Atoka County,0.01978093396247002,14171,Control
2011,Oklahoma,Beaver County,0.01978093396247002,5635,Control
2011,Oklahoma,Beckham County,0.01978093396247002,22311,Control
2011,Oklahoma,Blaine County,0.01978093396247002,9689,Control
2011,Oklahoma,Bryan County,0.01978093396247002,43128,Control
2011,Oklahoma,Caddo County,0.01978093396247002,29614,Control
2011,Oklahoma,Canadian County,0.01423618671177584,119414,Control
2011,Oklahoma,Carter County,0.031206441009424345,48067,Control
2011,Oklahoma,Cherokee County,0.01978093396247002,47707,Control
2011,Oklahoma,Choctaw County,0.01978093396247002,15280,Control
2011,Oklahoma,Cimarron County,0.01978093396247002,2477,Control
2011,Oklahoma,Cleveland County,0.010683026959381605,262098,Control
2011,Oklahoma,Coal County,0.01978093396247002,5926,Control
2011,Oklahoma,Comanche County,0.009515125084248503,126115,Control
2011,Oklahoma,Cotton County,0.01978093396247002,6179,Control
2011,Oklahoma,Craig County,0.01978093396247002,14983,Control
2011,Oklahoma,Creek County,0.025478067630115075,70649,Control
2011,Oklahoma,Custer County,0.01978093396247002,27800,Control
2011,Oklahoma,Delaware County,0.01978093396247002,41664,Control
2011,Oklahoma,Dewey County,0.01978093396247002,4785,Control
2011,Oklahoma,Ellis County,0.01978093396247002,4041,Control
2011,Oklahoma,Garfield County,0.01978093396247002,60768,Control
2011,Oklahoma,Garvin County,0.01978093396247002,27463,Control
2011,Oklahoma,Grady County,0.01978093396247002,52746,Control
2011,Oklahoma,Grant County,0.01978093396247002,4562,Control
2011,Oklahoma,Greer County,0.01978093396247002,6144,Control
2011,Oklahoma,Harmon County,0.01978093396247002,2936,Control
2011,Oklahoma,Harper County,0.01978093396247002,3713,Control
2011,Oklahoma,Haskell County,0.01978093396247002,12759,Control
2011,Oklahoma,Hughes County,0.01978093396247002,13751,Control
2011,Oklahoma,Jackson County,0.01978093396247002,26422,Control
2011,Oklahoma,Jefferson County,0.01978093396247002,6449,Control
2011,Oklahoma,Johnston County,0.01978093396247002,11075,Control
2011,Oklahoma,Kay County,0.01978093396247002,45851,Control
2011,Oklahoma,Kingfisher County,0.01978093396247002,15171,Control
2011,Oklahoma,Kiowa County,0.01978093396247002,9426,Control
2011,Oklahoma,Latimer County,0.01978093396247002,11181,Control
2011,Oklahoma,Le Flore County,0.02772002772002772,50505,Control
2011,Oklahoma,Lincoln County,0.01978093396247002,34263,Control
2011,Oklahoma,Logan County,0.01978093396247002,42568,Control
2011,Oklahoma,Love County,0.01978093396247002,9385,Control
2011,Oklahoma,McClain County,0.01978093396247002,35199,Control
2011,Oklahoma,McCurtain County,0.01978093396247002,33312,Control
2011,Oklahoma,McIntosh County,0.01978093396247002,20264,Control
2011,Oklahoma,Major County,0.01978093396247002,7643,Control
2011,Oklahoma,Marshall County,0.01978093396247002,15952,Control
2011,Oklahoma,Mayes County,0.01978093396247002,41327,Control
2011,Oklahoma,Murray County,0.01978093396247002,13598,Control
2011,Oklahoma,Muskogee County,0.021195721290395514,70769,Control
2011,Oklahoma,Noble County,0.01978093396247002,11584,Control
2011,Oklahoma,Nowata County,0.01978093396247002,10622,Control
2011,Oklahoma,Okfuskee County,0.01978093396247002,12333,Control
2011,Oklahoma,Oklahoma County,0.019428368153894565,730890,Control
2011,Oklahoma,Okmulgee County,0.01978093396247002,39787,Control
2011,Oklahoma,Osage County,0.01978093396247002,47775,Control
2011,Oklahoma,Ottawa County,0.01978093396247002,31876,Control
2011,Oklahoma,Pawnee County,0.01978093396247002,16731,Control
2011,Oklahoma,Payne County,0.012779062783535456,78253,Control
2011,Oklahoma,Pittsburg County,0.01978093396247002,45721,Control
2011,Oklahoma,Pontotoc County,0.037085110328203226,37751,Control
2011,Oklahoma,Pottawatomie County,0.014271239171697278,70071,Control
2011,Oklahoma,Pushmataha County,0.01978093396247002,11415,Control
2011,Oklahoma,Roger Mills County,0.01978093396247002,3762,Control
2011,Oklahoma,Rogers County,0.01978093396247002,87567,Control
2011,Oklahoma,Seminole County,0.01978093396247002,25443,Control
2011,Oklahoma,Sequoyah County,0.01978093396247002,42428,Control
2011,Oklahoma,Stephens County,0.01978093396247002,45115,Control
2011,Oklahoma,Texas County,0.01978093396247002,21257,Control
2011,Oklahoma,Tillman County,0.01978093396247002,8001,Control
2011,Oklahoma,Tulsa County,0.0170681231465085,609323,Control
2011,Oklahoma,Wagoner County,0.01485663348685188,74041,Control
2011,Oklahoma,Washington County,0.021409941998520768,51378,Control
2011,Oklahoma,Washita County,0.01978093396247002,11550,Control
2011,Oklahoma,Woods County,0.01978093396247002,8791,Control
2011,Oklahoma,Woodward County,0.01978093396247002,20111,Control
2012,Oklahoma,Adair County,0.024039875126123066,22466,Control
2012,Oklahoma,Alfalfa County,0.024039875126123066,5665,Control
2012,Oklahoma,Atoka County,0.024039875126123066,14031,Control
2012,Oklahoma,Beaver County,0.024039875126123066,5592,Control
2012,Oklahoma,Beckham County,0.024039875126123066,23078,Control
2012,Oklahoma,Blaine County,0.024039875126123066,9811,Control
2012,Oklahoma,Bryan County,0.02760460996986497,43471,Control
2012,Oklahoma,Caddo County,0.024039875126123066,29741,Control
2012,Oklahoma,Canadian County,0.024039875126123066,122526,Control
2012,Oklahoma,Carter County,0.031231781460814526,48028,Control
2012,Oklahoma,Cherokee County,0.024039875126123066,47997,Control
2012,Oklahoma,Choctaw County,0.024039875126123066,15177,Control
2012,Oklahoma,Cimarron County,0.024039875126123066,2398,Control
2012,Oklahoma,Cleveland County,0.016527435543001383,266224,Control
2012,Oklahoma,Coal County,0.024039875126123066,5899,Control
2012,Oklahoma,Comanche County,0.024039875126123066,126428,Control
2012,Oklahoma,Cotton County,0.024039875126123066,6158,Control
2012,Oklahoma,Craig County,0.024039875126123066,14762,Control
2012,Oklahoma,Creek County,0.01554528624524809,70761,Control
2012,Oklahoma,Custer County,0.024039875126123066,28593,Control
2012,Oklahoma,Delaware County,0.024039875126123066,41733,Control
2012,Oklahoma,Dewey County,0.024039875126123066,4815,Control
2012,Oklahoma,Ellis County,0.024039875126123066,4080,Control
2012,Oklahoma,Garfield County,0.024039875126123066,61365,Control
2012,Oklahoma,Garvin County,0.024039875126123066,27342,Control
2012,Oklahoma,Grady County,0.033946251768033946,53025,Control
2012,Oklahoma,Grant County,0.024039875126123066,4532,Control
2012,Oklahoma,Greer County,0.024039875126123066,6054,Control
2012,Oklahoma,Harmon County,0.024039875126123066,2916,Control
2012,Oklahoma,Harper County,0.024039875126123066,3711,Control
2012,Oklahoma,Haskell County,0.024039875126123066,12819,Control
2012,Oklahoma,Hughes County,0.024039875126123066,13658,Control
2012,Oklahoma,Jackson County,0.024039875126123066,26226,Control
2012,Oklahoma,Jefferson County,0.024039875126123066,6336,Control
2012,Oklahoma,Johnston County,0.024039875126123066,10972,Control
2012,Oklahoma,Kay County,0.024039875126123066,45692,Control
2012,Oklahoma,Kingfisher County,0.024039875126123066,15036,Control
2012,Oklahoma,Kiowa County,0.024039875126123066,9359,Control
2012,Oklahoma,Latimer County,0.024039875126123066,11009,Control
2012,Oklahoma,Le Flore County,0.0198625511460692,50346,Control
2012,Oklahoma,Lincoln County,0.024039875126123066,34169,Control
2012,Oklahoma,Logan County,0.024039875126123066,43035,Control
2012,Oklahoma,Love County,0.024039875126123066,9572,Control
2012,Oklahoma,McClain County,0.024039875126123066,35583,Control
2012,Oklahoma,McCurtain County,0.029985007496251874,33350,Control
2012,Oklahoma,McIntosh County,0.024039875126123066,20193,Control
2012,Oklahoma,Major County,0.024039875126123066,7705,Control
2012,Oklahoma,Marshall County,0.024039875126123066,16021,Control
2012,Oklahoma,Mayes County,0.024039875126123066,41161,Control
2012,Oklahoma,Murray County,0.024039875126123066,13621,Control
2012,Oklahoma,Muskogee County,0.017012106949445688,70538,Control
2012,Oklahoma,Noble County,0.024039875126123066,11537,Control
2012,Oklahoma,Nowata County,0.024039875126123066,10607,Control
2012,Oklahoma,Okfuskee County,0.024039875126123066,12334,Control
2012,Oklahoma,Oklahoma County,0.024076064222565054,743477,Control
2012,Oklahoma,Okmulgee County,0.02528125395019593,39555,Control
2012,Oklahoma,Osage County,0.024039875126123066,47454,Control
2012,Oklahoma,Ottawa County,0.024039875126123066,32196,Control
2012,Oklahoma,Pawnee County,0.024039875126123066,16443,Control
2012,Oklahoma,Payne County,0.024039875126123066,78754,Control
2012,Oklahoma,Pittsburg County,0.03074085459575776,45542,Control
2012,Oklahoma,Pontotoc County,0.024039875126123066,38064,Control
2012,Oklahoma,Pottawatomie County,0.015597527082978844,70524,Control
2012,Oklahoma,Pushmataha County,0.024039875126123066,11254,Control
2012,Oklahoma,Roger Mills County,0.024039875126123066,3770,Control
2012,Oklahoma,Rogers County,0.024039875126123066,88117,Control
2012,Oklahoma,Seminole County,0.024039875126123066,25388,Control
2012,Oklahoma,Sequoyah County,0.024039875126123066,42064,Control
2012,Oklahoma,Stephens County,0.03563395024609697,44901,Control
2012,Oklahoma,Texas County,0.024039875126123066,21598,Control
2012,Oklahoma,Tillman County,0.024039875126123066,7826,Control
2012,Oklahoma,Tulsa County,0.017550245703439847,615376,Control
2012,Oklahoma,Wagoner County,0.020003200512081935,74988,Control
2012,Oklahoma,Washington County,0.024039875126123066,51655,Control
2012,Oklahoma,Washita County,0.024039875126123066,11586,Control
2012,Oklahoma,Woods County,0.024039875126123066,8853,Control
2012,Oklahoma,Woodward County,0.024039875126123066,20677,Control
2013,Oklahoma,Adair County,0.020663692229306394,22463,Control
2013,Oklahoma,Alfalfa County,0.020663692229306394,5852,Control
2013,Oklahoma,Atoka County,0.020663692229306394,13903,Control
2013,Oklahoma,Beaver County,0.020663692229306394,5566,Control
2013,Oklahoma,Beckham County,0.020663692229306394,23482,Control
2013,Oklahoma,Blaine County,0.020663692229306394,9792,Control
2013,Oklahoma,Bryan County,0.020663692229306394,44149,Control
2013,Oklahoma,Caddo County,0.020663692229306394,29590,Control
2013,Oklahoma,Canadian County,0.011111816623277669,125992,Control
2013,Oklahoma,Carter County,0.030944423814828568,48474,Control
2013,Oklahoma,Cherokee County,0.02506265664160401,47880,Control
2013,Oklahoma,Choctaw County,0.020663692229306394,15053,Control
2013,Oklahoma,Cimarron County,0.020663692229306394,2327,Control
2013,Oklahoma,Cleveland County,0.014446263603564893,269966,Control
2013,Oklahoma,Coal County,0.020663692229306394,5756,Control
2013,Oklahoma,Comanche County,0.008022591617996278,124648,Control
2013,Oklahoma,Cotton County,0.020663692229306394,6164,Control
2013,Oklahoma,Craig County,0.020663692229306394,14696,Control
2013,Oklahoma,Creek County,0.018419859442303333,70576,Control
2013,Oklahoma,Custer County,0.020663692229306394,29318,Control
2013,Oklahoma,Delaware County,0.020663692229306394,41717,Control
2013,Oklahoma,Dewey County,0.020663692229306394,4855,Control
2013,Oklahoma,Ellis County,0.020663692229306394,4133,Control
2013,Oklahoma,Garfield County,0.017637249871729092,62368,Control
2013,Oklahoma,Garvin County,0.020663692229306394,27426,Control
2013,Oklahoma,Grady County,0.020663692229306394,53638,Control
2013,Oklahoma,Grant County,0.020663692229306394,4517,Control
2013,Oklahoma,Greer County,0.020663692229306394,6139,Control
2013,Oklahoma,Harmon County,0.020663692229306394,2894,Control
2013,Oklahoma,Harper County,0.020663692229306394,3869,Control
2013,Oklahoma,Haskell County,0.020663692229306394,12916,Control
2013,Oklahoma,Hughes County,0.020663692229306394,13638,Control
2013,Oklahoma,Jackson County,0.020663692229306394,26141,Control
2013,Oklahoma,Jefferson County,0.020663692229306394,6354,Control
2013,Oklahoma,Johnston County,0.020663692229306394,10997,Control
2013,Oklahoma,Kay County,0.020663692229306394,45554,Control
2013,Oklahoma,Kingfisher County,0.020663692229306394,15309,Control
2013,Oklahoma,Kiowa County,0.020663692229306394,9347,Control
2013,Oklahoma,Latimer County,0.020663692229306394,10796,Control
2013,Oklahoma,Le Flore County,0.0218648750720547,50309,Control
2013,Oklahoma,Lincoln County,0.020663692229306394,34247,Control
2013,Oklahoma,Logan County,0.020663692229306394,43828,Control
2013,Oklahoma,Love County,0.020663692229306394,9701,Control
2013,Oklahoma,McClain County,0.020663692229306394,36459,Control
2013,Oklahoma,McCurtain County,0.020663692229306394,33232,Control
2013,Oklahoma,McIntosh County,0.020663692229306394,20107,Control
2013,Oklahoma,Major County,0.020663692229306394,7715,Control
2013,Oklahoma,Marshall County,0.020663692229306394,16064,Control
2013,Oklahoma,Mayes County,0.020663692229306394,40975,Control
2013,Oklahoma,Murray County,0.020663692229306394,13682,Control
2013,Oklahoma,Muskogee County,0.01994500876155742,70193,Control
2013,Oklahoma,Noble County,0.020663692229306394,11427,Control
2013,Oklahoma,Nowata County,0.020663692229306394,10555,Control
2013,Oklahoma,Okfuskee County,0.020663692229306394,12298,Control
2013,Oklahoma,Oklahoma County,0.02208159347125294,756286,Control
2013,Oklahoma,Okmulgee County,0.020663692229306394,39404,Control
2013,Oklahoma,Osage County,0.020663692229306394,47387,Control
2013,Oklahoma,Ottawa County,0.020663692229306394,32188,Control
