YEAR,STNAME,CTYNAME,Death Rate (%),POPULATION,Indicator
2013,Oklahoma,Pawnee County,0.020663692229306394,16453,Control
2013,Oklahoma,Payne County,0.020663692229306394,79744,Control
2013,Oklahoma,Pittsburg County,0.020663692229306394,45267,Control
2013,Oklahoma,Pontotoc County,0.020663692229306394,38162,Control
2013,Oklahoma,Pottawatomie County,0.018330254790541588,70921,Control
2013,Oklahoma,Pushmataha County,0.020663692229306394,11203,Control
2013,Oklahoma,Roger Mills County,0.020663692229306394,3737,Control
2013,Oklahoma,Rogers County,0.020663692229306394,88752,Control
2013,Oklahoma,Seminole County,0.020663692229306394,25445,Control
2013,Oklahoma,Sequoyah County,0.038242745829150535,41838,Control
2013,Oklahoma,Stephens County,0.020663692229306394,45000,Control
2013,Oklahoma,Texas County,0.020663692229306394,22052,Control
2013,Oklahoma,Tillman County,0.020663692229306394,7726,Control
2013,Oklahoma,Tulsa County,0.019391709323085107,623978,Control
2013,Oklahoma,Wagoner County,0.023790642347343377,75660,Control
2013,Oklahoma,Washington County,0.020663692229306394,51684,Control
2013,Oklahoma,Washita County,0.020663692229306394,11706,Control
2013,Oklahoma,Woods County,0.020663692229306394,9003,Control
2013,Oklahoma,Woodward County,0.020663692229306394,21248,Control
2014,Oklahoma,Adair County,0.02363851410620843,22392,Control
2014,Oklahoma,Alfalfa County,0.02363851410620843,5817,Control
2014,Oklahoma,Atoka County,0.02363851410620843,13924,Control
2014,Oklahoma,Beaver County,0.02363851410620843,5535,Control
2014,Oklahoma,Beckham County,0.02363851410620843,23611,Control
2014,Oklahoma,Blaine County,0.02363851410620843,9845,Control
2014,Oklahoma,Bryan County,0.02363851410620843,44525,Control
2014,Oklahoma,Caddo County,0.02363851410620843,29448,Control
2014,Oklahoma,Canadian County,0.012366289494837075,129384,Control
2014,Oklahoma,Carter County,0.024691358024691357,48600,Control
2014,Oklahoma,Cherokee County,0.024868920067146083,48253,Control
2014,Oklahoma,Choctaw County,0.02363851410620843,15114,Control
2014,Oklahoma,Cimarron County,0.02363851410620843,2294,Control
2014,Oklahoma,Cleveland County,0.011486842007751765,269874,Control
2014,Oklahoma,Coal County,0.02363851410620843,5722,Control
2014,Oklahoma,Comanche County,0.019258236908411035,124622,Control
2014,Oklahoma,Cotton County,0.02363851410620843,6133,Control
2014,Oklahoma,Craig County,0.02363851410620843,14634,Control
2014,Oklahoma,Creek County,0.026927819271815076,70559,Control
2014,Oklahoma,Custer County,0.02363851410620843,29517,Control
2014,Oklahoma,Delaware County,0.02871362940275651,41792,Control
2014,Oklahoma,Dewey County,0.02363851410620843,4965,Control
2014,Oklahoma,Ellis County,0.02363851410620843,4117,Control
2014,Oklahoma,Garfield County,0.02363851410620843,62801,Control
2014,Oklahoma,Garvin County,0.02363851410620843,27613,Control
2014,Oklahoma,Grady County,0.020414602008054488,53883,Control
2014,Oklahoma,Grant County,0.02363851410620843,4469,Control
2014,Oklahoma,Greer County,0.02363851410620843,6121,Control
2014,Oklahoma,Harmon County,0.02363851410620843,2804,Control
2014,Oklahoma,Harper County,0.02363851410620843,3894,Control
2014,Oklahoma,Haskell County,0.02363851410620843,12828,Control
2014,Oklahoma,Hughes County,0.02363851410620843,13680,Control
2014,Oklahoma,Jackson County,0.02363851410620843,25834,Control
2014,Oklahoma,Jefferson County,0.02363851410620843,6288,Control
2014,Oklahoma,Johnston County,0.02363851410620843,11110,Control
2014,Oklahoma,Kay County,0.02363851410620843,45475,Control
2014,Oklahoma,Kingfisher County,0.02363851410620843,15513,Control
2014,Oklahoma,Kiowa County,0.02363851410620843,9286,Control
2014,Oklahoma,Latimer County,0.02363851410620843,10779,Control
2014,Oklahoma,Le Flore County,0.019910403185664508,50225,Control
2014,Oklahoma,Lincoln County,0.02363851410620843,34539,Control
2014,Oklahoma,Logan County,0.02363851410620843,44681,Control
2014,Oklahoma,Love County,0.02363851410620843,9740,Control
2014,Oklahoma,McClain County,0.02363851410620843,37248,Control
2014,Oklahoma,McCurtain County,0.02363851410620843,33192,Control
2014,Oklahoma,McIntosh County,0.02363851410620843,19958,Control
2014,Oklahoma,Major County,0.02363851410620843,7791,Control
2014,Oklahoma,Marshall County,0.02363851410620843,16160,Control
2014,Oklahoma,Mayes County,0.024429569550984513,40934,Control
2014,Oklahoma,Murray County,0.02363851410620843,13763,Control
2014,Oklahoma,Muskogee County,0.040142793651703916,69751,Control
2014,Oklahoma,Noble County,0.02363851410620843,11555,Control
2014,Oklahoma,Nowata County,0.02363851410620843,10503,Control
2014,Oklahoma,Okfuskee County,0.02363851410620843,12170,Control
2014,Oklahoma,Oklahoma County,0.020992844178332255,766928,Control
2014,Oklahoma,Okmulgee County,0.02363851410620843,39086,Control
2014,Oklahoma,Osage County,0.02363851410620843,47490,Control
2014,Oklahoma,Ottawa County,0.02363851410620843,31955,Control
2014,Oklahoma,Pawnee County,0.02363851410620843,16350,Control
2014,Oklahoma,Payne County,0.02363851410620843,80583,Control
2014,Oklahoma,Pittsburg County,0.03567208436447952,44853,Control
2014,Oklahoma,Pontotoc County,0.02363851410620843,38292,Control
2014,Oklahoma,Pottawatomie County,0.02363851410620843,71561,Control
2014,Oklahoma,Pushmataha County,0.02363851410620843,11111,Control
2014,Oklahoma,Roger Mills County,0.02363851410620843,3767,Control
2014,Oklahoma,Rogers County,0.013423719712732398,89394,Control
2014,Oklahoma,Seminole County,0.02363851410620843,25361,Control
2014,Oklahoma,Sequoyah County,0.03342964254160797,41879,Control
2014,Oklahoma,Stephens County,0.02363851410620843,44590,Control
2014,Oklahoma,Texas County,0.02363851410620843,21741,Control
2014,Oklahoma,Tillman County,0.02363851410620843,7668,Control
2014,Oklahoma,Tulsa County,0.01869333582577811,631241,Control
2014,Oklahoma,Wagoner County,0.026432649608796786,75664,Control
2014,Oklahoma,Washington County,0.02363851410620843,52044,Control
2014,Oklahoma,Washita County,0.02363851410620843,11567,Control
2014,Oklahoma,Woods County,0.02363851410620843,9253,Control
2014,Oklahoma,Woodward County,0.02363851410620843,21544,Control
2015,Oklahoma,Adair County,0.01895715498137995,22266,Control
2015,Oklahoma,Alfalfa County,0.01895715498137995,5912,Control
2015,Oklahoma,Atoka County,0.01895715498137995,13888,Control
2015,Oklahoma,Beaver County,0.01895715498137995,5460,Control
2015,Oklahoma,Beckham County,0.01895715498137995,23564,Control
2015,Oklahoma,Blaine County,0.01895715498137995,9772,Control
2015,Oklahoma,Bryan County,0.01895715498137995,45080,Control
2015,Oklahoma,Caddo County,0.01895715498137995,29439,Control
2015,Oklahoma,Canadian County,0.009756756553913585,133241,Control
2015,Oklahoma,Carter County,0.028814291888776832,48587,Control
2015,Oklahoma,Cherokee County,0.022731029922301207,48392,Control
2015,Oklahoma,Choctaw County,0.01895715498137995,14987,Control
2015,Oklahoma,Cimarron County,0.01895715498137995,2225,Control
2015,Oklahoma,Cleveland County,0.016055991621691645,274041,Control
2015,Oklahoma,Coal County,0.01895715498137995,5600,Control
2015,Oklahoma,Comanche County,0.009701751974710767,123689,Control
2015,Oklahoma,Cotton County,0.01895715498137995,6008,Control
2015,Oklahoma,Craig County,0.01895715498137995,14706,Control
2015,Oklahoma,Creek County,0.014124692787931863,70798,Control
2015,Oklahoma,Custer County,0.01895715498137995,29568,Control
2015,Oklahoma,Delaware County,0.01895715498137995,41738,Control
2015,Oklahoma,Dewey County,0.01895715498137995,4986,Control
2015,Oklahoma,Ellis County,0.01895715498137995,4218,Control
2015,Oklahoma,Garfield County,0.01895715498137995,63246,Control
2015,Oklahoma,Garvin County,0.01895715498137995,27913,Control
2015,Oklahoma,Grady County,0.01895715498137995,54563,Control
2015,Oklahoma,Grant County,0.01895715498137995,4497,Control
2015,Oklahoma,Greer County,0.01895715498137995,6031,Control
2015,Oklahoma,Harmon County,0.01895715498137995,2782,Control
2015,Oklahoma,Harper County,0.01895715498137995,3825,Control
2015,Oklahoma,Haskell County,0.01895715498137995,12749,Control
2015,Oklahoma,Hughes County,0.01895715498137995,13589,Control
2015,Oklahoma,Jackson County,0.01895715498137995,25464,Control
2015,Oklahoma,Jefferson County,0.01895715498137995,6259,Control
2015,Oklahoma,Johnston County,0.01895715498137995,10977,Control
2015,Oklahoma,Kay County,0.01895715498137995,45261,Control
2015,Oklahoma,Kingfisher County,0.01895715498137995,15595,Control
2015,Oklahoma,Kiowa County,0.01895715498137995,9120,Control
2015,Oklahoma,Latimer County,0.01895715498137995,10622,Control
2015,Oklahoma,Le Flore County,0.01998800719568259,50030,Control
2015,Oklahoma,Lincoln County,0.01895715498137995,34937,Control
2015,Oklahoma,Logan County,0.01895715498137995,45355,Control
2015,Oklahoma,Love County,0.01895715498137995,9815,Control
2015,Oklahoma,McClain County,0.02632895395065954,37981,Control
2015,Oklahoma,McCurtain County,0.01895715498137995,33174,Control
2015,Oklahoma,McIntosh County,0.01895715498137995,19811,Control
2015,Oklahoma,Major County,0.01895715498137995,7774,Control
2015,Oklahoma,Marshall County,0.01895715498137995,16267,Control
2015,Oklahoma,Mayes County,0.029339135962445907,40901,Control
2015,Oklahoma,Murray County,0.01895715498137995,13859,Control
2015,Oklahoma,Muskogee County,0.02595567347762765,69349,Control
2015,Oklahoma,Noble County,0.01895715498137995,11560,Control
2015,Oklahoma,Nowata County,0.01895715498137995,10517,Control
2015,Oklahoma,Okfuskee County,0.01895715498137995,12110,Control
2015,Oklahoma,Oklahoma County,0.017494076454259423,777406,Control
2015,Oklahoma,Okmulgee County,0.01895715498137995,39072,Control
2015,Oklahoma,Osage County,0.01895715498137995,47333,Control
2015,Oklahoma,Ottawa County,0.01895715498137995,31890,Control
2015,Oklahoma,Pawnee County,0.01895715498137995,16436,Control
2015,Oklahoma,Payne County,0.01895715498137995,81443,Control
2015,Oklahoma,Pittsburg County,0.01895715498137995,44725,Control
2015,Oklahoma,Pontotoc County,0.01895715498137995,38343,Control
2015,Oklahoma,Pottawatomie County,0.015382463991050203,71510,Control
2015,Oklahoma,Pushmataha County,0.01895715498137995,11155,Control
2015,Oklahoma,Roger Mills County,0.01895715498137995,3782,Control
2015,Oklahoma,Rogers County,0.014426331383929066,90113,Control
2015,Oklahoma,Seminole County,0.01895715498137995,25410,Control
2015,Oklahoma,Sequoyah County,0.01895715498137995,41811,Control
2015,Oklahoma,Stephens County,0.01895715498137995,44604,Control
2015,Oklahoma,Texas County,0.01895715498137995,21452,Control
2015,Oklahoma,Tillman County,0.01895715498137995,7565,Control
2015,Oklahoma,Tulsa County,0.017320718856645306,640851,Control
2015,Oklahoma,Wagoner County,0.01693744869907365,76753,Control
2015,Oklahoma,Washington County,0.01895715498137995,52144,Control
2015,Oklahoma,Washita County,0.01895715498137995,11697,Control
2015,Oklahoma,Woods County,0.01895715498137995,9306,Control
2015,Oklahoma,Woodward County,0.01895715498137995,21619,Control
2003,Oregon,Baker County,0.007266947121702299,16270,Control
2003,Oregon,Benton County,0.007266947121702299,79414,Control
2003,Oregon,Clackamas County,0.0050600174289489215,355730,Control
2003,Oregon,Clatsop County,0.007266947121702299,35778,Control
2003,Oregon,Columbia County,0.007266947121702299,45664,Control
2003,Oregon,Coos County,0.007266947121702299,62525,Control
2003,Oregon,Crook County,0.007266947121702299,20400,Control
2003,Oregon,Curry County,0.007266947121702299,21490,Control
2003,Oregon,Deschutes County,0.007266947121702299,129322,Control
2003,Oregon,Douglas County,0.009870986210232264,101307,Control
2003,Oregon,Gilliam County,0.007266947121702299,1749,Control
2003,Oregon,Grant County,0.007266947121702299,7295,Control
2003,Oregon,Harney County,0.007266947121702299,7096,Control
2003,Oregon,Hood River County,0.007266947121702299,20582,Control
2003,Oregon,Jackson County,0.00897244404097768,189469,Control
2003,Oregon,Jefferson County,0.007266947121702299,19633,Control
2003,Oregon,Josephine County,0.007266947121702299,78285,Control
2003,Oregon,Klamath County,0.007266947121702299,64549,Control
2003,Oregon,Lake County,0.007266947121702299,7280,Control
2003,Oregon,Lane County,0.005447167019219421,330447,Control
2003,Oregon,Lincoln County,0.007266947121702299,44493,Control
2003,Oregon,Linn County,0.007266947121702299,106095,Control
2003,Oregon,Malheur County,0.007266947121702299,31115,Control
2003,Oregon,Marion County,0.0033723400667723335,296530,Control
2003,Oregon,Morrow County,0.007266947121702299,11447,Control
2003,Oregon,Multnomah County,0.014589955920648325,678549,Control
2003,Oregon,Polk County,0.007266947121702299,65933,Control
2003,Oregon,Sherman County,0.007266947121702299,1746,Control
2003,Oregon,Tillamook County,0.007266947121702299,24473,Control
2003,Oregon,Umatilla County,0.007266947121702299,72209,Control
2003,Oregon,Union County,0.007266947121702299,24472,Control
2003,Oregon,Wallowa County,0.007266947121702299,6971,Control
2003,Oregon,Wasco County,0.007266947121702299,23563,Control
2003,Oregon,Washington County,0.00355571916511714,478103,Control
2003,Oregon,Wheeler County,0.007266947121702299,1503,Control
2003,Oregon,Yamhill County,0.007266947121702299,88693,Control
2004,Oregon,Baker County,0.009450821654808877,16202,Control
2004,Oregon,Benton County,0.009450821654808877,78949,Control
2004,Oregon,Clackamas County,0.004435708562858149,360709,Control
2004,Oregon,Clatsop County,0.009450821654808877,36060,Control
2004,Oregon,Columbia County,0.009450821654808877,46226,Control
2004,Oregon,Coos County,0.009450821654808877,63063,Control
2004,Oregon,Crook County,0.009450821654808877,21165,Control
2004,Oregon,Curry County,0.009450821654808877,21924,Control
2004,Oregon,Deschutes County,0.009450821654808877,134080,Control
2004,Oregon,Douglas County,0.009450821654808877,102010,Control
2004,Oregon,Gilliam County,0.009450821654808877,1762,Control
2004,Oregon,Grant County,0.009450821654808877,7183,Control
2004,Oregon,Harney County,0.009450821654808877,6975,Control
2004,Oregon,Hood River County,0.009450821654808877,20783,Control
2004,Oregon,Jackson County,0.014084727460523638,191697,Control
2004,Oregon,Jefferson County,0.009450821654808877,19577,Control
2004,Oregon,Josephine County,0.009450821654808877,79080,Control
2004,Oregon,Klamath County,0.009450821654808877,64753,Control
2004,Oregon,Lake County,0.009450821654808877,7188,Control
2004,Oregon,Lane County,0.01084742494184575,331876,Control
2004,Oregon,Lincoln County,0.009450821654808877,44968,Control
2004,Oregon,Linn County,0.009450821654808877,106894,Control
2004,Oregon,Malheur County,0.009450821654808877,30965,Control
2004,Oregon,Marion County,0.007697997516559062,298779,Control
2004,Oregon,Morrow County,0.009450821654808877,11437,Control
2004,Oregon,Multnomah County,0.0159296356728559,671704,Control
2004,Oregon,Polk County,0.009450821654808877,67720,Control
2004,Oregon,Sherman County,0.009450821654808877,1667,Control
2004,Oregon,Tillamook County,0.009450821654808877,24644,Control
2004,Oregon,Umatilla County,0.009450821654808877,72654,Control
2004,Oregon,Union County,0.009450821654808877,24327,Control
2004,Oregon,Wallowa County,0.009450821654808877,6854,Control
2004,Oregon,Wasco County,0.009450821654808877,23400,Control
2004,Oregon,Washington County,0.003709435774210766,485249,Control
2004,Oregon,Wheeler County,0.009450821654808877,1457,Control
2004,Oregon,Yamhill County,0.009450821654808877,89524,Control
2005,Oregon,Baker County,0.008845042191863998,16001,Control
2005,Oregon,Benton County,0.008845042191863998,79427,Control
2005,Oregon,Clackamas County,0.00629428232866553,365411,Control
2005,Oregon,Clatsop County,0.008845042191863998,36447,Control
2005,Oregon,Columbia County,0.008845042191863998,46987,Control
2005,Oregon,Coos County,0.008845042191863998,63636,Control
2005,Oregon,Crook County,0.008845042191863998,21670,Control
2005,Oregon,Curry County,0.008845042191863998,22064,Control
2005,Oregon,Deschutes County,0.008845042191863998,140962,Control
2005,Oregon,Douglas County,0.008845042191863998,102817,Control
2005,Oregon,Gilliam County,0.008845042191863998,1739,Control
2005,Oregon,Grant County,0.008845042191863998,7092,Control
2005,Oregon,Harney County,0.008845042191863998,6801,Control
2005,Oregon,Hood River County,0.008845042191863998,20946,Control
2005,Oregon,Jackson County,0.010819890049307784,194087,Control
2005,Oregon,Jefferson County,0.008845042191863998,19668,Control
2005,Oregon,Josephine County,0.008845042191863998,79834,Control
2005,Oregon,Klamath County,0.008845042191863998,65402,Control
2005,Oregon,Lake County,0.008845042191863998,7078,Control
2005,Oregon,Lane County,0.009247051383776496,335242,Control
2005,Oregon,Lincoln County,0.008845042191863998,45442,Control
2005,Oregon,Linn County,0.00923838734710469,108244,Control
2005,Oregon,Malheur County,0.008845042191863998,30914,Control
2005,Oregon,Marion County,0.003648872332591396,301463,Control
2005,Oregon,Morrow County,0.008845042191863998,11355,Control
2005,Oregon,Multnomah County,0.016027947992276904,673823,Control
2005,Oregon,Polk County,0.008845042191863998,70019,Control
2005,Oregon,Sherman County,0.008845042191863998,1660,Control
2005,Oregon,Tillamook County,0.008845042191863998,24798,Control
2005,Oregon,Umatilla County,0.008845042191863998,72752,Control
2005,Oregon,Union County,0.008845042191863998,24456,Control
2005,Oregon,Wallowa County,0.008845042191863998,6817,Control
2005,Oregon,Wasco County,0.008845042191863998,23412,Control
2005,Oregon,Washington County,0.00663886390932519,497073,Control
2005,Oregon,Wheeler County,0.008845042191863998,1396,Control
2005,Oregon,Yamhill County,0.008845042191863998,90934,Control
2006,Oregon,Baker County,0.012256044441312106,15989,Control
2006,Oregon,Benton County,0.012256044441312106,80145,Control
2006,Oregon,Clackamas County,0.009166965491767256,370897,Control
2006,Oregon,Clatsop County,0.012256044441312106,36763,Control
2006,Oregon,Columbia County,0.012256044441312106,48227,Control
2006,Oregon,Coos County,0.012256044441312106,63602,Control
2006,Oregon,Crook County,0.012256044441312106,22476,Control
2006,Oregon,Curry County,0.012256044441312106,21809,Control
2006,Oregon,Deschutes County,0.012256044441312106,148670,Control
2006,Oregon,Douglas County,0.012256044441312106,103685,Control
2006,Oregon,Gilliam County,0.012256044441312106,1690,Control
2006,Oregon,Grant County,0.012256044441312106,7020,Control
2006,Oregon,Harney County,0.012256044441312106,6798,Control
2006,Oregon,Hood River County,0.012256044441312106,21111,Control
2006,Oregon,Jackson County,0.02141054724339204,196165,Control
2006,Oregon,Jefferson County,0.012256044441312106,19964,Control
2006,Oregon,Josephine County,0.012256044441312106,80632,Control
2006,Oregon,Klamath County,0.012256044441312106,66095,Control
2006,Oregon,Lake County,0.012256044441312106,7215,Control
2006,Oregon,Lane County,0.014737090308889414,339280,Control
2006,Oregon,Lincoln County,0.012256044441312106,45640,Control
2006,Oregon,Linn County,0.0090152628399881,110923,Control
2006,Oregon,Malheur County,0.012256044441312106,30892,Control
2006,Oregon,Marion County,0.007519559026903674,305869,Control
2006,Oregon,Morrow County,0.012256044441312106,11432,Control
2006,Oregon,Multnomah County,0.019041146452780888,682732,Control
2006,Oregon,Polk County,0.012256044441312106,72813,Control
2006,Oregon,Sherman County,0.012256044441312106,1661,Control
2006,Oregon,Tillamook County,0.012256044441312106,24952,Control
2006,Oregon,Umatilla County,0.012256044441312106,72790,Control
2006,Oregon,Union County,0.012256044441312106,24479,Control
2006,Oregon,Wallowa County,0.012256044441312106,6768,Control
2006,Oregon,Wasco County,0.012256044441312106,23543,Control
2006,Oregon,Washington County,0.004901739725463362,510023,Control
2006,Oregon,Wheeler County,0.012256044441312106,1403,Control
2006,Oregon,Yamhill County,0.012256044441312106,93392,Control
2007,Oregon,Baker County,0.011384791260274191,16010,Control
2007,Oregon,Benton County,0.011384791260274191,81583,Control
2007,Oregon,Clackamas County,0.008519474987353904,375610,Control
2007,Oregon,Clatsop County,0.011384791260274191,37088,Control
2007,Oregon,Columbia County,0.011384791260274191,48914,Control
2007,Oregon,Coos County,0.011384791260274191,63149,Control
2007,Oregon,Crook County,0.011384791260274191,22760,Control
2007,Oregon,Curry County,0.011384791260274191,21507,Control
2007,Oregon,Deschutes County,0.011384791260274191,153405,Control
2007,Oregon,Douglas County,0.011384791260274191,103688,Control
2007,Oregon,Gilliam County,0.011384791260274191,1655,Control
2007,Oregon,Grant County,0.011384791260274191,6868,Control
2007,Oregon,Harney County,0.011384791260274191,6770,Control
2007,Oregon,Hood River County,0.011384791260274191,21169,Control
2007,Oregon,Jackson County,0.00504169481612939,198346,Control
2007,Oregon,Jefferson County,0.011384791260274191,20520,Control
2007,Oregon,Josephine County,0.016110443285043314,80693,Control
2007,Oregon,Klamath County,0.011384791260274191,66562,Control
2007,Oregon,Lake County,0.011384791260274191,7210,Control
2007,Oregon,Lane County,0.010150458800737793,344812,Control
2007,Oregon,Lincoln County,0.011384791260274191,45945,Control
2007,Oregon,Linn County,0.011384791260274191,113094,Control
2007,Oregon,Malheur County,0.011384791260274191,30993,Control
2007,Oregon,Marion County,0.009350163627863487,310155,Control
2007,Oregon,Morrow County,0.011384791260274191,11323,Control
2007,Oregon,Multnomah County,0.023384329343172923,697048,Control
2007,Oregon,Polk County,0.011384791260274191,74910,Control
2007,Oregon,Sherman County,0.011384791260274191,1690,Control
2007,Oregon,Tillamook County,0.011384791260274191,25023,Control
2007,Oregon,Umatilla County,0.011384791260274191,72850,Control
2007,Oregon,Union County,0.011384791260274191,25061,Control
2007,Oregon,Wallowa County,0.011384791260274191,6822,Control
2007,Oregon,Wasco County,0.011384791260274191,23734,Control
2007,Oregon,Washington County,0.007136973961618511,518427,Control
2007,Oregon,Wheeler County,0.011384791260274191,1396,Control
2007,Oregon,Yamhill County,0.011384791260274191,96167,Control
2008,Oregon,Baker County,0.008879169600932187,16051,Control
2008,Oregon,Benton County,0.008879169600932187,81775,Control
2008,Oregon,Clackamas County,0.006557738262304285,381229,Control
2008,Oregon,Clatsop County,0.008879169600932187,37093,Control
2008,Oregon,Columbia County,0.008879169600932187,49339,Control
2008,Oregon,Coos County,0.008879169600932187,62970,Control
2008,Oregon,Crook County,0.008879169600932187,22892,Control
2008,Oregon,Curry County,0.008879169600932187,21235,Control
2008,Oregon,Deschutes County,0.0063399480124262985,157730,Control
2008,Oregon,Douglas County,0.008879169600932187,103529,Control
2008,Oregon,Gilliam County,0.008879169600932187,1698,Control
2008,Oregon,Grant County,0.008879169600932187,6864,Control
2008,Oregon,Harney County,0.008879169600932187,6761,Control
2008,Oregon,Hood River County,0.008879169600932187,21469,Control
2008,Oregon,Jackson County,0.0069895855175788075,200298,Control
2008,Oregon,Jefferson County,0.008879169600932187,20375,Control
2008,Oregon,Josephine County,0.008879169600932187,81174,Control
2008,Oregon,Klamath County,0.008879169600932187,66543,Control
2008,Oregon,Lake County,0.008879169600932187,7203,Control
2008,Oregon,Lane County,0.011193226662839922,348425,Control
2008,Oregon,Lincoln County,0.008879169600932187,46138,Control
2008,Oregon,Linn County,0.008879169600932187,115369,Control
2008,Oregon,Malheur County,0.008879169600932187,30832,Control
2008,Oregon,Marion County,0.006057186213844178,313677,Control
2008,Oregon,Morrow County,0.008879169600932187,11326,Control
2008,Oregon,Multnomah County,0.018946331358704577,712539,Control
2008,Oregon,Polk County,0.008879169600932187,76884,Control
2008,Oregon,Sherman County,0.008879169600932187,1664,Control
2008,Oregon,Tillamook County,0.008879169600932187,24907,Control
2008,Oregon,Umatilla County,0.008879169600932187,72787,Control
2008,Oregon,Union County,0.008879169600932187,25073,Control
2008,Oregon,Wallowa County,0.008879169600932187,6843,Control
2008,Oregon,Wasco County,0.008879169600932187,23820,Control
2008,Oregon,Washington County,0.006070171178827243,527168,Control
2008,Oregon,Wheeler County,0.008879169600932187,1371,Control
2008,Oregon,Yamhill County,0.008879169600932187,97940,Control
2009,Oregon,Baker County,0.011297873490349082,16082,Control
2009,Oregon,Benton County,0.011297873490349082,82605,Control
2009,Oregon,Clackamas County,0.008287085354389436,386143,Control
2009,Oregon,Clatsop County,0.011297873490349082,37243,Control
2009,Oregon,Columbia County,0.011297873490349082,49592,Control
2009,Oregon,Coos County,0.011297873490349082,62795,Control
2009,Oregon,Crook County,0.011297873490349082,22566,Control
2009,Oregon,Curry County,0.011297873490349082,21148,Control
2009,Oregon,Deschutes County,0.011297873490349082,158629,Control
2009,Oregon,Douglas County,0.011297873490349082,103205,Control
2009,Oregon,Gilliam County,0.011297873490349082,1645,Control
2009,Oregon,Grant County,0.011297873490349082,6795,Control
2009,Oregon,Harney County,0.011297873490349082,6756,Control
2009,Oregon,Hood River County,0.011297873490349082,21883,Control
2009,Oregon,Jackson County,0.0064584720248800215,201286,Control
2009,Oregon,Jefferson County,0.011297873490349082,19959,Control
2009,Oregon,Josephine County,0.011297873490349082,81026,Control
2009,Oregon,Klamath County,0.011297873490349082,66247,Control
2009,Oregon,Lake County,0.011297873490349082,7089,Control
2009,Oregon,Lane County,0.02136088792938945,351109,Control
2009,Oregon,Lincoln County,0.011297873490349082,46293,Control
2009,Oregon,Linn County,0.010293007616825637,116584,Control
2009,Oregon,Malheur County,0.011297873490349082,30745,Control
2009,Oregon,Marion County,0.009120041763501592,317981,Control
2009,Oregon,Morrow County,0.011297873490349082,11533,Control
2009,Oregon,Multnomah County,0.01761011480969382,726855,Control
2009,Oregon,Polk County,0.011297873490349082,78122,Control
2009,Oregon,Sherman County,0.011297873490349082,1711,Control
2009,Oregon,Tillamook County,0.011297873490349082,24889,Control
2009,Oregon,Umatilla County,0.011297873490349082,73347,Control
2009,Oregon,Union County,0.011297873490349082,25038,Control
2009,Oregon,Wallowa County,0.011297873490349082,6889,Control
2009,Oregon,Wasco County,0.011297873490349082,24149,Control
2009,Oregon,Washington County,0.005955504933763619,537318,Control
2009,Oregon,Wheeler County,0.011297873490349082,1363,Control
2009,Oregon,Yamhill County,0.011297873490349082,99037,Control
2010,Oregon,Baker County,0.011173116999565379,16116,Control
2010,Oregon,Benton County,0.011173116999565379,85577,Control
2010,Oregon,Clackamas County,0.011411919883014552,376799,Control
2010,Oregon,Clatsop County,0.011173116999565379,37097,Control
2010,Oregon,Columbia County,0.011173116999565379,49353,Control
2010,Oregon,Coos County,0.011173116999565379,63010,Control
2010,Oregon,Crook County,0.011173116999565379,20882,Control
2010,Oregon,Curry County,0.011173116999565379,22378,Control
2010,Oregon,Deschutes County,0.010776955066436758,157744,Control
2010,Oregon,Douglas County,0.011173116999565379,107637,Control
2010,Oregon,Gilliam County,0.011173116999565379,1880,Control
2010,Oregon,Grant County,0.011173116999565379,7465,Control
2010,Oregon,Harney County,0.011173116999565379,7403,Control
2010,Oregon,Hood River County,0.011173116999565379,22447,Control
2010,Oregon,Jackson County,0.007376190640105824,203357,Control
2010,Oregon,Jefferson County,0.011173116999565379,21662,Control
2010,Oregon,Josephine County,0.011173116999565379,82880,Control
2010,Oregon,Klamath County,0.011173116999565379,66323,Control
2010,Oregon,Lake County,0.011173116999565379,7875,Control
2010,Oregon,Lane County,0.014206644163342311,351948,Control
2010,Oregon,Lincoln County,0.011173116999565379,45997,Control
2010,Oregon,Linn County,0.010266325596516293,116887,Control
2010,Oregon,Malheur County,0.011173116999565379,31349,Control
2010,Oregon,Marion County,0.013293326749971515,315948,Control
2010,Oregon,Morrow County,0.011173116999565379,11207,Control
2010,Oregon,Multnomah County,0.0164107850051538,737320,Control
2010,Oregon,Polk County,0.011173116999565379,75540,Control
2010,Oregon,Sherman County,0.011173116999565379,1779,Control
2010,Oregon,Tillamook County,0.011173116999565379,25243,Control
2010,Oregon,Umatilla County,0.011173116999565379,76093,Control
2010,Oregon,Union County,0.011173116999565379,25725,Control
2010,Oregon,Wallowa County,0.011173116999565379,7012,Control
2010,Oregon,Wasco County,0.011173116999565379,25282,Control
2010,Oregon,Washington County,0.005642788891981973,531652,Control
2010,Oregon,Wheeler County,0.011173116999565379,1449,Control
2010,Oregon,Yamhill County,0.011173116999565379,99298,Control
2011,Oregon,Baker County,0.013126365731103495,16069,Control
2011,Oregon,Benton County,0.013126365731103495,86281,Control
2011,Oregon,Clackamas County,0.008955852913286272,379640,Control
2011,Oregon,Clatsop County,0.029537337880293224,37241,Control
2011,Oregon,Columbia County,0.013126365731103495,49408,Control
2011,Oregon,Coos County,0.013126365731103495,62789,Control
2011,Oregon,Crook County,0.013126365731103495,20640,Control
2011,Oregon,Curry County,0.013126365731103495,22497,Control
