BUYER_STATE,BUYER_COUNTY,YEAR,MME
FL,TAYLOR,2009,11572548.8588625
FL,TAYLOR,2010,9613774.0463625
FL,TAYLOR,2011,10229764.905225
FL,TAYLOR,2012,10201239.0
FL,TAYLOR,2013,10342293.09
FL,TAYLOR,2014,10927432.1475
FL,UNION,2006,2453713.881
FL,UNION,2007,2777340.3794
FL,UNION,2008,3458164.69335
FL,UNION,2009,4037616.6283875
FL,UNION,2010,5090004.848175
FL,UNION,2011,3801527.356575
FL,UNION,2012,3553925.9897625
FL,UNION,2013,3714881.8847625
FL,UNION,2014,4865774.9299875
FL,VOLUSIA,2006,166518405.32765
FL,VOLUSIA,2007,195477553.01975
FL,VOLUSIA,2008,275349336.92035
FL,VOLUSIA,2009,370128379.8410625
FL,VOLUSIA,2010,481913387.56717503
FL,VOLUSIA,2011,396323028.0208125
FL,VOLUSIA,2012,265012354.1039625
FL,VOLUSIA,2013,219605596.3699125
FL,VOLUSIA,2014,213461293.647675
FL,WAKULLA,2006,5464253.894
FL,WAKULLA,2007,7575903.873500001
FL,WAKULLA,2008,8114921.9535
FL,WAKULLA,2009,8481538.98
FL,WAKULLA,2010,8909323.6538625
FL,WAKULLA,2011,9653313.382725
FL,WAKULLA,2012,9747856.447725
FL,WAKULLA,2013,9032064.105
FL,WAKULLA,2014,8808081.330225
FL,WALTON,2006,22041414.055625
FL,WALTON,2007,24799001.058965
FL,WALTON,2008,24625185.6823375
FL,WALTON,2009,29237208.6374625
FL,WALTON,2010,36549728.8813125
FL,WALTON,2011,35063180.9935875
FL,WALTON,2012,32404678.4267625
FL,WALTON,2013,29838869.147925
FL,WALTON,2014,29382133.4099625
FL,WASHINGTON,2006,7659031.901000001
FL,WASHINGTON,2007,9660023.1783
FL,WASHINGTON,2008,11461812.004125
FL,WASHINGTON,2009,13060632.6949875
FL,WASHINGTON,2010,14208243.1149
FL,WASHINGTON,2011,13964081.0899875
FL,WASHINGTON,2012,15658135.787925
FL,WASHINGTON,2013,16216275.32475
FL,WASHINGTON,2014,16579450.17975
LA,ACADIA,2006,22401553.1148
LA,ACADIA,2007,25689157.670325
LA,ACADIA,2008,24689478.84055
LA,ACADIA,2009,28592010.9749625
LA,ACADIA,2010,33011664.508575
LA,ACADIA,2011,32544699.8597625
LA,ACADIA,2012,27021224.292075
LA,ACADIA,2013,24201541.2825
LA,ACADIA,2014,21897397.552725
LA,ALLEN,2006,7177884.4870375
LA,ALLEN,2007,7679717.6171625005
LA,ALLEN,2008,8279029.11285
LA,ALLEN,2009,8412931.306575
LA,ALLEN,2010,8469248.49795
LA,ALLEN,2011,9760416.0413625
LA,ALLEN,2012,10181266.0913625
LA,ALLEN,2013,10361889.2925
LA,ALLEN,2014,11592336.633862501
LA,ASCENSION,2006,35438970.74385
LA,ASCENSION,2007,49368451.4351625
LA,ASCENSION,2008,61842942.3414875
LA,ASCENSION,2009,60366674.446125
LA,ASCENSION,2010,51644712.5743125
LA,ASCENSION,2011,50271129.34545
LA,ASCENSION,2012,54917657.0986125
LA,ASCENSION,2013,55609493.8338375
LA,ASCENSION,2014,53657422.2958875
LA,ASSUMPTION,2006,2061179.0965
LA,ASSUMPTION,2007,2491523.3865
LA,ASSUMPTION,2008,3091163.84475
LA,ASSUMPTION,2009,2077710.45
LA,ASSUMPTION,2010,1739313.45
LA,ASSUMPTION,2011,2139578.0625
LA,ASSUMPTION,2012,2067624.3900000001
LA,ASSUMPTION,2013,1987120.7325
LA,ASSUMPTION,2014,2277938.625
LA,AVOYELLES,2006,11049506.649500001
LA,AVOYELLES,2007,12141320.4963625
LA,AVOYELLES,2008,13728922.693500001
LA,AVOYELLES,2009,14915395.012500001
LA,AVOYELLES,2010,14679202.8375
LA,AVOYELLES,2011,16227265.035
LA,AVOYELLES,2012,17827772.9175
LA,AVOYELLES,2013,18511341.8625
LA,AVOYELLES,2014,20507076.255
LA,BEAUREGARD,2006,5257439.6518625
LA,BEAUREGARD,2007,5897396.665087501
LA,BEAUREGARD,2008,6892027.2228125
LA,BEAUREGARD,2009,9384884.790225001
LA,BEAUREGARD,2010,11963268.4688625
LA,BEAUREGARD,2011,13482920.0590875
LA,BEAUREGARD,2012,14389204.5881625
LA,BEAUREGARD,2013,11149170.8652
LA,BEAUREGARD,2014,10645584.9040875
LA,BIENVILLE,2006,2025970.2222625
LA,BIENVILLE,2007,2090879.8047625
LA,BIENVILLE,2008,2116402.6913625
LA,BIENVILLE,2009,2146614.9463500003
LA,BIENVILLE,2010,2121389.85
LA,BIENVILLE,2011,2264131.6352250003
LA,BIENVILLE,2012,2412041.3786250004
LA,BIENVILLE,2013,2169349.6125000003
LA,BIENVILLE,2014,2197714.4625
LA,BOSSIER,2006,24591047.7265375
LA,BOSSIER,2007,26690084.6467625
LA,BOSSIER,2008,29140262.994675
LA,BOSSIER,2009,30018756.3652125
LA,BOSSIER,2010,31526723.84835
LA,BOSSIER,2011,33400995.486525
LA,BOSSIER,2012,32424532.018125
LA,BOSSIER,2013,32252838.330450002
LA,BOSSIER,2014,34441013.6890875
LA,CADDO,2006,80205932.9364875
LA,CADDO,2007,86803848.0817875
LA,CADDO,2008,91826526.5607375
LA,CADDO,2009,93437517.2437875
LA,CADDO,2010,92875088.6628
LA,CADDO,2011,93402648.707025
LA,CADDO,2012,99713905.8382875
LA,CADDO,2013,100395815.11065
LA,CADDO,2014,105016141.0201875
LA,CALCASIEU,2006,56335230.528625004
LA,CALCASIEU,2007,59340146.377075
LA,CALCASIEU,2008,62653204.2549875
LA,CALCASIEU,2009,62877029.4072
LA,CALCASIEU,2010,58473690.236325
LA,CALCASIEU,2011,66149434.4340375
LA,CALCASIEU,2012,69030196.2298125
LA,CALCASIEU,2013,69990230.1452625
LA,CALCASIEU,2014,72573188.3254875
LA,CALDWELL,2006,3402569.735225
LA,CALDWELL,2007,3303614.477725
LA,CALDWELL,2008,3661493.9893125
LA,CALDWELL,2009,3805494.4915875
LA,CALDWELL,2010,3747420.1693125004
LA,CALDWELL,2011,3715540.4895375003
LA,CALDWELL,2012,3788935.6254375
LA,CALDWELL,2013,3540671.5518
LA,CALDWELL,2014,3696429.5938500003
LA,CAMERON,2011,2185.8750000000005
LA,CAMERON,2012,28485.975000000002
LA,CAMERON,2013,32586.840000000004
LA,CAMERON,2014,40012.875
LA,CATAHOULA,2006,2622833.7748125
LA,CATAHOULA,2007,3064068.54195
LA,CATAHOULA,2008,3184729.7259
LA,CATAHOULA,2009,3273920.7938625
LA,CATAHOULA,2010,3358596.3115875
LA,CATAHOULA,2011,3745525.575
LA,CATAHOULA,2012,3907060.2225
LA,CATAHOULA,2013,4286616.0375
LA,CATAHOULA,2014,4842798.045
LA,CLAIBORNE,2006,3968589.3234
LA,CLAIBORNE,2007,4589629.65885
LA,CLAIBORNE,2008,5019091.6942875
LA,CLAIBORNE,2009,6557722.669050001
LA,CLAIBORNE,2010,7021029.158625
LA,CLAIBORNE,2011,6781731.5034
LA,CLAIBORNE,2012,6781329.3488625
LA,CLAIBORNE,2013,6750895.2075000005
LA,CLAIBORNE,2014,6283870.6125
LA,CONCORDIA,2006,3217233.5357250003
LA,CONCORDIA,2007,3942997.1520000002
LA,CONCORDIA,2008,4987364.6715
LA,CONCORDIA,2009,4956159.015000001
LA,CONCORDIA,2010,4785403.6725
LA,CONCORDIA,2011,5167210.755675
LA,CONCORDIA,2012,5481494.1429375
LA,CONCORDIA,2013,5126622.96
LA,CONCORDIA,2014,5170924.245
LA,DE SOTO,2006,3884347.863175
LA,DE SOTO,2007,4720608.166125
LA,DE SOTO,2008,5600356.1384000005
LA,DE SOTO,2009,4751077.324087501
LA,DE SOTO,2010,4627306.4325
LA,DE SOTO,2011,4950024.9340875
LA,DE SOTO,2012,4935913.665675
LA,DE SOTO,2013,4712717.2693125
LA,DE SOTO,2014,5063637.6495375
LA,EAST BATON ROUGE,2006,174592261.2468375
LA,EAST BATON ROUGE,2007,219140185.108675
LA,EAST BATON ROUGE,2008,272554562.223675
LA,EAST BATON ROUGE,2009,253301943.1401375
LA,EAST BATON ROUGE,2010,219093158.683125
LA,EAST BATON ROUGE,2011,208995056.1524625
LA,EAST BATON ROUGE,2012,210728836.22666252
LA,EAST BATON ROUGE,2013,201511670.518425
LA,EAST BATON ROUGE,2014,186038420.2581375
LA,EAST CARROLL,2006,578409.705
LA,EAST CARROLL,2007,652427.6685
LA,EAST CARROLL,2008,797832.888
LA,EAST CARROLL,2009,904303.1025
LA,EAST CARROLL,2010,979151.265
LA,EAST CARROLL,2011,1008659.985
LA,EAST CARROLL,2012,1397796.54
LA,EAST CARROLL,2013,1197574.1625
LA,EAST CARROLL,2014,1266121.725
LA,EAST FELICIANA,2006,2844699.044
LA,EAST FELICIANA,2007,3155328.1895
LA,EAST FELICIANA,2008,3576453.91275
LA,EAST FELICIANA,2009,3354183.06
LA,EAST FELICIANA,2010,3696991.5
LA,EAST FELICIANA,2011,3723859.5525
LA,EAST FELICIANA,2012,3530397.607725
LA,EAST FELICIANA,2013,3106247.707725
LA,EAST FELICIANA,2014,3241497.6413625
LA,EVANGELINE,2006,12528685.4730875
LA,EVANGELINE,2007,14012476.592
LA,EVANGELINE,2008,15881152.273500001
LA,EVANGELINE,2009,17392888.6995375
LA,EVANGELINE,2010,16664772.064537501
LA,EVANGELINE,2011,20254758.8888625
LA,EVANGELINE,2012,26823333.7324875
LA,EVANGELINE,2013,27114630.953175
LA,EVANGELINE,2014,28672256.2702125
LA,FRANKLIN,2006,2994440.0753625003
LA,FRANKLIN,2007,3559723.7402250003
LA,FRANKLIN,2008,3529281.49
LA,FRANKLIN,2009,3761230.395
LA,FRANKLIN,2010,3757798.8525
LA,FRANKLIN,2011,4507169.3063625
LA,FRANKLIN,2012,5017197.78
LA,FRANKLIN,2013,5021184.6825
LA,FRANKLIN,2014,4737930.735
LA,GRANT,2006,1250805.5175
LA,GRANT,2007,1679404.5375
LA,GRANT,2008,1514295.51
LA,GRANT,2009,2267935.305
LA,GRANT,2010,2747924.2725
LA,GRANT,2011,3700710.8888625
LA,GRANT,2012,4104172.515
LA,GRANT,2013,4443323.97
LA,GRANT,2014,4678460.325225
LA,IBERIA,2006,15047063.4147125
LA,IBERIA,2007,17811765.2369875
LA,IBERIA,2008,21671321.5450625
LA,IBERIA,2009,24151640.8711125
LA,IBERIA,2010,25043766.036112502
LA,IBERIA,2011,31655969.382487502
LA,IBERIA,2012,31761023.4495375
LA,IBERIA,2013,28887486.51045
LA,IBERIA,2014,25822940.250675
LA,IBERVILLE,2006,9284788.0965
LA,IBERVILLE,2007,11613358.2504375
LA,IBERVILLE,2008,16841815.8244125
LA,IBERVILLE,2009,21688963.035675
LA,IBERVILLE,2010,23445683.27295
LA,IBERVILLE,2011,18136408.1449875
LA,IBERVILLE,2012,21434022.33045
LA,IBERVILLE,2013,23707690.583175
LA,IBERVILLE,2014,19641449.66295
LA,JACKSON,2006,3117684.0538625
LA,JACKSON,2007,3186197.007725
LA,JACKSON,2008,3570919.7925
LA,JACKSON,2009,3837917.7225
LA,JACKSON,2010,3902622.0900000003
LA,JACKSON,2011,4703119.267725
LA,JACKSON,2012,4913407.1775
LA,JACKSON,2013,4738907.6475
LA,JACKSON,2014,5222524.5
LA,JEFFERSON,2006,313216871.4002875
LA,JEFFERSON,2007,229181121.13462502
LA,JEFFERSON,2008,224671687.4103375
LA,JEFFERSON,2009,212495731.587825
LA,JEFFERSON,2010,249260011.91587502
LA,JEFFERSON,2011,244762039.1457375
LA,JEFFERSON,2012,236446276.16317502
LA,JEFFERSON,2013,239099592.828825
LA,JEFFERSON,2014,226065916.7621625
LA,JEFFERSON DAVIS,2006,10851631.038175
LA,JEFFERSON DAVIS,2007,12611390.261400001
LA,JEFFERSON DAVIS,2008,14298758.5226875
LA,JEFFERSON DAVIS,2009,13673296.666125
LA,JEFFERSON DAVIS,2010,11856260.9888625
LA,JEFFERSON DAVIS,2011,12600203.055
LA,JEFFERSON DAVIS,2012,11984341.8868125
LA,JEFFERSON DAVIS,2013,11571289.290450001
LA,JEFFERSON DAVIS,2014,12786299.46
LA,LA SALLE,2006,3570543.7813500003
LA,LA SALLE,2007,4503111.98625
LA,LA SALLE,2008,4978753.8654375
LA,LA SALLE,2009,5705937.114525001
LA,LA SALLE,2010,6206684.319975
LA,LA SALLE,2011,6813356.5695375
LA,LA SALLE,2012,7597359.202725
LA,LA SALLE,2013,7459239.2443125
LA,LA SALLE,2014,8371265.16
LA,LAFAYETTE,2006,156600964.0264
LA,LAFAYETTE,2007,158638798.6003
LA,LAFAYETTE,2008,136833469.8552125
LA,LAFAYETTE,2009,148725408.0307875
LA,LAFAYETTE,2010,153502397.0067
LA,LAFAYETTE,2011,153700409.1197625
LA,LAFAYETTE,2012,149565428.3016
LA,LAFAYETTE,2013,124854702.1838625
LA,LAFAYETTE,2014,113761439.304525
LA,LAFOURCHE,2006,23000353.234500002
LA,LAFOURCHE,2007,25493740.149
LA,LAFOURCHE,2008,28267438.3115375
LA,LAFOURCHE,2009,28037862.601350002
LA,LAFOURCHE,2010,26623302.6279375
LA,LAFOURCHE,2011,29103236.41635
LA,LAFOURCHE,2012,32128895.7124875
LA,LAFOURCHE,2013,32766811.2040875
LA,LAFOURCHE,2014,35277944.348175
LA,LINCOLN,2006,5850962.1088375
LA,LINCOLN,2007,7031507.78999
LA,LINCOLN,2008,7795020.693375001
LA,LINCOLN,2009,10582110.682725001
LA,LINCOLN,2010,10152862.939537501
LA,LINCOLN,2011,9256106.5763625
LA,LINCOLN,2012,10113161.1568125
LA,LINCOLN,2013,10745414.30295
LA,LINCOLN,2014,10627021.3425
LA,LIVINGSTON,2006,53682311.6257
LA,LIVINGSTON,2007,69122623.029175
LA,LIVINGSTON,2008,93400563.3065875
LA,LIVINGSTON,2009,92170063.80045
LA,LIVINGSTON,2010,89537313.068175
LA,LIVINGSTON,2011,115093433.02545
LA,LIVINGSTON,2012,99302539.9272375
LA,LIVINGSTON,2013,95169258.67635
LA,LIVINGSTON,2014,98959763.7281625
LA,MADISON,2006,1204404.0413625
LA,MADISON,2007,1230879.2738625
LA,MADISON,2008,1396602.315
LA,MADISON,2009,1773721.680225
LA,MADISON,2010,1942322.8875
LA,MADISON,2011,1936010.1225
LA,MADISON,2012,1941499.687725
LA,MADISON,2013,2064490.1475
LA,MADISON,2014,1963448.25
LA,MOREHOUSE,2006,4313947.3513625
LA,MOREHOUSE,2007,4867044.275
LA,MOREHOUSE,2008,5184332.8223625
LA,MOREHOUSE,2009,5770818.1688625
LA,MOREHOUSE,2010,6555045.0188625
LA,MOREHOUSE,2011,6668748.0938625
LA,MOREHOUSE,2012,7305269.7975
LA,MOREHOUSE,2013,7373503.2075000005
LA,MOREHOUSE,2014,7797828.8063625
LA,NATCHITOCHES,2006,6059629.2190875
LA,NATCHITOCHES,2007,6482656.8053125
LA,NATCHITOCHES,2008,7036689.0918125
LA,NATCHITOCHES,2009,7415151.4988625
LA,NATCHITOCHES,2010,7129406.220225
LA,NATCHITOCHES,2011,8484453.7359
LA,NATCHITOCHES,2012,8627149.50045
LA,NATCHITOCHES,2013,10285210.2678375
LA,NATCHITOCHES,2014,11260788.4017
LA,ORLEANS,2006,23128213.4207625
LA,ORLEANS,2007,33462623.837300003
LA,ORLEANS,2008,39570213.45085
LA,ORLEANS,2009,49043772.640200004
LA,ORLEANS,2010,56043643.893375
LA,ORLEANS,2011,66898651.59345
LA,ORLEANS,2012,70771986.2772
LA,ORLEANS,2013,70953280.639275
LA,ORLEANS,2014,67691161.0093125
LA,OUACHITA,2006,30513224.107437503
LA,OUACHITA,2007,33407721.7704125
LA,OUACHITA,2008,36479386.7859625
LA,OUACHITA,2009,38188835.133825004
LA,OUACHITA,2010,40100405.8011
LA,OUACHITA,2011,38264985.3681375
LA,OUACHITA,2012,41363490.422212504
LA,OUACHITA,2013,43259359.5217875
LA,OUACHITA,2014,44365691.47725
LA,PLAQUEMINES,2006,1004117.235
LA,PLAQUEMINES,2007,1156588.7588625
LA,PLAQUEMINES,2008,1195865.2575
LA,PLAQUEMINES,2009,1296355.89
LA,PLAQUEMINES,2010,1775896.35
LA,PLAQUEMINES,2011,3071526.6
LA,PLAQUEMINES,2012,3822942.7013625
LA,PLAQUEMINES,2013,5909718.045
LA,PLAQUEMINES,2014,5693088.1688625
LA,POINTE COUPEE,2006,4201442.1845
LA,POINTE COUPEE,2007,4847749.54
LA,POINTE COUPEE,2008,5206733.215
LA,POINTE COUPEE,2009,5811543.7725
LA,POINTE COUPEE,2010,5439306.525
LA,POINTE COUPEE,2011,5660401.29
LA,POINTE COUPEE,2012,6843555.45
LA,POINTE COUPEE,2013,6436625.385
LA,POINTE COUPEE,2014,7333242.795
LA,RAPIDES,2006,44240359.754700005
LA,RAPIDES,2007,50632002.163412504
LA,RAPIDES,2008,56055185.099875
LA,RAPIDES,2009,61521615.033375
LA,RAPIDES,2010,65065837.0997625
LA,RAPIDES,2011,78992921.84295
LA,RAPIDES,2012,87487504.2499875
LA,RAPIDES,2013,90368148.2090625
LA,RAPIDES,2014,91654975.171125
LA,RED RIVER,2006,2282565.590225
LA,RED RIVER,2007,2589812.412725
LA,RED RIVER,2008,2800484.4265875
LA,RED RIVER,2009,3279254.3850000002
LA,RED RIVER,2010,3409175.062725
LA,RED RIVER,2011,3944919.6225
LA,RED RIVER,2012,4196930.3440875
LA,RED RIVER,2013,4773096.045
LA,RED RIVER,2014,3688039.575
LA,RICHLAND,2006,3601039.1805000002
LA,RICHLAND,2007,4245952.966362501
LA,RICHLAND,2008,4949523.6825
LA,RICHLAND,2009,5355356.055225
LA,RICHLAND,2010,5576710.035
LA,RICHLAND,2011,6452048.970225
LA,RICHLAND,2012,6685570.680000001
LA,RICHLAND,2013,7276810.4325
LA,RICHLAND,2014,8424433.582725
LA,SABINE,2006,4020091.50545
LA,SABINE,2007,4242411.6347625
LA,SABINE,2008,4539390.9897625
LA,SABINE,2009,5150443.35135
LA,SABINE,2010,6158118.997725001
LA,SABINE,2011,8055022.3704375
LA,SABINE,2012,7472093.966587501
LA,SABINE,2013,7226471.4413625
LA,SABINE,2014,5763935.1788625
LA,SAINT BERNARD,2006,6220795.09045
LA,SAINT BERNARD,2007,12027462.159387501
LA,SAINT BERNARD,2008,12362588.848212501
LA,SAINT BERNARD,2009,15677883.8752125
LA,SAINT BERNARD,2010,19357404.8974875
LA,SAINT BERNARD,2011,24301443.991125
LA,SAINT BERNARD,2012,31105794.459525
LA,SAINT BERNARD,2013,45197180.01315
LA,SAINT BERNARD,2014,60276029.4970125
LA,SAINT CHARLES,2006,20960431.66025
LA,SAINT CHARLES,2007,28889389.07315
LA,SAINT CHARLES,2008,25946057.5057
LA,SAINT CHARLES,2009,25117393.76475
LA,SAINT CHARLES,2010,23158941.976575002
LA,SAINT CHARLES,2011,22278593.438625
LA,SAINT CHARLES,2012,24901056.4509
LA,SAINT CHARLES,2013,24090696.5447625
LA,SAINT CHARLES,2014,20771855.4943125
LA,SAINT HELENA,2006,1411777.09
LA,SAINT HELENA,2007,1237681.225
LA,SAINT HELENA,2008,1306820.0
LA,SAINT HELENA,2009,1309928.7525
LA,SAINT HELENA,2010,1401070.1625
LA,SAINT HELENA,2011,1182541.9875
LA,SAINT HELENA,2012,981530.4375
LA,SAINT HELENA,2013,1032689.0850000001
LA,SAINT HELENA,2014,1625867.5913625
LA,SAINT JAMES,2006,2299359.877725
LA,SAINT JAMES,2007,2647938.9238625
LA,SAINT JAMES,2008,2703640.6165875
LA,SAINT JAMES,2009,2664443.205225
LA,SAINT JAMES,2010,2834576.6293125
LA,SAINT JAMES,2011,3680647.3265625
LA,SAINT JAMES,2012,4313484.87495
LA,SAINT JAMES,2013,5129351.9334
LA,SAINT JAMES,2014,6388203.5663625
LA,SAINT LANDRY,2006,29407037.045225002
LA,SAINT LANDRY,2007,31319417.1828625
LA,SAINT LANDRY,2008,34152151.5273125
LA,SAINT LANDRY,2009,38958609.24135
LA,SAINT LANDRY,2010,39064140.476587504
LA,SAINT LANDRY,2011,45661226.191125
LA,SAINT LANDRY,2012,47393331.9211125
LA,SAINT LANDRY,2013,44773444.845675
LA,SAINT LANDRY,2014,49798561.1418
LA,SAINT MARTIN,2006,9418159.9758125
LA,SAINT MARTIN,2007,11241900.685812501
LA,SAINT MARTIN,2008,12041295.63175
LA,SAINT MARTIN,2009,12801186.825000001
LA,SAINT MARTIN,2010,13301271.097725
LA,SAINT MARTIN,2011,15292046.67
LA,SAINT MARTIN,2012,15510978.1284
LA,SAINT MARTIN,2013,15328041.0159
LA,SAINT MARTIN,2014,18195259.5268125
LA,SAINT MARY,2006,13836152.285950001
LA,SAINT MARY,2007,15554985.2997625
LA,SAINT MARY,2008,18141074.702037502
LA,SAINT MARY,2009,21393967.3693125
LA,SAINT MARY,2010,22776481.28295
LA,SAINT MARY,2011,23302223.31045
LA,SAINT MARY,2012,26605501.642725002
LA,SAINT MARY,2013,24288227.302725002
LA,SAINT MARY,2014,26736044.985225
LA,SAINT TAMMANY,2006,116296966.6779625
LA,SAINT TAMMANY,2007,128166158.992925
LA,SAINT TAMMANY,2008,127520996.32188751
LA,SAINT TAMMANY,2009,130049016.749925
LA,SAINT TAMMANY,2010,124638550.50825
LA,SAINT TAMMANY,2011,136465602.2196
LA,SAINT TAMMANY,2012,153516805.98615
LA,SAINT TAMMANY,2013,145220315.0941875
LA,SAINT TAMMANY,2014,127358932.7877
LA,ST JOHN THE BAPTIST,2006,6916252.4543625
LA,ST JOHN THE BAPTIST,2007,8014117.848
LA,ST JOHN THE BAPTIST,2008,8275879.833000001
LA,ST JOHN THE BAPTIST,2009,9090706.5
LA,ST JOHN THE BAPTIST,2010,10133526.5775
LA,ST JOHN THE BAPTIST,2011,11505497.80545
LA,ST JOHN THE BAPTIST,2012,12977060.477025
LA,ST JOHN THE BAPTIST,2013,14833876.6547625
LA,ST JOHN THE BAPTIST,2014,17471692.517925
LA,TANGIPAHOA,2006,45676949.2699
LA,TANGIPAHOA,2007,51354932.183175
LA,TANGIPAHOA,2008,58748084.8504375
LA,TANGIPAHOA,2009,69047374.427475
LA,TANGIPAHOA,2010,75754272.5311125
LA,TANGIPAHOA,2011,80884743.399525
LA,TANGIPAHOA,2012,80018305.593375
LA,TANGIPAHOA,2013,83771837.335425
LA,TANGIPAHOA,2014,96113671.8133875
LA,TENSAS,2006,316887.7785
LA,TENSAS,2007,317066.706
LA,TENSAS,2008,380219.43750000006
LA,TENSAS,2009,323461.87500000006
LA,TENSAS,2010,475539.4125000001
LA,TENSAS,2011,711591.9
LA,TENSAS,2012,588823.0875
LA,TENSAS,2013,681154.0800000001
LA,TENSAS,2014,759517.6050000001
LA,TERREBONNE,2006,24503814.55595
LA,TERREBONNE,2007,26357124.676675
LA,TERREBONNE,2008,27740908.5628125
LA,TERREBONNE,2009,28272696.4695375
LA,TERREBONNE,2010,31942584.337725002
LA,TERREBONNE,2011,34830655.763175
LA,TERREBONNE,2012,40441836.8737125
LA,TERREBONNE,2013,40946924.7690375
LA,TERREBONNE,2014,42372570.3345375
LA,UNION,2006,3011306.7627250003
LA,UNION,2007,3150783.575
LA,UNION,2008,3577005.0790875
LA,UNION,2009,3771723.8850000002
LA,UNION,2010,3598199.865
LA,UNION,2011,4327234.2
LA,UNION,2012,4968783.48
LA,UNION,2013,5110301.9363625
LA,UNION,2014,5804258.3625
LA,VERMILION,2006,10475480.1830375
LA,VERMILION,2007,11275819.4823875
LA,VERMILION,2008,11924919.392875
LA,VERMILION,2009,12413679.578625001
LA,VERMILION,2010,15372643.1822625
LA,VERMILION,2011,26569639.7302125
LA,VERMILION,2012,15220572.3736125
LA,VERMILION,2013,12172007.5390875
LA,VERMILION,2014,13506907.1663625
LA,VERNON,2006,8396049.7883625
LA,VERNON,2007,10835487.011225
LA,VERNON,2008,12812608.43345
LA,VERNON,2009,14709703.9725
LA,VERNON,2010,16496207.8468125
LA,VERNON,2011,21723282.601125002
LA,VERNON,2012,25884404.31975
LA,VERNON,2013,24997804.493625
LA,VERNON,2014,23655867.39
LA,WASHINGTON,2006,22215575.851175
LA,WASHINGTON,2007,20747801.678037502
LA,WASHINGTON,2008,25645672.575675
LA,WASHINGTON,2009,23497370.235675
LA,WASHINGTON,2010,36846636.8224875
LA,WASHINGTON,2011,67365468.7959
LA,WASHINGTON,2012,50333993.8331625
LA,WASHINGTON,2013,43479275.843625
LA,WASHINGTON,2014,35439144.1920375
LA,WEBSTER,2006,10502471.433937501
LA,WEBSTER,2007,11226553.2766125
LA,WEBSTER,2008,13568984.77815
LA,WEBSTER,2009,12969597.5461125
LA,WEBSTER,2010,13009432.4268
LA,WEBSTER,2011,13720795.02135
LA,WEBSTER,2012,13724404.471350001
LA,WEBSTER,2013,14544321.234075
LA,WEBSTER,2014,14231398.3547625
LA,WEST BATON ROUGE,2006,9865993.1263625
LA,WEST BATON ROUGE,2007,14221595.879
LA,WEST BATON ROUGE,2008,17833537.239
LA,WEST BATON ROUGE,2009,14392586.985
LA,WEST BATON ROUGE,2010,14000532.525
LA,WEST BATON ROUGE,2011,9453043.815
LA,WEST BATON ROUGE,2012,10151598.06
LA,WEST BATON ROUGE,2013,10608381.1125
LA,WEST BATON ROUGE,2014,12837939.24
LA,WEST CARROLL,2006,1460678.895
LA,WEST CARROLL,2007,1359245.5088625
LA,WEST CARROLL,2008,1456658.4338625001
LA,WEST CARROLL,2009,1522654.1259
LA,WEST CARROLL,2010,1597276.56795
LA,WEST CARROLL,2011,1918212.1463625
LA,WEST CARROLL,2012,2117895.35295
LA,WEST CARROLL,2013,2144407.455
LA,WEST CARROLL,2014,2192517.255
LA,WEST FELICIANA,2006,1065699.1940000001
LA,WEST FELICIANA,2007,1194876.3990000002
LA,WEST FELICIANA,2008,1325670.0000000002
LA,WEST FELICIANA,2009,1727254.3125000002
LA,WEST FELICIANA,2010,1884366.7275
LA,WEST FELICIANA,2011,2329086.1613625
LA,WEST FELICIANA,2012,2243945.5238625
LA,WEST FELICIANA,2013,2523041.7975000003
LA,WEST FELICIANA,2014,2543899.3425000003
LA,WINN,2006,4122129.535225
LA,WINN,2007,4002713.8875
LA,WINN,2008,4711664.1688625
LA,WINN,2009,5157802.74
LA,WINN,2010,5326771.575225
LA,WINN,2011,6505245.592725
LA,WINN,2012,6397830.390000001
LA,WINN,2013,7148018.512725
LA,WINN,2014,7130548.2
SC,ABBEVILLE,2006,3136215.3893625
SC,ABBEVILLE,2007,3228788.9968625
SC,ABBEVILLE,2008,3070379.7092625
SC,ABBEVILLE,2009,3827607.0649875
SC,ABBEVILLE,2010,4657525.8124875
SC,ABBEVILLE,2011,4833266.0175
SC,ABBEVILLE,2012,4835180.1675
SC,ABBEVILLE,2013,4846713.1575
SC,ABBEVILLE,2014,5095215.93
SC,AIKEN,2006,28106759.579350002
SC,AIKEN,2007,35225810.7513
SC,AIKEN,2008,40748319.459325
SC,AIKEN,2009,47083045.5072
SC,AIKEN,2010,55427033.2656
SC,AIKEN,2011,63048093.239175
SC,AIKEN,2012,70083223.9414125
SC,AIKEN,2013,67795034.2015875
SC,AIKEN,2014,71560478.2206
SC,ALLENDALE,2006,1251188.5455
SC,ALLENDALE,2007,1507983.3630000001
SC,ALLENDALE,2008,3375121.5975
SC,ALLENDALE,2009,2153477.94
SC,ALLENDALE,2010,2126623.8825
SC,ALLENDALE,2011,2680283.595
SC,ALLENDALE,2012,2997699.465
SC,ALLENDALE,2013,2639250.9225
SC,ALLENDALE,2014,3053942.46
SC,ANDERSON,2006,58870655.566225
SC,ANDERSON,2007,61807157.7810875
SC,ANDERSON,2008,66875668.9333625
SC,ANDERSON,2009,76478618.48475
SC,ANDERSON,2010,80556285.5605875
SC,ANDERSON,2011,85944750.8625
