STNAME,CTYNAME,YEAR,POPULATION,BUYER_COUNTY_x,BUYER_STATE_x,FIPS Code,State_x,BUYER_STATE_y,BUYER_COUNTY_y,MME,State_y
Florida,COLUMBIA,2011,67326,COLUMBIA,FL,12023,Florida,FL,COLUMBIA,50996453.025,Florida
Florida,COLUMBIA,2012,67903,COLUMBIA,FL,12023,Florida,FL,COLUMBIA,49737844.83,Florida
Florida,COLUMBIA,2013,67444,COLUMBIA,FL,12023,Florida,FL,COLUMBIA,43371389.460225,Florida
Florida,COLUMBIA,2014,67821,COLUMBIA,FL,12023,Florida,FL,COLUMBIA,43490019.1088625,Florida
Florida,DE SOTO,2006,34764,DE SOTO,FL,12027,Florida,FL,DE SOTO,7179580.0115,Florida
Florida,DE SOTO,2007,35096,DE SOTO,FL,12027,Florida,FL,DE SOTO,7726090.7717925,Florida
Florida,DE SOTO,2008,35036,DE SOTO,FL,12027,Florida,FL,DE SOTO,7953604.365,Florida
Florida,DE SOTO,2009,35297,DE SOTO,FL,12027,Florida,FL,DE SOTO,9826920.24,Florida
Florida,DE SOTO,2010,34935,DE SOTO,FL,12027,Florida,FL,DE SOTO,13087621.2375,Florida
Florida,DE SOTO,2011,34847,DE SOTO,FL,12027,Florida,FL,DE SOTO,18280029.405,Florida
Florida,DE SOTO,2012,35003,DE SOTO,FL,12027,Florida,FL,DE SOTO,16695973.7925,Florida
Florida,DE SOTO,2013,34903,DE SOTO,FL,12027,Florida,FL,DE SOTO,12911400.7463625,Florida
Florida,DE SOTO,2014,35333,DE SOTO,FL,12027,Florida,FL,DE SOTO,13080032.3513625,Florida
Florida,DIXIE,2006,14859,DIXIE,FL,12029,Florida,FL,DIXIE,2952746.125,Florida
Florida,DIXIE,2007,14871,DIXIE,FL,12029,Florida,FL,DIXIE,3098699.7413625,Florida
Florida,DIXIE,2008,14846,DIXIE,FL,12029,Florida,FL,DIXIE,3247389.765,Florida
Florida,DIXIE,2009,14824,DIXIE,FL,12029,Florida,FL,DIXIE,2874669.0413625,Florida
Florida,DIXIE,2010,16399,DIXIE,FL,12029,Florida,FL,DIXIE,2657110.35,Florida
Florida,DIXIE,2011,16403,DIXIE,FL,12029,Florida,FL,DIXIE,2559382.17,Florida
Florida,DIXIE,2012,16152,DIXIE,FL,12029,Florida,FL,DIXIE,3326242.5943125,Florida
Florida,DIXIE,2013,16084,DIXIE,FL,12029,Florida,FL,DIXIE,3489151.2865875,Florida
Florida,DIXIE,2014,16041,DIXIE,FL,12029,Florida,FL,DIXIE,3425045.46,Florida
Florida,DUVAL,2006,842100,DUVAL,FL,12031,Florida,FL,DUVAL,293452975.4726625,Florida
Florida,DUVAL,2007,848841,DUVAL,FL,12031,Florida,FL,DUVAL,344954365.4414875,Florida
Florida,DUVAL,2008,853116,DUVAL,FL,12031,Florida,FL,DUVAL,408809255.0861,Florida
Florida,DUVAL,2009,857040,DUVAL,FL,12031,Florida,FL,DUVAL,534398118.6508125,Florida
Florida,DUVAL,2010,865653,DUVAL,FL,12031,Florida,FL,DUVAL,765000296.9472001,Florida
Florida,DUVAL,2011,872483,DUVAL,FL,12031,Florida,FL,DUVAL,659029698.1377751,Florida
Florida,DUVAL,2012,880349,DUVAL,FL,12031,Florida,FL,DUVAL,555328079.6860125,Florida
Florida,DUVAL,2013,886277,DUVAL,FL,12031,Florida,FL,DUVAL,479245856.25675,Florida
Florida,DUVAL,2014,897094,DUVAL,FL,12031,Florida,FL,DUVAL,458931816.8174625,Florida
Florida,ESCAMBIA,2006,305287,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,96186447.3270125,Florida
Florida,ESCAMBIA,2007,302580,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,113832921.20252752,Florida
Florida,ESCAMBIA,2008,302776,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,116136843.9933875,Florida
Florida,ESCAMBIA,2009,303343,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,127790391.844725,Florida
Florida,ESCAMBIA,2010,298069,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,156708207.4941,Florida
Florida,ESCAMBIA,2011,299478,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,146310743.824275,Florida
Florida,ESCAMBIA,2012,303556,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,129016234.284,Florida
Florida,ESCAMBIA,2013,306879,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,120867662.35995,Florida
Florida,ESCAMBIA,2014,308200,ESCAMBIA,FL,12033,Florida,FL,ESCAMBIA,128874831.8788125,Florida
Florida,FLAGLER,2006,82285,FLAGLER,FL,12035,Florida,FL,FLAGLER,21015019.383675,Florida
Florida,FLAGLER,2007,88088,FLAGLER,FL,12035,Florida,FL,FLAGLER,24313087.5877625,Florida
Florida,FLAGLER,2008,90700,FLAGLER,FL,12035,Florida,FL,FLAGLER,30727470.41245,Florida
Florida,FLAGLER,2009,91622,FLAGLER,FL,12035,Florida,FL,FLAGLER,45094206.1172625,Florida
Florida,FLAGLER,2010,96065,FLAGLER,FL,12035,Florida,FL,FLAGLER,54742939.0545375,Florida
Florida,FLAGLER,2011,97473,FLAGLER,FL,12035,Florida,FL,FLAGLER,58500274.695675,Florida
Florida,FLAGLER,2012,98461,FLAGLER,FL,12035,Florida,FL,FLAGLER,54252292.179525,Florida
Florida,FLAGLER,2013,99845,FLAGLER,FL,12035,Florida,FL,FLAGLER,48704706.1397625,Florida
Florida,FLAGLER,2014,101961,FLAGLER,FL,12035,Florida,FL,FLAGLER,50287446.56385,Florida
Florida,FRANKLIN,2006,11134,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2174577.223,Florida
Florida,FRANKLIN,2007,11272,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2099076.5175,Florida
Florida,FRANKLIN,2008,11247,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2152977.9473625,Florida
Florida,FRANKLIN,2009,11280,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,1955352.12,Florida
Florida,FRANKLIN,2010,11523,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2736876.3675,Florida
Florida,FRANKLIN,2011,11471,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2695184.8163625,Florida
Florida,FRANKLIN,2012,11609,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,2741930.6925,Florida
Florida,FRANKLIN,2013,11520,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,3648692.2463625,Florida
Florida,FRANKLIN,2014,11656,FRANKLIN,FL,12037,Florida,FL,FRANKLIN,3280546.59,Florida
Florida,GADSDEN,2006,46109,GADSDEN,FL,12039,Florida,FL,GADSDEN,6021017.100225001,Florida
Florida,GADSDEN,2007,46728,GADSDEN,FL,12039,Florida,FL,GADSDEN,7138511.4675,Florida
Florida,GADSDEN,2008,47450,GADSDEN,FL,12039,Florida,FL,GADSDEN,6724820.623500001,Florida
Florida,GADSDEN,2009,47474,GADSDEN,FL,12039,Florida,FL,GADSDEN,7168381.8568125,Florida
Florida,GADSDEN,2010,47792,GADSDEN,FL,12039,Florida,FL,GADSDEN,8384369.197500001,Florida
Florida,GADSDEN,2011,47372,GADSDEN,FL,12039,Florida,FL,GADSDEN,10053993.885,Florida
Florida,GADSDEN,2012,46571,GADSDEN,FL,12039,Florida,FL,GADSDEN,8671229.3588625,Florida
Florida,GADSDEN,2013,46084,GADSDEN,FL,12039,Florida,FL,GADSDEN,7827745.4625,Florida
Florida,GADSDEN,2014,46113,GADSDEN,FL,12039,Florida,FL,GADSDEN,8248802.7525,Florida
Florida,GILCHRIST,2006,16558,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,4032605.95,Florida
Florida,GILCHRIST,2007,16918,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,4195956.2895,Florida
Florida,GILCHRIST,2008,17046,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,4955842.2,Florida
Florida,GILCHRIST,2009,17116,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,6117871.9913625,Florida
Florida,GILCHRIST,2010,17006,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,5760958.282725,Florida
Florida,GILCHRIST,2011,17002,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,5709070.005,Florida
Florida,GILCHRIST,2012,16908,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,5469281.2125,Florida
Florida,GILCHRIST,2013,16972,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,5425277.6893125,Florida
Florida,GILCHRIST,2014,17007,GILCHRIST,FL,12041,Florida,FL,GILCHRIST,5756225.8988625,Florida
Florida,GLADES,2009,10950,GLADES,FL,12043,Florida,FL,GLADES,2627311.2,Florida
Florida,GLADES,2010,12877,GLADES,FL,12043,Florida,FL,GLADES,6489442.05,Florida
Florida,GLADES,2011,12842,GLADES,FL,12043,Florida,FL,GLADES,4646468.1,Florida
Florida,GLADES,2012,12676,GLADES,FL,12043,Florida,FL,GLADES,1898209.5,Florida
Florida,GLADES,2013,12680,GLADES,FL,12043,Florida,FL,GLADES,922494.225,Florida
Florida,GLADES,2014,12956,GLADES,FL,12043,Florida,FL,GLADES,924516.6,Florida
Florida,GULF,2006,15713,GULF,FL,12045,Florida,FL,GULF,3543341.616,Florida
Florida,GULF,2007,15763,GULF,FL,12045,Florida,FL,GULF,3813947.766,Florida
Florida,GULF,2008,15683,GULF,FL,12045,Florida,FL,GULF,3573714.215,Florida
Florida,GULF,2009,15755,GULF,FL,12045,Florida,FL,GULF,3494621.7075,Florida
Florida,GULF,2010,15826,GULF,FL,12045,Florida,FL,GULF,4311716.25,Florida
Florida,GULF,2011,15767,GULF,FL,12045,Florida,FL,GULF,3866418.2025,Florida
Florida,GULF,2012,15769,GULF,FL,12045,Florida,FL,GULF,4012652.9025,Florida
Florida,GULF,2013,15887,GULF,FL,12045,Florida,FL,GULF,4059841.1625,Florida
Florida,GULF,2014,16011,GULF,FL,12045,Florida,FL,GULF,4576927.725,Florida
Florida,HAMILTON,2006,14124,HAMILTON,FL,12047,Florida,FL,HAMILTON,1804899.5505,Florida
Florida,HAMILTON,2007,14251,HAMILTON,FL,12047,Florida,FL,HAMILTON,2249353.0935,Florida
Florida,HAMILTON,2008,14412,HAMILTON,FL,12047,Florida,FL,HAMILTON,3039991.791,Florida
Florida,HAMILTON,2009,14592,HAMILTON,FL,12047,Florida,FL,HAMILTON,2305155.3525,Florida
Florida,HAMILTON,2010,14686,HAMILTON,FL,12047,Florida,FL,HAMILTON,3470682.8288625,Florida
Florida,HAMILTON,2011,14596,HAMILTON,FL,12047,Florida,FL,HAMILTON,3033594.8775,Florida
Florida,HAMILTON,2012,14726,HAMILTON,FL,12047,Florida,FL,HAMILTON,2549667.4875,Florida
Florida,HAMILTON,2013,14344,HAMILTON,FL,12047,Florida,FL,HAMILTON,2919704.175,Florida
Florida,HAMILTON,2014,14071,HAMILTON,FL,12047,Florida,FL,HAMILTON,2018258.1375,Florida
Florida,HARDEE,2006,28192,HARDEE,FL,12049,Florida,FL,HARDEE,3682568.105,Florida
Florida,HARDEE,2007,28832,HARDEE,FL,12049,Florida,FL,HARDEE,3996159.5725,Florida
Florida,HARDEE,2008,29135,HARDEE,FL,12049,Florida,FL,HARDEE,4647926.0445,Florida
Florida,HARDEE,2009,29415,HARDEE,FL,12049,Florida,FL,HARDEE,7751621.3925,Florida
Florida,HARDEE,2010,27731,HARDEE,FL,12049,Florida,FL,HARDEE,8867193.39,Florida
Florida,HARDEE,2011,27681,HARDEE,FL,12049,Florida,FL,HARDEE,9282533.205,Florida
Florida,HARDEE,2012,27433,HARDEE,FL,12049,Florida,FL,HARDEE,7940830.0613625,Florida
Florida,HARDEE,2013,27307,HARDEE,FL,12049,Florida,FL,HARDEE,6785162.160225,Florida
Florida,HARDEE,2014,27259,HARDEE,FL,12049,Florida,FL,HARDEE,6878260.0575,Florida
Florida,HENDRY,2006,39106,HENDRY,FL,12051,Florida,FL,HENDRY,16527160.2825,Florida
Florida,HENDRY,2007,39399,HENDRY,FL,12051,Florida,FL,HENDRY,19191329.0120875,Florida
Florida,HENDRY,2008,39602,HENDRY,FL,12051,Florida,FL,HENDRY,20998036.911,Florida
Florida,HENDRY,2009,39594,HENDRY,FL,12051,Florida,FL,HENDRY,22472576.881575,Florida
Florida,HENDRY,2010,39005,HENDRY,FL,12051,Florida,FL,HENDRY,27617015.31,Florida
Florida,HENDRY,2011,38968,HENDRY,FL,12051,Florida,FL,HENDRY,26953096.2488625,Florida
Florida,HENDRY,2012,37864,HENDRY,FL,12051,Florida,FL,HENDRY,19653150.1875,Florida
Florida,HENDRY,2013,37802,HENDRY,FL,12051,Florida,FL,HENDRY,15997448.5575,Florida
Florida,HENDRY,2014,38467,HENDRY,FL,12051,Florida,FL,HENDRY,15226436.2875,Florida
Florida,HERNANDO,2006,163551,HERNANDO,FL,12053,Florida,FL,HERNANDO,78727927.57445,Florida
Florida,HERNANDO,2007,168982,HERNANDO,FL,12053,Florida,FL,HERNANDO,111241430.896115,Florida
Florida,HERNANDO,2008,171447,HERNANDO,FL,12053,Florida,FL,HERNANDO,197158775.3677125,Florida
Florida,HERNANDO,2009,171233,HERNANDO,FL,12053,Florida,FL,HERNANDO,245050015.9472625,Florida
Florida,HERNANDO,2010,172978,HERNANDO,FL,12053,Florida,FL,HERNANDO,331289829.9954375,Florida
Florida,HERNANDO,2011,172877,HERNANDO,FL,12053,Florida,FL,HERNANDO,239292429.870675,Florida
Florida,HERNANDO,2012,172777,HERNANDO,FL,12053,Florida,FL,HERNANDO,163153660.2901875,Florida
Florida,HERNANDO,2013,173721,HERNANDO,FL,12053,Florida,FL,HERNANDO,106870300.3452,Florida
Florida,HERNANDO,2014,175411,HERNANDO,FL,12053,Florida,FL,HERNANDO,106691617.0340625,Florida
Florida,HIGHLANDS,2006,97265,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,22995715.2225,Florida
Florida,HIGHLANDS,2007,98512,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,24466187.28794,Florida
Florida,HIGHLANDS,2008,99034,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,28613962.2635,Florida
Florida,HIGHLANDS,2009,98704,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,33721288.500675,Florida
Florida,HIGHLANDS,2010,98637,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,45729843.5743125,Florida
Florida,HIGHLANDS,2011,98493,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,54161629.2645375,Florida
Florida,HIGHLANDS,2012,98244,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,41042597.9634,Florida
Florida,HIGHLANDS,2013,98118,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,41015340.09112501,Florida
Florida,HIGHLANDS,2014,98636,HIGHLANDS,FL,12055,Florida,FL,HIGHLANDS,43899834.435,Florida
Florida,HILLSBOROUGH,2006,1158212,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,1027723784.987175,Florida
Florida,HILLSBOROUGH,2007,1169910,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,1189548966.7853,Florida
Florida,HILLSBOROUGH,2008,1180118,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,1507903618.6257374,Florida
Florida,HILLSBOROUGH,2009,1195317,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,2124149030.8509376,Florida
Florida,HILLSBOROUGH,2010,1233511,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,2801560611.0110626,Florida
Florida,HILLSBOROUGH,2011,1255639,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,1533314549.9512875,Florida
Florida,HILLSBOROUGH,2012,1279861,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,855609666.484125,Florida
Florida,HILLSBOROUGH,2013,1304474,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,603016245.9751126,Florida
Florida,HILLSBOROUGH,2014,1332742,HILLSBOROUGH,FL,12057,Florida,FL,HILLSBOROUGH,571734330.190275,Florida
Florida,HOLMES,2006,19055,HOLMES,FL,12059,Florida,FL,HOLMES,5115280.07,Florida
Florida,HOLMES,2007,19119,HOLMES,FL,12059,Florida,FL,HOLMES,5388630.6392250005,Florida
Florida,HOLMES,2008,19170,HOLMES,FL,12059,Florida,FL,HOLMES,5350438.7895875005,Florida
Florida,HOLMES,2009,19099,HOLMES,FL,12059,Florida,FL,HOLMES,5461291.74045,Florida
Florida,HOLMES,2010,19844,HOLMES,FL,12059,Florida,FL,HOLMES,5004425.7040875,Florida
Florida,HOLMES,2011,19841,HOLMES,FL,12059,Florida,FL,HOLMES,5188443.8663625,Florida
Florida,HOLMES,2012,19704,HOLMES,FL,12059,Florida,FL,HOLMES,5462597.16,Florida
Florida,HOLMES,2013,19604,HOLMES,FL,12059,Florida,FL,HOLMES,5746814.205,Florida
Florida,HOLMES,2014,19578,HOLMES,FL,12059,Florida,FL,HOLMES,6324595.267725,Florida
Florida,INDIAN RIVER,2006,129980,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,43237351.0817625,Florida
Florida,INDIAN RIVER,2007,132837,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,51702138.7888875,Florida
Florida,INDIAN RIVER,2008,134293,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,64186802.972625,Florida
Florida,INDIAN RIVER,2009,135167,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,79226077.11930001,Florida
Florida,INDIAN RIVER,2010,138277,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,111822904.7092875,Florida
Florida,INDIAN RIVER,2011,139122,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,141158729.6086125,Florida
Florida,INDIAN RIVER,2012,140515,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,98923324.2856125,Florida
Florida,INDIAN RIVER,2013,141961,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,80519769.677925,Florida
Florida,INDIAN RIVER,2014,144532,INDIAN RIVER,FL,12061,Florida,FL,INDIAN RIVER,80728537.488825,Florida
Florida,JACKSON,2006,48832,JACKSON,FL,12063,Florida,FL,JACKSON,9866875.3375,Florida
Florida,JACKSON,2007,48955,JACKSON,FL,12063,Florida,FL,JACKSON,11355734.5475,Florida
Florida,JACKSON,2008,50915,JACKSON,FL,12063,Florida,FL,JACKSON,12130103.3215,Florida
Florida,JACKSON,2009,50930,JACKSON,FL,12063,Florida,FL,JACKSON,13341586.8375,Florida
Florida,JACKSON,2010,49651,JACKSON,FL,12063,Florida,FL,JACKSON,14859564.825,Florida
Florida,JACKSON,2011,49204,JACKSON,FL,12063,Florida,FL,JACKSON,16484638.485,Florida
Florida,JACKSON,2012,49111,JACKSON,FL,12063,Florida,FL,JACKSON,17427980.37,Florida
Florida,JACKSON,2013,48885,JACKSON,FL,12063,Florida,FL,JACKSON,18002403.6825,Florida
Florida,JACKSON,2014,48737,JACKSON,FL,12063,Florida,FL,JACKSON,19799410.62,Florida
Florida,JEFFERSON,2006,13988,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,1465484.9205,Florida
Florida,JEFFERSON,2007,13854,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,1732034.337,Florida
Florida,JEFFERSON,2008,13982,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2123425.9035,Florida
Florida,JEFFERSON,2009,14010,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2413278.4838625,Florida
Florida,JEFFERSON,2010,14754,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2637125.0175,Florida
Florida,JEFFERSON,2011,14527,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2823451.935,Florida
Florida,JEFFERSON,2012,14218,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2213915.52,Florida
Florida,JEFFERSON,2013,14212,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2328158.7525,Florida
Florida,JEFFERSON,2014,14061,JEFFERSON,FL,12065,Florida,FL,JEFFERSON,2249754.945,Florida
Florida,LAFAYETTE,2006,8013,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1215701.375,Florida
Florida,LAFAYETTE,2007,8023,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1355772.4875,Florida
Florida,LAFAYETTE,2008,8054,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1361092.75,Florida
Florida,LAFAYETTE,2009,7949,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1257662.175,Florida
Florida,LAFAYETTE,2010,8809,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1363409.2875,Florida
Florida,LAFAYETTE,2011,8801,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1307105.1675,Florida
Florida,LAFAYETTE,2012,8791,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1295000.2725,Florida
Florida,LAFAYETTE,2013,8819,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1526557.44,Florida
Florida,LAFAYETTE,2014,8860,LAFAYETTE,FL,12067,Florida,FL,LAFAYETTE,1692459.9375,Florida
Florida,LAKE,2006,291330,LAKE,FL,12069,Florida,FL,LAKE,64563419.322425,Florida
Florida,LAKE,2007,302170,LAKE,FL,12069,Florida,FL,LAKE,82180027.331575,Florida
Florida,LAKE,2008,307964,LAKE,FL,12069,Florida,FL,LAKE,103711049.2707,Florida
Florida,LAKE,2009,312119,LAKE,FL,12069,Florida,FL,LAKE,140752498.570875,Florida
Florida,LAKE,2010,297724,LAKE,FL,12069,Florida,FL,LAKE,177229262.6611125,Florida
Florida,LAKE,2011,300547,LAKE,FL,12069,Florida,FL,LAKE,179071465.3870125,Florida
Florida,LAKE,2012,303806,LAKE,FL,12069,Florida,FL,LAKE,156520697.7751875,Florida
Florida,LAKE,2013,308088,LAKE,FL,12069,Florida,FL,LAKE,131946262.7842875,Florida
Florida,LAKE,2014,315493,LAKE,FL,12069,Florida,FL,LAKE,135035837.7508875,Florida
Florida,LEE,2006,565956,LEE,FL,12071,Florida,FL,LEE,309886706.744275,Florida
Florida,LEE,2007,585264,LEE,FL,12071,Florida,FL,LEE,295673263.5694625,Florida
Florida,LEE,2008,588709,LEE,FL,12071,Florida,FL,LEE,340668929.5272875,Florida
Florida,LEE,2009,586908,LEE,FL,12071,Florida,FL,LEE,439929930.9884625,Florida
Florida,LEE,2010,620481,LEE,FL,12071,Florida,FL,LEE,680132832.8028375,Florida
Florida,LEE,2011,631198,LEE,FL,12071,Florida,FL,LEE,587055726.8651625,Florida
Florida,LEE,2012,644451,LEE,FL,12071,Florida,FL,LEE,272161035.700275,Florida
Florida,LEE,2013,660197,LEE,FL,12071,Florida,FL,LEE,230207071.4342625,Florida
Florida,LEE,2014,677710,LEE,FL,12071,Florida,FL,LEE,232331003.958825,Florida
Florida,LEON,2006,258104,LEON,FL,12073,Florida,FL,LEON,43067639.041725,Florida
Florida,LEON,2007,262720,LEON,FL,12073,Florida,FL,LEON,47083400.8203125,Florida
Florida,LEON,2008,264597,LEON,FL,12073,Florida,FL,LEON,51120250.0932625,Florida
Florida,LEON,2009,265714,LEON,FL,12073,Florida,FL,LEON,55928522.419125,Florida
Florida,LEON,2010,275981,LEON,FL,12073,Florida,FL,LEON,56268735.998175,Florida
Florida,LEON,2011,278420,LEON,FL,12073,Florida,FL,LEON,58086072.97545,Florida
Florida,LEON,2012,283707,LEON,FL,12073,Florida,FL,LEON,61292559.1104375,Florida
Florida,LEON,2013,282006,LEON,FL,12073,Florida,FL,LEON,64967949.102037504,Florida
Florida,LEON,2014,283923,LEON,FL,12073,Florida,FL,LEON,65674171.0090875,Florida
Florida,LEVY,2006,38240,LEVY,FL,12075,Florida,FL,LEVY,18659653.543,Florida
Florida,LEVY,2007,38830,LEVY,FL,12075,Florida,FL,LEVY,22313800.503725,Florida
Florida,LEVY,2008,39199,LEVY,FL,12075,Florida,FL,LEVY,28379512.6129,Florida
Florida,LEVY,2009,39147,LEVY,FL,12075,Florida,FL,LEVY,33730549.8909,Florida
Florida,LEVY,2010,40727,LEVY,FL,12075,Florida,FL,LEVY,36649652.3859,Florida
Florida,LEVY,2011,40165,LEVY,FL,12075,Florida,FL,LEVY,36064200.5815875,Florida
Florida,LEVY,2012,39835,LEVY,FL,12075,Florida,FL,LEVY,28221149.4318,Florida
Florida,LEVY,2013,39449,LEVY,FL,12075,Florida,FL,LEVY,22913388.682725,Florida
Florida,LEVY,2014,39317,LEVY,FL,12075,Florida,FL,LEVY,23927746.9425,Florida
Florida,LIBERTY,2006,7729,LIBERTY,FL,12077,Florida,FL,LIBERTY,628449.8325,Florida
Florida,LIBERTY,2007,7798,LIBERTY,FL,12077,Florida,FL,LIBERTY,738323.0205,Florida
Florida,LIBERTY,2008,7966,LIBERTY,FL,12077,Florida,FL,LIBERTY,771974.0625,Florida
Florida,LIBERTY,2009,7983,LIBERTY,FL,12077,Florida,FL,LIBERTY,686362.8,Florida
Florida,LIBERTY,2010,8352,LIBERTY,FL,12077,Florida,FL,LIBERTY,1141644.3375,Florida
Florida,LIBERTY,2011,8266,LIBERTY,FL,12077,Florida,FL,LIBERTY,821881.8,Florida
Florida,LIBERTY,2012,8304,LIBERTY,FL,12077,Florida,FL,LIBERTY,764579.25,Florida
Florida,LIBERTY,2013,8360,LIBERTY,FL,12077,Florida,FL,LIBERTY,677714.175,Florida
Florida,LIBERTY,2014,8419,LIBERTY,FL,12077,Florida,FL,LIBERTY,676237.125,Florida
Florida,MADISON,2006,18981,MADISON,FL,12079,Florida,FL,MADISON,2315633.3313625003,Florida
Florida,MADISON,2007,18977,MADISON,FL,12079,Florida,FL,MADISON,2632527.3742250004,Florida
Florida,MADISON,2008,18961,MADISON,FL,12079,Florida,FL,MADISON,2793881.2853625,Florida
Florida,MADISON,2009,18901,MADISON,FL,12079,Florida,FL,MADISON,3389453.2243125,Florida
Florida,MADISON,2010,19251,MADISON,FL,12079,Florida,FL,MADISON,4027763.5125,Florida
Florida,MADISON,2011,19134,MADISON,FL,12079,Florida,FL,MADISON,4642083.6525,Florida
Florida,MADISON,2012,18973,MADISON,FL,12079,Florida,FL,MADISON,4504777.44,Florida
Florida,MADISON,2013,18757,MADISON,FL,12079,Florida,FL,MADISON,4419604.5825000005,Florida
Florida,MADISON,2014,18607,MADISON,FL,12079,Florida,FL,MADISON,4195258.32,Florida
Florida,MANATEE,2006,311553,MANATEE,FL,12081,Florida,FL,MANATEE,150205643.6956125,Florida
Florida,MANATEE,2007,314027,MANATEE,FL,12081,Florida,FL,MANATEE,172443214.15869,Florida
Florida,MANATEE,2008,316059,MANATEE,FL,12081,Florida,FL,MANATEE,196741843.14975,Florida
Florida,MANATEE,2009,318361,MANATEE,FL,12081,Florida,FL,MANATEE,228282899.9302125,Florida
Florida,MANATEE,2010,323442,MANATEE,FL,12081,Florida,FL,MANATEE,360934683.90885,Florida
Florida,MANATEE,2011,327619,MANATEE,FL,12081,Florida,FL,MANATEE,326820055.0758375,Florida
Florida,MANATEE,2012,333965,MANATEE,FL,12081,Florida,FL,MANATEE,219299738.61375,Florida
Florida,MANATEE,2013,342024,MANATEE,FL,12081,Florida,FL,MANATEE,165661594.3610625,Florida
Florida,MANATEE,2014,351080,MANATEE,FL,12081,Florida,FL,MANATEE,162965668.0010625,Florida
Florida,MARION,2006,313964,MARION,FL,12083,Florida,FL,MARION,114208975.8543875,Florida
Florida,MARION,2007,323032,MARION,FL,12083,Florida,FL,MARION,140167108.3894625,Florida
Florida,MARION,2008,327172,MARION,FL,12083,Florida,FL,MARION,160020950.8733625,Florida
