BUYER_STATE,BUYER_COUNTY,YEAR,MONTH,MME
IL,ADAMS,2006,1,165410.055
IL,ADAMS,2006,2,816565.59
IL,ADAMS,2006,3,940374.65
IL,ADAMS,2006,4,877958.51
IL,ADAMS,2006,5,984764.605
IL,ADAMS,2006,6,1029728.8275
IL,ADAMS,2006,7,1153301.4375
IL,ADAMS,2006,8,1094150.85
IL,ADAMS,2006,9,932646.9450000001
IL,ADAMS,2006,10,1483394.67
IL,ADAMS,2006,11,1215397.5
IL,ADAMS,2006,12,1304924.34
IL,ADAMS,2007,1,140048.1
IL,ADAMS,2007,2,1052272.6
IL,ADAMS,2007,3,1102476.9725
IL,ADAMS,2007,4,1006092.7050000001
IL,ADAMS,2007,5,1200012.4935
IL,ADAMS,2007,6,1008315.260225
IL,ADAMS,2007,7,1271734.375725
IL,ADAMS,2007,8,1022746.175
IL,ADAMS,2007,9,1143195.1940000001
IL,ADAMS,2007,10,1689869.857725
IL,ADAMS,2007,11,1442500.04
IL,ADAMS,2007,12,1672218.033
IL,ADAMS,2008,1,82435.2
IL,ADAMS,2008,2,1193342.402
IL,ADAMS,2008,3,1168438.341
IL,ADAMS,2008,4,1344684.1955
IL,ADAMS,2008,5,1258682.0702250001
IL,ADAMS,2008,6,1211542.4365875
IL,ADAMS,2008,7,1363372.6500000001
IL,ADAMS,2008,8,1382284.0875000001
IL,ADAMS,2008,9,1319817.45
IL,ADAMS,2008,10,1838077.3845
IL,ADAMS,2008,11,1612581.9735
IL,ADAMS,2008,12,1885628.7
IL,ADAMS,2009,1,57569.475000000006
IL,ADAMS,2009,2,1250826.5775000001
IL,ADAMS,2009,3,1498286.7375
IL,ADAMS,2009,4,1418494.35
IL,ADAMS,2009,5,1282020.0375
IL,ADAMS,2009,6,1615549.125
IL,ADAMS,2009,7,1519725.8625
IL,ADAMS,2009,8,1395646.725
IL,ADAMS,2009,9,1581848.625
IL,ADAMS,2009,10,1869405.825
IL,ADAMS,2009,11,2042713.05
IL,ADAMS,2009,12,2045711.1375
IL,ADAMS,2010,1,63999.7125
IL,ADAMS,2010,2,1464782.8875
IL,ADAMS,2010,3,1791422.4375
IL,ADAMS,2010,4,1678440.7875
IL,ADAMS,2010,5,1620292.8375000001
IL,ADAMS,2010,6,1700436.2775
IL,ADAMS,2010,7,1665944.7375
IL,ADAMS,2010,8,1784469.5025
IL,ADAMS,2010,9,1651374.75
IL,ADAMS,2010,10,1991605.9125
IL,ADAMS,2010,11,2266845.7875
IL,ADAMS,2010,12,2350164.975
IL,ADAMS,2011,1,268214.55
IL,ADAMS,2011,2,1550201.8725
IL,ADAMS,2011,3,1723243.8825
IL,ADAMS,2011,4,1773960.855
IL,ADAMS,2011,5,1751976.9225
IL,ADAMS,2011,6,1804735.425
IL,ADAMS,2011,7,1534259.3625
IL,ADAMS,2011,8,1758592.53
IL,ADAMS,2011,9,1700739.1425
IL,ADAMS,2011,10,1957712.0250000001
IL,ADAMS,2011,11,2243580.165
IL,ADAMS,2011,12,2155922.7525
IL,ADAMS,2012,1,227631.075
IL,ADAMS,2012,2,1490748.465
IL,ADAMS,2012,3,1611189.51
IL,ADAMS,2012,4,1805153.46
IL,ADAMS,2012,5,1812399.1875
IL,ADAMS,2012,6,1699705.44
IL,ADAMS,2012,7,1772656.065
IL,ADAMS,2012,8,1816033.095
IL,ADAMS,2012,9,1738413.9525
IL,ADAMS,2012,10,2276394.8850000002
IL,ADAMS,2012,11,2224271.3625
IL,ADAMS,2012,12,2201233.2225
IL,ADAMS,2013,1,207060.6
IL,ADAMS,2013,2,1564360.8225
IL,ADAMS,2013,3,1615578.3075
IL,ADAMS,2013,4,1879289.2875
IL,ADAMS,2013,5,1868810.52
IL,ADAMS,2013,6,1679918.767725
IL,ADAMS,2013,7,2009969.0175
IL,ADAMS,2013,8,1725185.7338625
IL,ADAMS,2013,9,1850690.8275000001
IL,ADAMS,2013,10,2417709.2625
IL,ADAMS,2013,11,2236444.185
IL,ADAMS,2013,12,2396690.0925000003
IL,ADAMS,2014,1,326609.0625
IL,ADAMS,2014,2,1816813.2675
IL,ADAMS,2014,3,1882977.7275
IL,ADAMS,2014,4,1836511.6500000001
IL,ADAMS,2014,5,1953627.285
IL,ADAMS,2014,6,1947216.54
IL,ADAMS,2014,7,2009564.1825
IL,ADAMS,2014,8,1830923.46
IL,ADAMS,2014,9,2116790.3025
IL,ADAMS,2014,10,2483577.2438625
IL,ADAMS,2014,11,2040681.7125000001
IL,ADAMS,2014,12,2451979.0275
IL,ALEXANDER,2006,1,18325.275
IL,ALEXANDER,2006,2,77273.1375
IL,ALEXANDER,2006,3,93747.4875
IL,ALEXANDER,2006,4,53047.6875
IL,ALEXANDER,2006,5,75679.275
IL,ALEXANDER,2006,6,68027.4
IL,ALEXANDER,2006,7,46544.8875
IL,ALEXANDER,2006,8,71387.9625
IL,ALEXANDER,2006,9,72028.125
IL,ALEXANDER,2006,10,73796.025
IL,ALEXANDER,2006,11,99162.825
IL,ALEXANDER,2006,12,92357.1
IL,ALEXANDER,2007,1,3935.1000000000004
IL,ALEXANDER,2007,2,55319.25
IL,ALEXANDER,2007,3,148121.025
IL,ALEXANDER,2007,4,39194.325
IL,ALEXANDER,2007,5,46385.6625
IL,ALEXANDER,2007,6,105244.725
IL,ALEXANDER,2007,7,43662.675
IL,ALEXANDER,2007,8,61588.95
IL,ALEXANDER,2007,9,92063.8125
IL,ALEXANDER,2007,10,60683.4
IL,ALEXANDER,2007,11,61642.4625
IL,ALEXANDER,2007,12,96260.25
IL,ALEXANDER,2008,1,5044.125
IL,ALEXANDER,2008,2,62239.8825
IL,ALEXANDER,2008,3,125843.1
IL,ALEXANDER,2008,4,42068.7375
IL,ALEXANDER,2008,5,47067.225
IL,ALEXANDER,2008,6,160349.5875
IL,ALEXANDER,2008,7,66294.2625
IL,ALEXANDER,2008,8,64953.450000000004
IL,ALEXANDER,2008,9,170147.2875
IL,ALEXANDER,2008,10,106574.7
IL,ALEXANDER,2008,11,99576.4875
IL,ALEXANDER,2008,12,146716.275
IL,ALEXANDER,2009,1,7398.75
IL,ALEXANDER,2009,2,67722.075
IL,ALEXANDER,2009,3,56141.6625
IL,ALEXANDER,2009,4,76761.375
IL,ALEXANDER,2009,5,75560.1
IL,ALEXANDER,2009,6,54125.85
IL,ALEXANDER,2009,7,54984.375
IL,ALEXANDER,2009,8,58123.9875
IL,ALEXANDER,2009,9,49503.6
IL,ALEXANDER,2009,10,127264.35
IL,ALEXANDER,2009,11,95940.15
IL,ALEXANDER,2009,12,55150.5
IL,ALEXANDER,2010,2,79113.375
IL,ALEXANDER,2010,3,49009.5
IL,ALEXANDER,2010,4,101033.85
IL,ALEXANDER,2010,5,65913.75
IL,ALEXANDER,2010,6,70027.125
IL,ALEXANDER,2010,7,71292.75
IL,ALEXANDER,2010,8,71377.125
IL,ALEXANDER,2010,9,83430.3
IL,ALEXANDER,2010,10,105370.8
IL,ALEXANDER,2010,11,156030.375
IL,ALEXANDER,2010,12,101202.6
IL,ALEXANDER,2011,1,15970.875
IL,ALEXANDER,2011,2,153356.625
IL,ALEXANDER,2011,3,79690.875
IL,ALEXANDER,2011,4,93387.225
IL,ALEXANDER,2011,5,78520.125
IL,ALEXANDER,2011,6,111142.125
IL,ALEXANDER,2011,7,107370.525
IL,ALEXANDER,2011,8,85621.425
IL,ALEXANDER,2011,9,143595.375
IL,ALEXANDER,2011,10,71334.45
IL,ALEXANDER,2011,11,143784.15
IL,ALEXANDER,2011,12,121767.4875
IL,ALEXANDER,2012,2,94947.675
IL,ALEXANDER,2012,3,48545.925
IL,ALEXANDER,2012,4,124009.5
IL,ALEXANDER,2012,5,92598.3
IL,ALEXANDER,2012,6,80125.875
IL,ALEXANDER,2012,7,59859.75
IL,ALEXANDER,2012,8,124343.0625
IL,ALEXANDER,2012,9,69276.9375
IL,ALEXANDER,2012,10,83063.25
IL,ALEXANDER,2012,11,143889.8625
IL,ALEXANDER,2012,12,81666.3
IL,ALEXANDER,2013,1,6723.75
IL,ALEXANDER,2013,2,70876.125
IL,ALEXANDER,2013,3,92062.5
IL,ALEXANDER,2013,4,80711.25
IL,ALEXANDER,2013,5,75576.1875
IL,ALEXANDER,2013,6,68099.625
IL,ALEXANDER,2013,7,57339.0
IL,ALEXANDER,2013,8,29844.1875
IL,ALEXANDER,2013,9,68553.675
IL,ALEXANDER,2013,10,89824.425
IL,ALEXANDER,2013,11,163637.925
IL,ALEXANDER,2013,12,39766.3125
IL,ALEXANDER,2014,2,60854.85
IL,ALEXANDER,2014,3,69342.6
IL,ALEXANDER,2014,4,62718.0
IL,ALEXANDER,2014,5,75183.525
IL,ALEXANDER,2014,6,85926.75
IL,ALEXANDER,2014,7,59862.375
IL,ALEXANDER,2014,8,80033.625
IL,ALEXANDER,2014,9,96853.5
IL,ALEXANDER,2014,10,116778.1875
IL,ALEXANDER,2014,11,77853.0
IL,ALEXANDER,2014,12,83738.25
IL,BOND,2006,1,7416.150000000001
IL,BOND,2006,2,60561.3
IL,BOND,2006,3,86432.5875
IL,BOND,2006,4,108226.9875
IL,BOND,2006,5,102222.0735
IL,BOND,2006,6,111612.07500000001
IL,BOND,2006,7,77444.21250000001
IL,BOND,2006,8,75681.15000000001
IL,BOND,2006,9,172122.2625
IL,BOND,2006,10,106080.7875
IL,BOND,2006,11,123768.15000000001
IL,BOND,2006,12,119044.3125
IL,BOND,2007,1,6356.700000000001
IL,BOND,2007,2,100364.6625
IL,BOND,2007,3,151395.5625
IL,BOND,2007,4,169970.25
IL,BOND,2007,5,168184.9125
IL,BOND,2007,6,155337.9375
IL,BOND,2007,7,165893.8875
IL,BOND,2007,8,96874.425
IL,BOND,2007,9,100813.8375
IL,BOND,2007,10,159870.075
IL,BOND,2007,11,219634.725
IL,BOND,2007,12,191912.92200000002
IL,BOND,2008,1,7397.0625
IL,BOND,2008,2,100146.71250000001
IL,BOND,2008,3,200388.975
IL,BOND,2008,4,122866.50000000001
IL,BOND,2008,5,146278.3125
IL,BOND,2008,6,165540.15
IL,BOND,2008,7,151646.475
IL,BOND,2008,8,111701.625
IL,BOND,2008,9,155948.625
IL,BOND,2008,10,196884.41100000002
IL,BOND,2008,11,201135.2625
IL,BOND,2008,12,241300.83750000002
IL,BOND,2009,1,18411.1875
IL,BOND,2009,2,156003.45
IL,BOND,2009,3,187768.575
IL,BOND,2009,4,141133.8525
IL,BOND,2009,5,131981.2125
IL,BOND,2009,6,188030.8875
IL,BOND,2009,7,128543.4375
IL,BOND,2009,8,165093.975
IL,BOND,2009,9,172918.275
IL,BOND,2009,10,198306.6
IL,BOND,2009,11,217569.75
IL,BOND,2009,12,256883.325
IL,BOND,2010,1,4843.2
IL,BOND,2010,2,158865.6375
IL,BOND,2010,3,209903.1
IL,BOND,2010,4,196262.8875
IL,BOND,2010,5,193707.3375
IL,BOND,2010,6,187492.4625
IL,BOND,2010,7,183479.55000000002
IL,BOND,2010,8,165738.11250000002
IL,BOND,2010,9,190532.92500000002
IL,BOND,2010,10,268608.525
IL,BOND,2010,11,241394.73750000002
IL,BOND,2010,12,288156.6375
IL,BOND,2011,1,20059.95
IL,BOND,2011,2,210890.325
IL,BOND,2011,3,303327.7275
IL,BOND,2011,4,239697.7125
IL,BOND,2011,5,207417.15
IL,BOND,2011,6,297801.675
IL,BOND,2011,7,264759.1125
IL,BOND,2011,8,330966.375
IL,BOND,2011,9,234193.95
IL,BOND,2011,10,294128.8875
IL,BOND,2011,11,311999.025
IL,BOND,2011,12,334915.91250000003
IL,BOND,2012,1,29755.875
IL,BOND,2012,2,230424.615
IL,BOND,2012,3,299836.2
IL,BOND,2012,4,239837.86500000002
IL,BOND,2012,5,283830.165
IL,BOND,2012,6,229281.15
IL,BOND,2012,7,275510.2125
IL,BOND,2012,8,275665.5
IL,BOND,2012,9,243739.8375
IL,BOND,2012,10,314361.8625
IL,BOND,2012,11,342626.55
IL,BOND,2012,12,339420.3
IL,BOND,2013,1,42052.65
IL,BOND,2013,2,220989.075
IL,BOND,2013,3,291963.375
IL,BOND,2013,4,265874.7
IL,BOND,2013,5,327010.9125
IL,BOND,2013,6,300368.0625
IL,BOND,2013,7,307560.6375
IL,BOND,2013,8,255564.1875
IL,BOND,2013,9,294229.6875
IL,BOND,2013,10,397564.3125
IL,BOND,2013,11,384677.25
IL,BOND,2013,12,411174.3375
IL,BOND,2014,1,49480.950000000004
IL,BOND,2014,2,307326.225
IL,BOND,2014,3,327814.95
IL,BOND,2014,4,291336.6375
IL,BOND,2014,5,312934.05
IL,BOND,2014,6,321372.5625
IL,BOND,2014,7,401122.2
IL,BOND,2014,8,354389.5125
IL,BOND,2014,9,326601.525
IL,BOND,2014,10,401200.0125
IL,BOND,2014,11,356952.2175
IL,BOND,2014,12,487978.725
IL,BOONE,2006,1,29494.5375
IL,BOONE,2006,2,365735.3025
IL,BOONE,2006,3,482702.475
IL,BOONE,2006,4,341836.1475
IL,BOONE,2006,5,413475.9975
IL,BOONE,2006,6,442471.275
IL,BOONE,2006,7,420607.10250000004
IL,BOONE,2006,8,485312.85000000003
IL,BOONE,2006,9,420456.66750000004
IL,BOONE,2006,10,517899.375
IL,BOONE,2006,11,559360.5825
IL,BOONE,2006,12,520796.805
IL,BOONE,2007,1,51958.56
IL,BOONE,2007,2,363121.73250000004
IL,BOONE,2007,3,514267.65
IL,BOONE,2007,4,425634.87
IL,BOONE,2007,5,451177.14
IL,BOONE,2007,6,451894.815
IL,BOONE,2007,7,490496.07
IL,BOONE,2007,8,488786.895
IL,BOONE,2007,9,463855.74
IL,BOONE,2007,10,636345.9675
IL,BOONE,2007,11,601113.255
IL,BOONE,2007,12,625125.4500000001
IL,BOONE,2008,1,85766.21250000001
IL,BOONE,2008,2,526923.6225
IL,BOONE,2008,3,515753.76
IL,BOONE,2008,4,519712.29750000004
IL,BOONE,2008,5,531987.54
IL,BOONE,2008,6,600334.785
IL,BOONE,2008,7,643824.645225
IL,BOONE,2008,8,534451.6875
IL,BOONE,2008,9,648186.0225
IL,BOONE,2008,10,824095.875
IL,BOONE,2008,11,634678.8525
IL,BOONE,2008,12,808105.4400000001
IL,BOONE,2009,1,67861.275
IL,BOONE,2009,2,532962.225
IL,BOONE,2009,3,607002.9525
IL,BOONE,2009,4,630461.9400000001
IL,BOONE,2009,5,615762.1125
IL,BOONE,2009,6,730748.4
IL,BOONE,2009,7,675847.0875
IL,BOONE,2009,8,605437.8
IL,BOONE,2009,9,658168.2225
IL,BOONE,2009,10,831777.975
IL,BOONE,2009,11,839842.725
IL,BOONE,2009,12,972506.6730000001
IL,BOONE,2010,1,40953.15
IL,BOONE,2010,2,626885.85
IL,BOONE,2010,3,639870.75
IL,BOONE,2010,4,623961.6
IL,BOONE,2010,5,640350.645
IL,BOONE,2010,6,660990.15
IL,BOONE,2010,7,790411.5
IL,BOONE,2010,8,641946.6375000001
IL,BOONE,2010,9,724793.55
IL,BOONE,2010,10,873456.0375
IL,BOONE,2010,11,1021282.3125
IL,BOONE,2010,12,974583.1125
IL,BOONE,2011,1,164470.8375
IL,BOONE,2011,2,623662.5750000001
IL,BOONE,2011,3,892150.0875
IL,BOONE,2011,4,701391.4125
IL,BOONE,2011,5,844426.305
IL,BOONE,2011,6,859452.375
IL,BOONE,2011,7,732542.925
IL,BOONE,2011,8,862919.9625
IL,BOONE,2011,9,773165.7525000001
IL,BOONE,2011,10,1034063.6625
IL,BOONE,2011,11,1086784.6875
IL,BOONE,2011,12,1041784.0575
IL,BOONE,2012,1,177258.11250000002
IL,BOONE,2012,2,783869.2875
IL,BOONE,2012,3,879042.9075
IL,BOONE,2012,4,891258.6
IL,BOONE,2012,5,822207.9825
IL,BOONE,2012,6,827053.56
IL,BOONE,2012,7,849840.4875
IL,BOONE,2012,8,870459.225
IL,BOONE,2012,9,851045.0625
IL,BOONE,2012,10,1231223.79
IL,BOONE,2012,11,1080248.0625
IL,BOONE,2012,12,1111077.525
IL,BOONE,2013,1,66193.8
IL,BOONE,2013,2,745204.125
IL,BOONE,2013,3,911432.7375
IL,BOONE,2013,4,934713.7125
IL,BOONE,2013,5,856543.2375
IL,BOONE,2013,6,717745.9538625
IL,BOONE,2013,7,899372.4113625
IL,BOONE,2013,8,948042.5663625001
IL,BOONE,2013,9,768613.8
IL,BOONE,2013,10,1249938.7125
IL,BOONE,2013,11,1034401.5
IL,BOONE,2013,12,1095636.5250000001
IL,BOONE,2014,1,142022.775
IL,BOONE,2014,2,713418.8475
IL,BOONE,2014,3,786602.985
IL,BOONE,2014,4,832765.5375
IL,BOONE,2014,5,858764.61
IL,BOONE,2014,6,851105.3475
IL,BOONE,2014,7,791892.1275000001
IL,BOONE,2014,8,848174.535
IL,BOONE,2014,9,800840.6175
IL,BOONE,2014,10,1169901.5325
IL,BOONE,2014,11,829067.3925
IL,BOONE,2014,12,1117188.825
IL,BROWN,2006,1,1513.5000000000002
IL,BROWN,2006,2,21724.800000000003
IL,BROWN,2006,3,27004.65
IL,BROWN,2006,4,21707.4
IL,BROWN,2006,5,19675.500000000004
IL,BROWN,2006,6,26448.825000000004
IL,BROWN,2006,7,28145.850000000002
IL,BROWN,2006,8,17841.9
IL,BROWN,2006,9,19757.250000000004
IL,BROWN,2006,10,22632.9
IL,BROWN,2006,11,27156.0
IL,BROWN,2006,12,32200.125000000004
IL,BROWN,2007,1,1210.8000000000004
IL,BROWN,2007,2,29525.4
IL,BROWN,2007,3,19573.725000000002
IL,BROWN,2007,4,39008.25000000001
IL,BROWN,2007,5,43278.225000000006
IL,BROWN,2007,6,23727.150000000005
IL,BROWN,2007,7,39428.8125
IL,BROWN,2007,8,37311.225
IL,BROWN,2007,9,31359.0
IL,BROWN,2007,10,43010.325000000004
IL,BROWN,2007,11,47970.075000000004
IL,BROWN,2007,12,54763.425
IL,BROWN,2008,1,6356.7
IL,BROWN,2008,2,61449.75
IL,BROWN,2008,3,30148.2
IL,BROWN,2008,4,43347.825000000004
IL,BROWN,2008,5,40202.9625
IL,BROWN,2008,6,44203.725000000006
IL,BROWN,2008,7,41328.075000000004
IL,BROWN,2008,8,38050.575000000004
IL,BROWN,2008,9,52525.35
IL,BROWN,2008,10,59001.225
IL,BROWN,2008,11,50944.875
IL,BROWN,2008,12,44878.725000000006
IL,BROWN,2009,1,13397.925
IL,BROWN,2009,2,50843.1
IL,BROWN,2009,3,51218.025
IL,BROWN,2009,4,42623.25
IL,BROWN,2009,5,53182.950000000004
IL,BROWN,2009,6,49751.475
IL,BROWN,2009,7,43499.175
IL,BROWN,2009,8,62750.175
IL,BROWN,2009,9,61842.075000000004
IL,BROWN,2009,10,59388.3
IL,BROWN,2009,11,69747.075
IL,BROWN,2009,12,72704.475
IL,BROWN,2010,1,8961.825
IL,BROWN,2010,2,46220.85
IL,BROWN,2010,3,70059.3
IL,BROWN,2010,4,64548.975
IL,BROWN,2010,5,65201.325
IL,BROWN,2010,6,67471.575
IL,BROWN,2010,7,53113.35
IL,BROWN,2010,8,59956.275
IL,BROWN,2010,9,52388.775
IL,BROWN,2010,10,66499.125
IL,BROWN,2010,11,67020.15
IL,BROWN,2010,12,97349.25
IL,BROWN,2011,1,11683.5
IL,BROWN,2011,2,55871.1375
IL,BROWN,2011,3,74230.125
IL,BROWN,2011,4,61453.6875
IL,BROWN,2011,5,85730.1
IL,BROWN,2011,6,75641.85
IL,BROWN,2011,7,105546.45
IL,BROWN,2011,8,63692.715
IL,BROWN,2011,9,77221.0125
IL,BROWN,2011,10,89817.8625
IL,BROWN,2011,11,78757.1625
IL,BROWN,2011,12,89898.3
IL,BROWN,2012,1,4959.75
IL,BROWN,2012,2,75676.65
IL,BROWN,2012,3,66697.425
IL,BROWN,2012,4,71106.6
IL,BROWN,2012,5,70866.9375
IL,BROWN,2012,6,71625.0
IL,BROWN,2012,7,64480.6875
IL,BROWN,2012,8,82687.0125
IL,BROWN,2012,9,78734.5125
IL,BROWN,2012,10,101603.1375
IL,BROWN,2012,11,98104.6875
IL,BROWN,2012,12,105632.1375
IL,BROWN,2013,1,11400.465
IL,BROWN,2013,2,60879.15
IL,BROWN,2013,3,73589.925
IL,BROWN,2013,4,80422.965
IL,BROWN,2013,5,84853.815
IL,BROWN,2013,6,99279.375
IL,BROWN,2013,7,72297.375
IL,BROWN,2013,8,65556.225
IL,BROWN,2013,9,97349.25
IL,BROWN,2013,10,117083.85
IL,BROWN,2013,11,88466.55
IL,BROWN,2013,12,145844.625
IL,BROWN,2014,1,27148.125
IL,BROWN,2014,2,74232.75
IL,BROWN,2014,3,68598.0
IL,BROWN,2014,4,110946.4275
IL,BROWN,2014,5,117632.775
IL,BROWN,2014,6,101147.775
IL,BROWN,2014,7,605.4000000000002
IL,BROWN,2014,8,103618.59
IL,BROWN,2014,9,105937.4625
IL,BROWN,2014,10,117807.1125
IL,BROWN,2014,11,171737.625
IL,BROWN,2014,12,119873.81250000001
IL,BUREAU,2006,1,36263.775
IL,BUREAU,2006,2,182766.525
IL,BUREAU,2006,3,243308.25
IL,BUREAU,2006,4,212207.7
IL,BUREAU,2006,5,247992.111
IL,BUREAU,2006,6,225049.80000000002
IL,BUREAU,2006,7,263216.925
IL,BUREAU,2006,8,273276.9
IL,BUREAU,2006,9,344836.2
IL,BUREAU,2006,10,360222.972
IL,BUREAU,2006,11,347140.275
IL,BUREAU,2006,12,381910.53750000003
IL,BUREAU,2007,1,40451.8875
IL,BUREAU,2007,2,257337.2625
IL,BUREAU,2007,3,366097.047
IL,BUREAU,2007,4,286215.636
IL,BUREAU,2007,5,302477.211
IL,BUREAU,2007,6,305603.1375
IL,BUREAU,2007,7,260854.275
IL,BUREAU,2007,8,311162.1375
IL,BUREAU,2007,9,254784.6375
IL,BUREAU,2007,10,415939.3575
IL,BUREAU,2007,11,347186.25
IL,BUREAU,2007,12,385452.1125
IL,BUREAU,2008,1,24697.3538625
IL,BUREAU,2008,2,221753.73750000002
IL,BUREAU,2008,3,193327.9125
IL,BUREAU,2008,4,220632.3375
IL,BUREAU,2008,5,209438.21250000002
IL,BUREAU,2008,6,243225.71250000002
IL,BUREAU,2008,7,256236.5625
IL,BUREAU,2008,8,260639.44136250002
IL,BUREAU,2008,9,226423.23750000002
IL,BUREAU,2008,10,291444.825
IL,BUREAU,2008,11,279054.336
IL,BUREAU,2008,12,416462.76
IL,BUREAU,2009,1,25339.800000000003
IL,BUREAU,2009,2,216963.63
IL,BUREAU,2009,3,265849.425
IL,BUREAU,2009,4,254183.325
IL,BUREAU,2009,5,257800.95
IL,BUREAU,2009,6,241212.52500000002
IL,BUREAU,2009,7,276563.10000000003
IL,BUREAU,2009,8,205166.92500000002
IL,BUREAU,2009,9,217944.15000000002
IL,BUREAU,2009,10,361908.4875
IL,BUREAU,2009,11,269287.72500000003
IL,BUREAU,2009,12,323757.375
IL,BUREAU,2010,1,10187.400000000001
IL,BUREAU,2010,2,238596.6375
IL,BUREAU,2010,3,241486.80000000002
IL,BUREAU,2010,4,232148.92500000002
IL,BUREAU,2010,5,237236.25
IL,BUREAU,2010,6,224484.90000000002
IL,BUREAU,2010,7,252472.5
IL,BUREAU,2010,8,232773.0375
IL,BUREAU,2010,9,248765.25
IL,BUREAU,2010,10,309440.85000000003
IL,BUREAU,2010,11,339551.625
IL,BUREAU,2010,12,408556.72500000003
IL,BUREAU,2011,1,37700.925
IL,BUREAU,2011,2,276404.85000000003
IL,BUREAU,2011,3,355011.0
IL,BUREAU,2011,4,353157.375
IL,BUREAU,2011,5,368738.55
IL,BUREAU,2011,6,359558.0625
IL,BUREAU,2011,7,355499.85000000003
IL,BUREAU,2011,8,476821.05000000005
IL,BUREAU,2011,9,419506.72500000003
IL,BUREAU,2011,10,598054.2
IL,BUREAU,2011,11,489898.0125
IL,BUREAU,2011,12,576996.9
IL,BUREAU,2012,1,44335.05
IL,BUREAU,2012,2,338668.4175
IL,BUREAU,2012,3,502866.525
IL,BUREAU,2012,4,406586.8875
IL,BUREAU,2012,5,406074.075
IL,BUREAU,2012,6,415061.175
IL,BUREAU,2012,7,470244.1875
IL,BUREAU,2012,8,536043.375
IL,BUREAU,2012,9,544332.825
IL,BUREAU,2012,10,623627.1
IL,BUREAU,2012,11,729291.285
IL,BUREAU,2012,12,699392.4
IL,BUREAU,2013,1,50790.9
IL,BUREAU,2013,2,586742.025
IL,BUREAU,2013,3,630181.125
IL,BUREAU,2013,4,670465.8375
IL,BUREAU,2013,5,573567.675
IL,BUREAU,2013,6,623561.775
IL,BUREAU,2013,7,718217.925
IL,BUREAU,2013,8,625207.2375
IL,BUREAU,2013,9,250231.80000000002
IL,BUREAU,2013,10,468615.1125
IL,BUREAU,2013,11,475823.4375
IL,BUREAU,2013,12,516624.2625
IL,BUREAU,2014,1,50930.1
IL,BUREAU,2014,2,268230.6375
IL,BUREAU,2014,3,274072.875
IL,BUREAU,2014,4,284043.2625
IL,BUREAU,2014,5,270019.91250000003
IL,BUREAU,2014,6,295804.575
IL,BUREAU,2014,7,335789.2125
IL,BUREAU,2014,8,325443.9
IL,BUREAU,2014,9,379532.66250000003
IL,BUREAU,2014,10,453442.60500000004
IL,BUREAU,2014,11,304312.35
IL,BUREAU,2014,12,328821.7575
IL,CALHOUN,2006,1,4540.5
IL,CALHOUN,2006,2,55831.65
IL,CALHOUN,2006,3,49310.5125
IL,CALHOUN,2006,4,89475.675
IL,CALHOUN,2006,5,103342.8
IL,CALHOUN,2006,6,402942.6375
IL,CALHOUN,2006,7,48926.0625
IL,CALHOUN,2006,8,39697.65
IL,CALHOUN,2006,9,51093.225
IL,CALHOUN,2006,10,62694.975
IL,CALHOUN,2006,11,75845.4
IL,CALHOUN,2006,12,107836.35
IL,CALHOUN,2007,1,6508.05
IL,CALHOUN,2007,2,42796.89
IL,CALHOUN,2007,3,102542.1
IL,CALHOUN,2007,4,89615.625
IL,CALHOUN,2007,5,95396.475
IL,CALHOUN,2007,6,70471.65
IL,CALHOUN,2007,7,83142.375
IL,CALHOUN,2007,8,90593.325
IL,CALHOUN,2007,9,103363.2
IL,CALHOUN,2007,10,126087.0375
IL,CALHOUN,2007,11,137249.1525
IL,CALHOUN,2007,12,135912.6
IL,CALHOUN,2008,1,2270.25
IL,CALHOUN,2008,2,122614.2
IL,CALHOUN,2008,3,119433.261
IL,CALHOUN,2008,4,107871.525
IL,CALHOUN,2008,5,127268.625
IL,CALHOUN,2008,6,104894.1
IL,CALHOUN,2008,7,132011.3625
IL,CALHOUN,2008,8,123924.15
IL,CALHOUN,2008,9,122733.375
IL,CALHOUN,2008,10,159721.875
IL,CALHOUN,2008,11,170625.975
IL,CALHOUN,2008,12,177543.75
IL,CALHOUN,2009,2,109263.225
IL,CALHOUN,2009,3,123216.45
IL,CALHOUN,2009,4,69563.55
IL,CALHOUN,2009,5,85010.775
IL,CALHOUN,2009,6,132786.5625
IL,CALHOUN,2009,7,118131.15
IL,CALHOUN,2009,8,87414.975
IL,CALHOUN,2009,9,117232.575
IL,CALHOUN,2009,10,101321.775
IL,CALHOUN,2009,11,147076.7625
IL,CALHOUN,2009,12,141552.975
IL,CALHOUN,2010,2,51989.55
IL,CALHOUN,2010,3,91362.225
IL,CALHOUN,2010,4,49049.55
IL,CALHOUN,2010,5,72815.775
IL,CALHOUN,2010,6,74800.725
IL,CALHOUN,2010,7,71575.425
IL,CALHOUN,2010,8,83648.625
IL,CALHOUN,2010,9,74736.375
IL,CALHOUN,2010,10,64869.075000000004
IL,CALHOUN,2010,11,73455.975
IL,CALHOUN,2010,12,60651.3
IL,CALHOUN,2011,1,4540.5
IL,CALHOUN,2011,2,47069.85
IL,CALHOUN,2011,3,34205.1
IL,CALHOUN,2011,4,39956.4
IL,CALHOUN,2011,5,40561.8
IL,CALHOUN,2011,6,40864.5
