BUYER_STATE,BUYER_COUNTY,YEAR,MONTH,MME,FIPS Code,State_x,STNAME,CTYNAME,POPULATION,State_y
IL,ADAMS,2006,1,165410.055,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,2,816565.59,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,3,940374.65,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,4,877958.51,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,5,984764.605,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,6,1029728.8275,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,7,1153301.4375,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,8,1094150.85,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,9,932646.945,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,10,1483394.67,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,11,1215397.5,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2006,12,1304924.34,17001,Illinois,Illinois,ADAMS,66922,Illinois
IL,ADAMS,2007,1,140048.1,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,2,1052272.6,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,3,1102476.9725,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,4,1006092.705,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,5,1200012.4935,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,6,1008315.260225,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,7,1271734.375725,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,8,1022746.175,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,9,1143195.194,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,10,1689869.857725,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,11,1442500.04,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2007,12,1672218.033,17001,Illinois,Illinois,ADAMS,66840,Illinois
IL,ADAMS,2008,1,82435.2,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,2,1193342.402,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,3,1168438.341,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,4,1344684.1955,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,5,1258682.070225,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,6,1211542.4365875,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,7,1363372.65,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,8,1382284.0875,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,9,1319817.45,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,10,1838077.3845,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,11,1612581.9735,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2008,12,1885628.7,17001,Illinois,Illinois,ADAMS,66895,Illinois
IL,ADAMS,2009,1,57569.475000000006,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,2,1250826.5775,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,3,1498286.7375,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,4,1418494.35,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,5,1282020.0375,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,6,1615549.125,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,7,1519725.8625,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,8,1395646.725,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,9,1581848.625,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,10,1869405.825,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,11,2042713.05,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2009,12,2045711.1375,17001,Illinois,Illinois,ADAMS,67054,Illinois
IL,ADAMS,2010,1,63999.7125,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,2,1464782.8875,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,3,1791422.4375,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,4,1678440.7875,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,5,1620292.8375,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,6,1700436.2775,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,7,1665944.7375,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,8,1784469.5025,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,9,1651374.75,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,10,1991605.9125,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,11,2266845.7875,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2010,12,2350164.975,17001,Illinois,Illinois,ADAMS,67158,Illinois
IL,ADAMS,2011,1,268214.55,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,2,1550201.8725,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,3,1723243.8825,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,4,1773960.855,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,5,1751976.9225,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,6,1804735.425,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,7,1534259.3625,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,8,1758592.53,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,9,1700739.1425,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,10,1957712.025,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,11,2243580.165,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2011,12,2155922.7525,17001,Illinois,Illinois,ADAMS,67214,Illinois
IL,ADAMS,2012,1,227631.075,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,2,1490748.465,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,3,1611189.51,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,4,1805153.46,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,5,1812399.1875,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,6,1699705.44,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,7,1772656.065,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,8,1816033.095,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,9,1738413.9525,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,10,2276394.885,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,11,2224271.3625,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2012,12,2201233.2225,17001,Illinois,Illinois,ADAMS,67149,Illinois
IL,ADAMS,2013,1,207060.6,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,2,1564360.8225,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,3,1615578.3075,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,4,1879289.2875,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,5,1868810.52,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,6,1679918.767725,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,7,2009969.0175,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,8,1725185.7338625,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,9,1850690.8275,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,10,2417709.2625,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,11,2236444.185,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2013,12,2396690.0925000003,17001,Illinois,Illinois,ADAMS,67005,Illinois
IL,ADAMS,2014,1,326609.0625,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,2,1816813.2675,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,3,1882977.7275,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,4,1836511.65,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,5,1953627.285,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,6,1947216.54,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,7,2009564.1825,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,8,1830923.46,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,9,2116790.3025,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,10,2483577.2438625,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,11,2040681.7125,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ADAMS,2014,12,2451979.0275,17001,Illinois,Illinois,ADAMS,66983,Illinois
IL,ALEXANDER,2006,1,18325.275,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,2,77273.1375,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,3,93747.4875,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,4,53047.6875,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,5,75679.275,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,6,68027.4,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,7,46544.8875,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,8,71387.9625,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,9,72028.125,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,10,73796.025,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,11,99162.825,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2006,12,92357.1,17003,Illinois,Illinois,ALEXANDER,8410,Illinois
IL,ALEXANDER,2007,1,3935.1,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,2,55319.25,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,3,148121.025,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,4,39194.325,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,5,46385.6625,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,6,105244.725,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,7,43662.675,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,8,61588.95,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,9,92063.8125,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,10,60683.4,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,11,61642.4625,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2007,12,96260.25,17003,Illinois,Illinois,ALEXANDER,8206,Illinois
IL,ALEXANDER,2008,1,5044.125,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,2,62239.8825,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,3,125843.1,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,4,42068.7375,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,5,47067.225,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,6,160349.5875,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,7,66294.2625,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,8,64953.45,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,9,170147.2875,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,10,106574.7,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,11,99576.4875,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2008,12,146716.275,17003,Illinois,Illinois,ALEXANDER,8112,Illinois
IL,ALEXANDER,2009,1,7398.75,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,2,67722.075,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,3,56141.6625,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,4,76761.375,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,5,75560.1,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,6,54125.85,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,7,54984.375,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,8,58123.9875,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,9,49503.6,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,10,127264.35,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,11,95940.15,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2009,12,55150.5,17003,Illinois,Illinois,ALEXANDER,7914,Illinois
IL,ALEXANDER,2010,2,79113.375,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,3,49009.5,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,4,101033.85,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,5,65913.75,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,6,70027.125,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,7,71292.75,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,8,71377.125,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,9,83430.3,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,10,105370.8,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,11,156030.375,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2010,12,101202.6,17003,Illinois,Illinois,ALEXANDER,8205,Illinois
IL,ALEXANDER,2011,1,15970.875,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,2,153356.625,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,3,79690.875,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,4,93387.225,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,5,78520.125,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,6,111142.125,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,7,107370.525,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,8,85621.425,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,9,143595.375,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,10,71334.45,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,11,143784.15,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2011,12,121767.4875,17003,Illinois,Illinois,ALEXANDER,7993,Illinois
IL,ALEXANDER,2012,2,94947.675,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,3,48545.925,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,4,124009.5,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,5,92598.3,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,6,80125.875,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,7,59859.75,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,8,124343.0625,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,9,69276.9375,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,10,83063.25,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,11,143889.8625,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2012,12,81666.3,17003,Illinois,Illinois,ALEXANDER,7721,Illinois
IL,ALEXANDER,2013,1,6723.75,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,2,70876.125,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,3,92062.5,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,4,80711.25,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,5,75576.1875,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,6,68099.625,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,7,57339.0,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,8,29844.1875,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,9,68553.675,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,10,89824.425,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,11,163637.925,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2013,12,39766.3125,17003,Illinois,Illinois,ALEXANDER,7242,Illinois
IL,ALEXANDER,2014,2,60854.85,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,3,69342.6,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,4,62718.0,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,5,75183.525,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,6,85926.75,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,7,59862.375,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,8,80033.625,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,9,96853.5,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,10,116778.1875,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,11,77853.0,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,ALEXANDER,2014,12,83738.25,17003,Illinois,Illinois,ALEXANDER,7084,Illinois
IL,BOND,2006,1,7416.150000000001,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,2,60561.3,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,3,86432.5875,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,4,108226.9875,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,5,102222.0735,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,6,111612.075,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,7,77444.21250000001,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,8,75681.15000000001,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,9,172122.2625,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,10,106080.7875,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,11,123768.15,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2006,12,119044.3125,17005,Illinois,Illinois,BOND,18143,Illinois
IL,BOND,2007,1,6356.700000000001,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,2,100364.6625,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,3,151395.5625,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,4,169970.25,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,5,168184.9125,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,6,155337.9375,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,7,165893.8875,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,8,96874.425,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,9,100813.8375,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,10,159870.075,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,11,219634.725,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2007,12,191912.922,17005,Illinois,Illinois,BOND,18312,Illinois
IL,BOND,2008,1,7397.0625,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,2,100146.7125,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,3,200388.975,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,4,122866.5,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,5,146278.3125,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,6,165540.15,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,7,151646.475,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,8,111701.625,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,9,155948.625,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,10,196884.411,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,11,201135.2625,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2008,12,241300.8375,17005,Illinois,Illinois,BOND,18185,Illinois
IL,BOND,2009,1,18411.1875,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,2,156003.45,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,3,187768.575,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,4,141133.8525,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,5,131981.2125,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,6,188030.8875,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,7,128543.4375,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,8,165093.975,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,9,172918.275,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,10,198306.6,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,11,217569.75,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2009,12,256883.325,17005,Illinois,Illinois,BOND,18103,Illinois
IL,BOND,2010,1,4843.2,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,2,158865.6375,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,3,209903.1,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,4,196262.8875,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,5,193707.3375,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,6,187492.4625,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,7,183479.55,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,8,165738.11250000002,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,9,190532.925,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,10,268608.525,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,11,241394.7375,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2010,12,288156.6375,17005,Illinois,Illinois,BOND,17789,Illinois
IL,BOND,2011,1,20059.95,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,2,210890.325,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,3,303327.7275,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,4,239697.7125,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,5,207417.15,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,6,297801.675,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,7,264759.1125,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,8,330966.375,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,9,234193.95,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,10,294128.8875,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,11,311999.025,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2011,12,334915.91250000003,17005,Illinois,Illinois,BOND,17727,Illinois
IL,BOND,2012,1,29755.875,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,2,230424.615,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,3,299836.2,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,4,239837.865,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,5,283830.165,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,6,229281.15,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,7,275510.2125,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,8,275665.5,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,9,243739.8375,17005,Illinois,Illinois,BOND,17538,Illinois
IL,BOND,2012,10,314361.8625,17005,Illinois,Illinois,BOND,17538,Illinois
