BUYER_STATE,BUYER_COUNTY,YEAR,MME,FIPS Code,State,STNAME,CTYNAME,POPULATION
NY,DELAWARE,2007,13092583.951,36025,New York,New York,DELAWARE,46287
NY,DELAWARE,2008,13349562.101,36025,New York,New York,DELAWARE,45938
NY,DELAWARE,2009,14433704.7638625,36025,New York,New York,DELAWARE,45514
NY,DELAWARE,2010,15796276.8825,36025,New York,New York,DELAWARE,47888
NY,DELAWARE,2011,16787918.388,36025,New York,New York,DELAWARE,47584
NY,DELAWARE,2012,17471630.775225,36025,New York,New York,DELAWARE,47217
NY,DELAWARE,2013,16678279.1138625,36025,New York,New York,DELAWARE,46806
NY,DELAWARE,2014,17703357.3338625,36025,New York,New York,DELAWARE,46567
NY,DUTCHESS,2006,59806007.9802625,36027,New York,New York,DUTCHESS,291471
NY,DUTCHESS,2007,73614764.4719875,36027,New York,New York,DUTCHESS,291815
NY,DUTCHESS,2008,83128576.0669125,36027,New York,New York,DUTCHESS,292500
NY,DUTCHESS,2009,95471765.3912625,36027,New York,New York,DUTCHESS,293562
NY,DUTCHESS,2010,108380099.6365125,36027,New York,New York,DUTCHESS,297721
NY,DUTCHESS,2011,119138693.136525,36027,New York,New York,DUTCHESS,298141
NY,DUTCHESS,2012,132372967.748325,36027,New York,New York,DUTCHESS,297028
NY,DUTCHESS,2013,122076147.369975,36027,New York,New York,DUTCHESS,296292
NY,DUTCHESS,2014,115082029.5314625,36027,New York,New York,DUTCHESS,295162
NY,ERIE,2006,284817070.1158375,36029,New York,New York,ERIE,916292
NY,ERIE,2007,321181403.355925,36029,New York,New York,ERIE,911784
NY,ERIE,2008,351863706.49660003,36029,New York,New York,ERIE,909858
NY,ERIE,2009,378776258.0206125,36029,New York,New York,ERIE,909247
NY,ERIE,2010,399396219.03585,36029,New York,New York,ERIE,919160
NY,ERIE,2011,383359061.767875,36029,New York,New York,ERIE,919901
NY,ERIE,2012,378582740.995575,36029,New York,New York,ERIE,919998
NY,ERIE,2013,361313684.08335,36029,New York,New York,ERIE,921015
NY,ERIE,2014,369439448.479725,36029,New York,New York,ERIE,921934
NY,ESSEX,2006,5402440.6545,36031,New York,New York,ESSEX,38156
NY,ESSEX,2007,5394789.102,36031,New York,New York,ESSEX,37856
NY,ESSEX,2008,6168865.5795,36031,New York,New York,ESSEX,37740
NY,ESSEX,2009,7456862.247225,36031,New York,New York,ESSEX,37686
NY,ESSEX,2010,8522071.4678625,36031,New York,New York,ESSEX,39359
NY,ESSEX,2011,9015972.7630875,36031,New York,New York,ESSEX,39277
NY,ESSEX,2012,9576312.2303625,36031,New York,New York,ESSEX,38884
NY,ESSEX,2013,9831349.0763625,36031,New York,New York,ESSEX,38610
NY,ESSEX,2014,11202951.7613625,36031,New York,New York,ESSEX,38333
NY,FRANKLIN,2006,10882899.0790875,36033,New York,New York,FRANKLIN,50371
NY,FRANKLIN,2007,12330228.6578625,36033,New York,New York,FRANKLIN,50482
NY,FRANKLIN,2008,12280231.9755,36033,New York,New York,FRANKLIN,50440
NY,FRANKLIN,2009,13647052.9538625,36033,New York,New York,FRANKLIN,50274
NY,FRANKLIN,2010,14502984.795,36033,New York,New York,FRANKLIN,51642
NY,FRANKLIN,2011,14757689.5875,36033,New York,New York,FRANKLIN,51544
NY,FRANKLIN,2012,14435312.3775,36033,New York,New York,FRANKLIN,51791
NY,FRANKLIN,2013,14505652.395,36033,New York,New York,FRANKLIN,51222
NY,FRANKLIN,2014,15561423.315,36033,New York,New York,FRANKLIN,51110
NY,FULTON,2006,7227676.7805,36035,New York,New York,FULTON,54937
NY,FULTON,2007,8419302.9975,36035,New York,New York,FULTON,55075
NY,FULTON,2008,9522105.6795,36035,New York,New York,FULTON,55122
NY,FULTON,2009,11009912.8425,36035,New York,New York,FULTON,55053
NY,FULTON,2010,11994550.005,36035,New York,New York,FULTON,55453
NY,FULTON,2011,13154249.34,36035,New York,New York,FULTON,55116
NY,FULTON,2012,12283529.5013625,36035,New York,New York,FULTON,54851
NY,FULTON,2013,11845308.27,36035,New York,New York,FULTON,54353
NY,FULTON,2014,11751300.24,36035,New York,New York,FULTON,53940
NY,GENESEE,2006,13939044.219,36037,New York,New York,GENESEE,58362
NY,GENESEE,2007,16705503.522,36037,New York,New York,GENESEE,58159
NY,GENESEE,2008,21053398.878,36037,New York,New York,GENESEE,57950
NY,GENESEE,2009,25011969.0790875,36037,New York,New York,GENESEE,57868
NY,GENESEE,2010,26634222.712725,36037,New York,New York,GENESEE,59932
NY,GENESEE,2011,22117002.3863625,36037,New York,New York,GENESEE,59894
NY,GENESEE,2012,21243224.25,36037,New York,New York,GENESEE,59684
NY,GENESEE,2013,19592021.5238625,36037,New York,New York,GENESEE,59127
NY,GENESEE,2014,18178839.09,36037,New York,New York,GENESEE,58745
NY,GREENE,2006,14443023.5255,36039,New York,New York,GREENE,49215
NY,GREENE,2007,17425733.853,36039,New York,New York,GREENE,49170
NY,GREENE,2008,19596848.05395,36039,New York,New York,GREENE,49106
NY,GREENE,2009,22126568.09295,36039,New York,New York,GREENE,48947
NY,GREENE,2010,23061389.205,36039,New York,New York,GREENE,49137
NY,GREENE,2011,24331445.250225,36039,New York,New York,GREENE,48858
NY,GREENE,2012,24655409.5399875,36039,New York,New York,GREENE,48589
NY,GREENE,2013,26531772.3788625,36039,New York,New York,GREENE,48308
NY,GREENE,2014,27031031.0215875,36039,New York,New York,GREENE,47963
NY,HAMILTON,2006,4389.150000000001,36041,New York,New York,HAMILTON,5029
NY,HAMILTON,2007,6659.4,36041,New York,New York,HAMILTON,5016
NY,HAMILTON,2008,9081.0,36041,New York,New York,HAMILTON,4959
NY,HAMILTON,2009,2118.9,36041,New York,New York,HAMILTON,4923
NY,HAMILTON,2010,12713.4,36041,New York,New York,HAMILTON,4852
NY,HAMILTON,2011,4540.5,36041,New York,New York,HAMILTON,4827
NY,HAMILTON,2012,2724.3000000000006,36041,New York,New York,HAMILTON,4803
NY,HAMILTON,2013,2724.3000000000006,36041,New York,New York,HAMILTON,4766
NY,HAMILTON,2014,908.1000000000004,36041,New York,New York,HAMILTON,4701
NY,HERKIMER,2006,11864556.527,36043,New York,New York,HERKIMER,62358
NY,HERKIMER,2007,15076370.18,36043,New York,New York,HERKIMER,62433
NY,HERKIMER,2008,17194343.435,36043,New York,New York,HERKIMER,62293
NY,HERKIMER,2009,19215173.74545,36043,New York,New York,HERKIMER,62236
NY,HERKIMER,2010,20408809.507725,36043,New York,New York,HERKIMER,64470
NY,HERKIMER,2011,20036996.43795,36043,New York,New York,HERKIMER,64388
NY,HERKIMER,2012,19418107.4184,36043,New York,New York,HERKIMER,64232
NY,HERKIMER,2013,17491551.3375,36043,New York,New York,HERKIMER,63888
NY,HERKIMER,2014,15714592.1775,36043,New York,New York,HERKIMER,63393
NY,JEFFERSON,2006,15602762.6315,36045,New York,New York,JEFFERSON,117162
NY,JEFFERSON,2007,16696126.1158625,36045,New York,New York,JEFFERSON,117957
NY,JEFFERSON,2008,19214484.6358625,36045,New York,New York,JEFFERSON,117157
NY,JEFFERSON,2009,23620412.107725,36045,New York,New York,JEFFERSON,118719
NY,JEFFERSON,2010,24651453.330675,36045,New York,New York,JEFFERSON,116609
NY,JEFFERSON,2011,27051826.7665875,36045,New York,New York,JEFFERSON,117809
NY,JEFFERSON,2012,27853772.7863625,36045,New York,New York,JEFFERSON,120335
NY,JEFFERSON,2013,28334163.8140875,36045,New York,New York,JEFFERSON,118617
NY,JEFFERSON,2014,28620402.0338625,36045,New York,New York,JEFFERSON,118121
NY,KINGS,2006,214266584.15518752,36047,New York,New York,KINGS,2523047
NY,KINGS,2007,249242263.2552875,36047,New York,New York,KINGS,2539206
NY,KINGS,2008,314880420.5370125,36047,New York,New York,KINGS,2549941
NY,KINGS,2009,399429507.5264875,36047,New York,New York,KINGS,2567098
NY,KINGS,2010,467939096.1716625,36047,New York,New York,KINGS,2509954
NY,KINGS,2011,532151091.182925,36047,New York,New York,KINGS,2540918
NY,KINGS,2012,519432643.7001,36047,New York,New York,KINGS,2568538
NY,KINGS,2013,484752354.7060125,36047,New York,New York,KINGS,2587759
NY,KINGS,2014,468431057.560125,36047,New York,New York,KINGS,2601527
NY,LEWIS,2006,3662682.15,36049,New York,New York,LEWIS,26319
NY,LEWIS,2007,3651185.0063625,36049,New York,New York,LEWIS,26322
NY,LEWIS,2008,4772660.9625,36049,New York,New York,LEWIS,26030
NY,LEWIS,2009,4912466.55,36049,New York,New York,LEWIS,26157
NY,LEWIS,2010,5076157.1625,36049,New York,New York,LEWIS,27072
NY,LEWIS,2011,5096218.725,36049,New York,New York,LEWIS,27021
NY,LEWIS,2012,5287351.4775,36049,New York,New York,LEWIS,27190
NY,LEWIS,2013,4374998.6288625,36049,New York,New York,LEWIS,27092
NY,LEWIS,2014,5169003.0375,36049,New York,New York,LEWIS,27085
NY,LIVINGSTON,2006,10000959.0075,36051,New York,New York,LIVINGSTON,63254
NY,LIVINGSTON,2007,11397220.7775,36051,New York,New York,LIVINGSTON,63123
NY,LIVINGSTON,2008,13897364.8733625,36051,New York,New York,LIVINGSTON,63067
NY,LIVINGSTON,2009,14603722.2038625,36051,New York,New York,LIVINGSTON,62871
NY,LIVINGSTON,2010,15625633.8490875,36051,New York,New York,LIVINGSTON,65226
NY,LIVINGSTON,2011,16941383.64045,36051,New York,New York,LIVINGSTON,64834
NY,LIVINGSTON,2012,15194498.445675,36051,New York,New York,LIVINGSTON,64780
NY,LIVINGSTON,2013,13942462.2788625,36051,New York,New York,LIVINGSTON,64612
NY,LIVINGSTON,2014,15104554.005675,36051,New York,New York,LIVINGSTON,64574
NY,MADISON,2006,14683128.355,36053,New York,New York,MADISON,69719
NY,MADISON,2007,15856536.812,36053,New York,New York,MADISON,70049
NY,MADISON,2008,15791714.7525,36053,New York,New York,MADISON,70092
NY,MADISON,2009,18101011.2415875,36053,New York,New York,MADISON,69954
NY,MADISON,2010,19095090.980662502,36053,New York,New York,MADISON,73442
NY,MADISON,2011,20726989.831575,36053,New York,New York,MADISON,72898
NY,MADISON,2012,22070388.991575,36053,New York,New York,MADISON,72438
NY,MADISON,2013,22024131.9093,36053,New York,New York,MADISON,72490
NY,MADISON,2014,21749717.3754375,36053,New York,New York,MADISON,72251
NY,MONROE,2006,186276822.724125,36055,New York,New York,MONROE,730458
NY,MONROE,2007,198134852.59448752,36055,New York,New York,MONROE,730629
NY,MONROE,2008,213382187.7254375,36055,New York,New York,MONROE,731543
NY,MONROE,2009,237986066.5211625,36055,New York,New York,MONROE,733703
NY,MONROE,2010,252496238.6622375,36055,New York,New York,MONROE,744589
NY,MONROE,2011,234919245.086175,36055,New York,New York,MONROE,746821
NY,MONROE,2012,235400538.7002375,36055,New York,New York,MONROE,747468
NY,MONROE,2013,223345843.3495875,36055,New York,New York,MONROE,748456
NY,MONROE,2014,219820404.29778752,36055,New York,New York,MONROE,747583
NY,MONTGOMERY,2006,7908883.5935,36057,New York,New York,MONTGOMERY,48681
NY,MONTGOMERY,2007,8870326.3215,36057,New York,New York,MONTGOMERY,48606
NY,MONTGOMERY,2008,9757779.5995875,36057,New York,New York,MONTGOMERY,48623
NY,MONTGOMERY,2009,11498858.9893125,36057,New York,New York,MONTGOMERY,48616
NY,MONTGOMERY,2010,14631922.69545,36057,New York,New York,MONTGOMERY,50312
NY,MONTGOMERY,2011,17871942.7245375,36057,New York,New York,MONTGOMERY,49919
NY,MONTGOMERY,2012,18578731.2984,36057,New York,New York,MONTGOMERY,49836
NY,MONTGOMERY,2013,18506025.991125,36057,New York,New York,MONTGOMERY,49754
NY,MONTGOMERY,2014,16894477.733400002,36057,New York,New York,MONTGOMERY,49689
NY,NASSAU,2006,299267318.3035625,36059,New York,New York,NASSAU,1351870
NY,NASSAU,2007,351379060.279775,36059,New York,New York,NASSAU,1353061
NY,NASSAU,2008,415435556.5594625,36059,New York,New York,NASSAU,1353151
NY,NASSAU,2009,506106575.5790875,36059,New York,New York,NASSAU,1357429
NY,NASSAU,2010,597707783.44675,36059,New York,New York,NASSAU,1341642
NY,NASSAU,2011,648077735.0370375,36059,New York,New York,NASSAU,1346207
NY,NASSAU,2012,574279210.2528375,36059,New York,New York,NASSAU,1349753
NY,NASSAU,2013,530523704.1954375,36059,New York,New York,NASSAU,1352355
NY,NASSAU,2014,515629233.13575,36059,New York,New York,NASSAU,1354851
NY,NEW YORK,2006,327401939.415025,36061,New York,New York,NEW YORK,1612630
NY,NEW YORK,2007,387576565.5843875,36061,New York,New York,NEW YORK,1625251
NY,NEW YORK,2008,420814663.494175,36061,New York,New York,NEW YORK,1631599
NY,NEW YORK,2009,521433429.873425,36061,New York,New York,NEW YORK,1629054
NY,NEW YORK,2010,583358845.9042375,36061,New York,New York,NEW YORK,1589041
NY,NEW YORK,2011,621412227.978675,36061,New York,New York,NEW YORK,1608717
NY,NEW YORK,2012,620904110.4404625,36061,New York,New York,NEW YORK,1624573
NY,NEW YORK,2013,547878797.5668375,36061,New York,New York,NEW YORK,1628379
NY,NEW YORK,2014,526181159.70213753,36061,New York,New York,NEW YORK,1631733
NY,NIAGARA,2006,70731193.097,36063,New York,New York,NIAGARA,214621
NY,NIAGARA,2007,79851295.5212125,36063,New York,New York,NIAGARA,214181
NY,NIAGARA,2008,89559252.7916625,36063,New York,New York,NIAGARA,214197
NY,NIAGARA,2009,98092162.2243,36063,New York,New York,NIAGARA,214557
NY,NIAGARA,2010,105316553.499525,36063,New York,New York,NIAGARA,216474
NY,NIAGARA,2011,90615765.8220375,36063,New York,New York,NIAGARA,215726
NY,NIAGARA,2012,91063480.9088625,36063,New York,New York,NIAGARA,214724
NY,NIAGARA,2013,88864149.2963625,36063,New York,New York,NIAGARA,214125
NY,NIAGARA,2014,87995356.320225,36063,New York,New York,NIAGARA,213331
NY,ONEIDA,2006,49455082.832075,36065,New York,New York,ONEIDA,231052
NY,ONEIDA,2007,56540716.68115,36065,New York,New York,ONEIDA,230948
NY,ONEIDA,2008,63196797.3198125,36065,New York,New York,ONEIDA,230540
NY,ONEIDA,2009,69237810.4395,36065,New York,New York,ONEIDA,231044
NY,ONEIDA,2010,76071425.5722375,36065,New York,New York,ONEIDA,234752
NY,ONEIDA,2011,74439253.45065,36065,New York,New York,ONEIDA,234226
NY,ONEIDA,2012,73358581.5372375,36065,New York,New York,ONEIDA,233778
NY,ONEIDA,2013,72414579.7779375,36065,New York,New York,ONEIDA,233370
NY,ONEIDA,2014,70855491.6429375,36065,New York,New York,ONEIDA,232634
NY,ONONDAGA,2006,104306930.3345875,36067,New York,New York,ONONDAGA,453533
NY,ONONDAGA,2007,118301881.676525,36067,New York,New York,ONONDAGA,452944
NY,ONONDAGA,2008,129283517.65065,36067,New York,New York,ONONDAGA,453373
NY,ONONDAGA,2009,143644553.1379125,36067,New York,New York,ONONDAGA,454753
NY,ONONDAGA,2010,157838313.401775,36067,New York,New York,ONONDAGA,467549
NY,ONONDAGA,2011,168184499.96336251,36067,New York,New York,ONONDAGA,467679
NY,ONONDAGA,2012,171674437.7537625,36067,New York,New York,ONONDAGA,467138
NY,ONONDAGA,2013,162954308.4642375,36067,New York,New York,ONONDAGA,468302
NY,ONONDAGA,2014,153510659.007225,36067,New York,New York,ONONDAGA,467472
NY,ONTARIO,2006,23791823.8164375,36069,New York,New York,ONTARIO,103455
NY,ONTARIO,2007,25871727.226012506,36069,New York,New York,ONTARIO,103834
NY,ONTARIO,2008,29087749.5372375,36069,New York,New York,ONTARIO,104782
NY,ONTARIO,2009,31020331.3161,36069,New York,New York,ONTARIO,105650
NY,ONTARIO,2010,31071554.6886,36069,New York,New York,ONTARIO,108183
NY,ONTARIO,2011,30641793.0552,36069,New York,New York,ONTARIO,108616
NY,ONTARIO,2012,26851496.8265625,36069,New York,New York,ONTARIO,108641
NY,ONTARIO,2013,25650235.8733875,36069,New York,New York,ONTARIO,109081
NY,ONTARIO,2014,26708405.9343,36069,New York,New York,ONTARIO,109378
NY,ORANGE,2006,86786284.7126125,36071,New York,New York,ORANGE,373386
NY,ORANGE,2007,103455209.662,36071,New York,New York,ORANGE,376226
NY,ORANGE,2008,118401937.05915,36071,New York,New York,ORANGE,379520
NY,ORANGE,2009,134678046.34995002,36071,New York,New York,ORANGE,383532
NY,ORANGE,2010,149415267.06975,36071,New York,New York,ORANGE,373451
NY,ORANGE,2011,165320285.1427125,36071,New York,New York,ORANGE,374171
NY,ORANGE,2012,175010548.9053,36071,New York,New York,ORANGE,373795
NY,ORANGE,2013,161081019.902025,36071,New York,New York,ORANGE,374417
NY,ORANGE,2014,179823835.065675,36071,New York,New York,ORANGE,374945
NY,ORLEANS,2006,9680482.199,36073,New York,New York,ORLEANS,42511
NY,ORLEANS,2007,11513053.1475,36073,New York,New York,ORLEANS,42370
NY,ORLEANS,2008,11184124.905,36073,New York,New York,ORLEANS,42246
NY,ORLEANS,2009,11528975.5425,36073,New York,New York,ORLEANS,42051
NY,ORLEANS,2010,12694917.1125,36073,New York,New York,ORLEANS,42850
NY,ORLEANS,2011,12383178.3075,36073,New York,New York,ORLEANS,42653
NY,ORLEANS,2012,12696620.4188625,36073,New York,New York,ORLEANS,42396
NY,ORLEANS,2013,11439773.76,36073,New York,New York,ORLEANS,42233
NY,ORLEANS,2014,11340217.2975,36073,New York,New York,ORLEANS,41864
NY,OSWEGO,2006,23529956.121,36075,New York,New York,OSWEGO,121592
NY,OSWEGO,2007,29143234.7415,36075,New York,New York,OSWEGO,121444
NY,OSWEGO,2008,32237328.0349875,36075,New York,New York,OSWEGO,121551
NY,OSWEGO,2009,36660231.78225,36075,New York,New York,OSWEGO,121377
NY,OSWEGO,2010,40898195.0752125,36075,New York,New York,OSWEGO,122141
NY,OSWEGO,2011,42372105.3963375,36075,New York,New York,OSWEGO,121987
NY,OSWEGO,2012,46231243.3858875,36075,New York,New York,OSWEGO,121469
NY,OSWEGO,2013,44453240.3908875,36075,New York,New York,OSWEGO,121187
NY,OSWEGO,2014,40958550.8458875,36075,New York,New York,OSWEGO,120611
NY,OTSEGO,2006,15822549.624225,36077,New York,New York,OTSEGO,62348
NY,OTSEGO,2007,18043897.0875,36077,New York,New York,OTSEGO,62194
NY,OTSEGO,2008,19373723.157587502,36077,New York,New York,OTSEGO,61811
NY,OTSEGO,2009,21243205.8120375,36077,New York,New York,OTSEGO,61602
NY,OTSEGO,2010,24011290.7083875,36077,New York,New York,OTSEGO,62260
NY,OTSEGO,2011,25922950.665225,36077,New York,New York,OTSEGO,61979
NY,OTSEGO,2012,26890180.1156625,36077,New York,New York,OTSEGO,61763
NY,OTSEGO,2013,25228070.2931625,36077,New York,New York,OTSEGO,61637
NY,OTSEGO,2014,27425925.7390875,36077,New York,New York,OTSEGO,60973
NY,PUTNAM,2006,17220476.1989875,36079,New York,New York,PUTNAM,98958
NY,PUTNAM,2007,20077402.644525,36079,New York,New York,PUTNAM,99012
NY,PUTNAM,2008,21328058.1699,36079,New York,New York,PUTNAM,99090
NY,PUTNAM,2009,21076020.758625,36079,New York,New York,PUTNAM,99265
NY,PUTNAM,2010,23641999.651575,36079,New York,New York,PUTNAM,99644
NY,PUTNAM,2011,26731181.460225,36079,New York,New York,PUTNAM,99805
NY,PUTNAM,2012,30272512.548862506,36079,New York,New York,PUTNAM,99600
NY,PUTNAM,2013,28812327.78,36079,New York,New York,PUTNAM,99546
NY,PUTNAM,2014,27971435.7825,36079,New York,New York,PUTNAM,99407
NY,QUEENS,2006,162577263.2827875,36081,New York,New York,QUEENS,2264661
NY,QUEENS,2007,197573514.0452,36081,New York,New York,QUEENS,2277779
NY,QUEENS,2008,227111150.2892625,36081,New York,New York,QUEENS,2288574
NY,QUEENS,2009,284885376.5506125,36081,New York,New York,QUEENS,2306712
NY,QUEENS,2010,373443675.2601625,36081,New York,New York,QUEENS,2234574
NY,QUEENS,2011,454201089.7017,36081,New York,New York,QUEENS,2255261
NY,QUEENS,2012,478503883.257,36081,New York,New York,QUEENS,2271920
NY,QUEENS,2013,442958316.691125,36081,New York,New York,QUEENS,2286788
NY,QUEENS,2014,417057624.22875,36081,New York,New York,QUEENS,2298234
NY,RENSSELAER,2006,19763423.9139,36083,New York,New York,RENSSELAER,154719
NY,RENSSELAER,2007,24157213.8945125,36083,New York,New York,RENSSELAER,155294
NY,RENSSELAER,2008,29116501.964625,36083,New York,New York,RENSSELAER,155751
NY,RENSSELAER,2009,32348487.309075,36083,New York,New York,RENSSELAER,155541
NY,RENSSELAER,2010,33883917.855000004,36083,New York,New York,RENSSELAER,159342
NY,RENSSELAER,2011,37313407.0765875,36083,New York,New York,RENSSELAER,159606
NY,RENSSELAER,2012,38056205.9293125,36083,New York,New York,RENSSELAER,159466
NY,RENSSELAER,2013,39677780.4790875,36083,New York,New York,RENSSELAER,159590
NY,RENSSELAER,2014,39629497.515225,36083,New York,New York,RENSSELAER,159719
NY,RICHMOND,2006,142375433.7145375,36085,New York,New York,RICHMOND,478876
NY,RICHMOND,2007,203003199.83715,36085,New York,New York,RICHMOND,482854
NY,RICHMOND,2008,275110018.663875,36085,New York,New York,RICHMOND,487365
NY,RICHMOND,2009,300323266.40605,36085,New York,New York,RICHMOND,491730
NY,RICHMOND,2010,332223228.923125,36085,New York,New York,RICHMOND,469607
NY,RICHMOND,2011,313168339.1924625,36085,New York,New York,RICHMOND,471014
NY,RICHMOND,2012,293572239.09495,36085,New York,New York,RICHMOND,470597
NY,RICHMOND,2013,212764869.30885,36085,New York,New York,RICHMOND,471783
NY,RICHMOND,2014,216181943.55645,36085,New York,New York,RICHMOND,471899
NY,ROCKLAND,2006,52485499.968,36087,New York,New York,ROCKLAND,295927
NY,ROCKLAND,2007,63648936.9632625,36087,New York,New York,ROCKLAND,297005
NY,ROCKLAND,2008,73639230.2010625,36087,New York,New York,ROCKLAND,298747
NY,ROCKLAND,2009,87329621.699025,36087,New York,New York,ROCKLAND,300173
NY,ROCKLAND,2010,99821268.865875,36087,New York,New York,ROCKLAND,312497
NY,ROCKLAND,2011,107664459.4720125,36087,New York,New York,ROCKLAND,315448
NY,ROCKLAND,2012,110762791.152,36087,New York,New York,ROCKLAND,317201
NY,ROCKLAND,2013,103290775.8010875,36087,New York,New York,ROCKLAND,319290
NY,ROCKLAND,2014,90681312.5043,36087,New York,New York,ROCKLAND,321120
NY,SAINT LAWRENCE,2006,21864805.4865,36089,New York,New York,SAINT LAWRENCE,109769
NY,SAINT LAWRENCE,2007,23059359.6465,36089,New York,New York,SAINT LAWRENCE,109594
NY,SAINT LAWRENCE,2008,24148798.2855,36089,New York,New York,SAINT LAWRENCE,109553
NY,SAINT LAWRENCE,2009,27409779.4875,36089,New York,New York,SAINT LAWRENCE,109715
NY,SAINT LAWRENCE,2010,28943614.1590875,36089,New York,New York,SAINT LAWRENCE,111821
NY,SAINT LAWRENCE,2011,30189906.95295,36089,New York,New York,SAINT LAWRENCE,112290
NY,SAINT LAWRENCE,2012,29925485.7788625,36089,New York,New York,SAINT LAWRENCE,112388
NY,SAINT LAWRENCE,2013,30697363.0575,36089,New York,New York,SAINT LAWRENCE,111967
NY,SAINT LAWRENCE,2014,30624396.1988625,36089,New York,New York,SAINT LAWRENCE,111476
NY,SARATOGA,2006,29540916.659225,36091,New York,New York,SARATOGA,214925
NY,SARATOGA,2007,34318131.477,36091,New York,New York,SARATOGA,216259
NY,SARATOGA,2008,37861013.5983625,36091,New York,New York,SARATOGA,217958
NY,SARATOGA,2009,41405104.0968,36091,New York,New York,SARATOGA,220069
NY,SARATOGA,2010,45934995.8156625,36091,New York,New York,SARATOGA,220123
NY,SARATOGA,2011,52978607.9670375,36091,New York,New York,SARATOGA,221136
NY,SARATOGA,2012,54384630.4161,36091,New York,New York,SARATOGA,222527
NY,SARATOGA,2013,55459625.4822375,36091,New York,New York,SARATOGA,224151
NY,SARATOGA,2014,54556765.3351875,36091,New York,New York,SARATOGA,224605
NY,SCHENECTADY,2006,18534581.822075,36093,New York,New York,SCHENECTADY,149973
NY,SCHENECTADY,2007,20624888.0744875,36093,New York,New York,SCHENECTADY,150288
NY,SCHENECTADY,2008,23843660.3327125,36093,New York,New York,SCHENECTADY,151252
NY,SCHENECTADY,2009,25826189.14155,36093,New York,New York,SCHENECTADY,152169
NY,SCHENECTADY,2010,29168998.5993,36093,New York,New York,SCHENECTADY,154867
NY,SCHENECTADY,2011,32554463.50725,36093,New York,New York,SCHENECTADY,154882
NY,SCHENECTADY,2012,35454281.927025,36093,New York,New York,SCHENECTADY,155044
NY,SCHENECTADY,2013,34023173.2584,36093,New York,New York,SCHENECTADY,154978
NY,SCHENECTADY,2014,33195508.2265875,36093,New York,New York,SCHENECTADY,155050
NY,SCHOHARIE,2006,7632828.126,36095,New York,New York,SCHOHARIE,31891
NY,SCHOHARIE,2007,8709831.081,36095,New York,New York,SCHOHARIE,31932
NY,SCHOHARIE,2008,9362646.5775,36095,New York,New York,SCHOHARIE,31803
NY,SCHOHARIE,2009,9476079.6713625,36095,New York,New York,SCHOHARIE,31529
NY,SCHOHARIE,2010,10435403.4975,36095,New York,New York,SCHOHARIE,32684
NY,SCHOHARIE,2011,10249975.65,36095,New York,New York,SCHOHARIE,32619
NY,SCHOHARIE,2012,10508110.5338625,36095,New York,New York,SCHOHARIE,32038
NY,SCHOHARIE,2013,11243836.6125,36095,New York,New York,SCHOHARIE,31902
NY,SCHOHARIE,2014,10551311.16,36095,New York,New York,SCHOHARIE,31768
NY,SCHUYLER,2006,4827570.207,36097,New York,New York,SCHUYLER,18931
NY,SCHUYLER,2007,4811876.046,36097,New York,New York,SCHUYLER,18923
NY,SCHUYLER,2008,5301982.902,36097,New York,New York,SCHUYLER,18868
NY,SCHUYLER,2009,5785341.9375,36097,New York,New York,SCHUYLER,18720
NY,SCHUYLER,2010,5819176.425,36097,New York,New York,SCHUYLER,18341
NY,SCHUYLER,2011,5587908.382725,36097,New York,New York,SCHUYLER,18421
NY,SCHUYLER,2012,6236103.4125,36097,New York,New York,SCHUYLER,18505
NY,SCHUYLER,2013,5518434.6038625,36097,New York,New York,SCHUYLER,18391
NY,SCHUYLER,2014,7325693.235,36097,New York,New York,SCHUYLER,18184
NY,SENECA,2006,6401799.6255375,36099,New York,New York,SENECA,34201
NY,SENECA,2007,6367070.3100000005,36099,New York,New York,SENECA,34276
NY,SENECA,2008,6590521.710675,36099,New York,New York,SENECA,34060
NY,SENECA,2009,6648594.682725,36099,New York,New York,SENECA,34049
NY,SENECA,2010,6940102.1025,36099,New York,New York,SENECA,35271
NY,SENECA,2011,8111680.0275,36099,New York,New York,SENECA,35325
NY,SENECA,2012,7920347.4225,36099,New York,New York,SENECA,35354
NY,SENECA,2013,8173037.8875,36099,New York,New York,SENECA,35244
NY,SENECA,2014,9539954.1788625,36099,New York,New York,SENECA,34891
NY,STEUBEN,2006,19025861.2135,36101,New York,New York,STEUBEN,96648
NY,STEUBEN,2007,19325536.8255,36101,New York,New York,STEUBEN,96430
NY,STEUBEN,2008,21077142.708,36101,New York,New York,STEUBEN,96452
NY,STEUBEN,2009,23800624.355437502,36101,New York,New York,STEUBEN,96552
NY,STEUBEN,2010,23689297.182037503,36101,New York,New York,STEUBEN,98969
NY,STEUBEN,2011,26213631.6506625,36101,New York,New York,STEUBEN,99117
NY,STEUBEN,2012,28867428.3156375,36101,New York,New York,STEUBEN,98903
NY,STEUBEN,2013,28572184.561125,36101,New York,New York,STEUBEN,98826
NY,STEUBEN,2014,30662051.678625,36101,New York,New York,STEUBEN,98153
NY,SUFFOLK,2006,397852854.7630125,36103,New York,New York,SUFFOLK,1507211
NY,SUFFOLK,2007,466149975.773725,36103,New York,New York,SUFFOLK,1511732
NY,SUFFOLK,2008,506567948.289375,36103,New York,New York,SUFFOLK,1513435
